Train Loss=1.8955, Train Acc=0.3304 | Val Loss=1.9032, Val Acc=0.2459
Train Loss=1.5903, Train Acc=0.4723 | Val Loss=1.6244, Val Acc=0.3934
Train Loss=1.4160, Train Acc=0.5255 | Val Loss=1.3606, Val Acc=0.4754
Train Loss=1.2613, Train Acc=0.5787 | Val Loss=1.1617, Val Acc=0.6066
Train Loss=1.1293, Train Acc=0.6364 | Val Loss=1.0814, Val Acc=0.6393
Train Loss=1.0255, Train Acc=0.6918 | Val Loss=0.9769, Val Acc=0.7541
Train Loss=0.9452, Train Acc=0.7206 | Val Loss=1.0452, Val Acc=0.6393
Train Loss=0.8993, Train Acc=0.7627 | Val Loss=0.9035, Val Acc=0.7377
Train Loss=0.8321, Train Acc=0.7650 | Val Loss=0.8384, Val Acc=0.7705
Train Loss=0.7893, Train Acc=0.7827 | Val Loss=1.0484, Val Acc=0.6230
Train Loss=0.7757, Train Acc=0.7694 | Val Loss=0.9128, Val Acc=0.6721
Train Loss=0.7154, Train Acc=0.8027 | Val Loss=0.9115, Val Acc=0.7049
Train Loss=0.7144, Train Acc=0.7761 | Val Loss=0.8237, Val Acc=0.7541
Train Loss=0.6663, Train Acc=0.8381 | Val Loss=0.8208, Val Acc=0.7377
Train Loss=0.6893, Train Acc=0.7938 | Val Loss=0.8339, Val Acc=0.7213
Train Loss=0.6277, Train Acc=0.8027 | Val Loss=0.7702, Val Acc=0.7049
Train Loss=0.5636, Train Acc=0.8914 | Val Loss=0.8702, Val Acc=0.7213
Train Loss=0.5691, Train Acc=0.8381 | Val Loss=0.8075, Val Acc=0.7541
Train Loss=0.4926, Train Acc=0.8825 | Val Loss=0.7897, Val Acc=0.7541
Train Loss=0.4812, Train Acc=0.8869 | Val Loss=0.8365, Val Acc=0.6721
Train Loss=0.4593, Train Acc=0.9091 | Val Loss=0.7210, Val Acc=0.8033
Train Loss=0.4168, Train Acc=0.9246 | Val Loss=0.7266, Val Acc=0.7541
Train Loss=0.4257, Train Acc=0.9180 | Val Loss=0.6491, Val Acc=0.8525
Train Loss=0.3507, Train Acc=0.9401 | Val Loss=0.7071, Val Acc=0.8033
Train Loss=0.3727, Train Acc=0.9335 | Val Loss=0.8368, Val Acc=0.7377
Train Loss=0.3426, Train Acc=0.9468 | Val Loss=0.7108, Val Acc=0.7541
Train Loss=0.2898, Train Acc=0.9690 | Val Loss=0.6896, Val Acc=0.7869
Train Loss=0.2758, Train Acc=0.9534 | Val Loss=0.7121, Val Acc=0.7869
Train Loss=0.2281, Train Acc=0.9800 | Val Loss=0.7287, Val Acc=0.7869
Train Loss=0.1955, Train Acc=0.9867 | Val Loss=0.7305, Val Acc=0.7705
Train Loss=0.1946, Train Acc=0.9933 | Val Loss=0.6759, Val Acc=0.8525
Train Loss=0.1821, Train Acc=0.9867 | Val Loss=0.5987, Val Acc=0.8197
