Train Loss=1.8116, Train Acc=0.3487 | Val Loss=1.9095, Val Acc=0.4272
Train Loss=1.6309, Train Acc=0.4335 | Val Loss=1.8114, Val Acc=0.4379
Train Loss=1.5179, Train Acc=0.4784 | Val Loss=1.7952, Val Acc=0.4446
Train Loss=1.4868, Train Acc=0.4879 | Val Loss=1.7120, Val Acc=0.4619
Train Loss=1.4387, Train Acc=0.5034 | Val Loss=1.7173, Val Acc=0.4769
Train Loss=1.3897, Train Acc=0.5211 | Val Loss=1.6339, Val Acc=0.5106
Train Loss=1.3501, Train Acc=0.5402 | Val Loss=1.6088, Val Acc=0.5042
Train Loss=1.2999, Train Acc=0.5567 | Val Loss=1.5719, Val Acc=0.5400
Train Loss=1.2885, Train Acc=0.5719 | Val Loss=1.5467, Val Acc=0.5390
Train Loss=1.2507, Train Acc=0.5841 | Val Loss=1.5673, Val Acc=0.5227
Train Loss=1.2233, Train Acc=0.5912 | Val Loss=1.4998, Val Acc=0.5542
Train Loss=1.1730, Train Acc=0.6141 | Val Loss=1.4713, Val Acc=0.5687
Train Loss=1.1503, Train Acc=0.6224 | Val Loss=1.4474, Val Acc=0.5737
Train Loss=1.1139, Train Acc=0.6383 | Val Loss=1.4280, Val Acc=0.5858
Train Loss=1.1144, Train Acc=0.6402 | Val Loss=1.4119, Val Acc=0.5946
Train Loss=1.0839, Train Acc=0.6518 | Val Loss=1.4120, Val Acc=0.5837
Train Loss=1.0479, Train Acc=0.6670 | Val Loss=1.3749, Val Acc=0.6079
Train Loss=1.0036, Train Acc=0.6823 | Val Loss=1.3333, Val Acc=0.6307
Train Loss=0.9704, Train Acc=0.6939 | Val Loss=1.3541, Val Acc=0.6269
Train Loss=0.9661, Train Acc=0.7008 | Val Loss=1.3072, Val Acc=0.6402
Train Loss=0.9277, Train Acc=0.7151 | Val Loss=1.2782, Val Acc=0.6444
Train Loss=0.9050, Train Acc=0.7214 | Val Loss=1.2847, Val Acc=0.6435
Train Loss=0.8701, Train Acc=0.7357 | Val Loss=1.2284, Val Acc=0.6781
Train Loss=0.8454, Train Acc=0.7450 | Val Loss=1.2448, Val Acc=0.6596
Train Loss=0.8078, Train Acc=0.7661 | Val Loss=1.2075, Val Acc=0.6895
Train Loss=0.8012, Train Acc=0.7772 | Val Loss=1.1741, Val Acc=0.7000
Train Loss=0.7752, Train Acc=0.7833 | Val Loss=1.1652, Val Acc=0.7050
Train Loss=0.7259, Train Acc=0.7980 | Val Loss=1.1749, Val Acc=0.6995
Train Loss=0.6881, Train Acc=0.8128 | Val Loss=1.1524, Val Acc=0.7085
Train Loss=0.6579, Train Acc=0.8234 | Val Loss=1.0854, Val Acc=0.7434
Train Loss=0.6393, Train Acc=0.8246 | Val Loss=1.1214, Val Acc=0.7230
Train Loss=0.6221, Train Acc=0.8433 | Val Loss=1.0786, Val Acc=0.7427
Train Loss=0.5881, Train Acc=0.8514 | Val Loss=1.0178, Val Acc=0.7776
Train Loss=0.5840, Train Acc=0.8457 | Val Loss=1.0522, Val Acc=0.7529
Train Loss=0.5212, Train Acc=0.8770 | Val Loss=1.0264, Val Acc=0.7501
Train Loss=0.5270, Train Acc=0.8662 | Val Loss=1.0007, Val Acc=0.7804
Train Loss=0.4699, Train Acc=0.8983 | Val Loss=0.9832, Val Acc=0.7852
Train Loss=0.4598, Train Acc=0.9039 | Val Loss=0.9856, Val Acc=0.7887
Train Loss=0.4409, Train Acc=0.9100 | Val Loss=1.0422, Val Acc=0.7479
