Train Loss=1.8681, Train Acc=0.4106 | Val Loss=2.2975, Val Acc=0.3800
Train Loss=1.7400, Train Acc=0.4769 | Val Loss=2.1465, Val Acc=0.4327
Train Loss=1.6676, Train Acc=0.5105 | Val Loss=2.0921, Val Acc=0.4557
Train Loss=1.5847, Train Acc=0.5352 | Val Loss=2.0366, Val Acc=0.4788
Train Loss=1.5249, Train Acc=0.5618 | Val Loss=1.9943, Val Acc=0.4804
Train Loss=1.4622, Train Acc=0.5806 | Val Loss=1.9835, Val Acc=0.5091
Train Loss=1.4308, Train Acc=0.5970 | Val Loss=1.9791, Val Acc=0.5056
Train Loss=1.3334, Train Acc=0.6277 | Val Loss=2.0309, Val Acc=0.4783
Train Loss=1.2906, Train Acc=0.6486 | Val Loss=1.9140, Val Acc=0.5395
Train Loss=1.2376, Train Acc=0.6708 | Val Loss=1.8604, Val Acc=0.5754
Train Loss=1.1672, Train Acc=0.6927 | Val Loss=1.7863, Val Acc=0.5979
Train Loss=1.0892, Train Acc=0.7167 | Val Loss=1.8743, Val Acc=0.5701
Train Loss=1.0247, Train Acc=0.7471 | Val Loss=1.6637, Val Acc=0.6247
Train Loss=0.9712, Train Acc=0.7653 | Val Loss=1.6242, Val Acc=0.6411
Train Loss=0.9243, Train Acc=0.7802 | Val Loss=1.8473, Val Acc=0.5744
Train Loss=0.8431, Train Acc=0.8173 | Val Loss=1.4936, Val Acc=0.7370
Train Loss=0.7791, Train Acc=0.8394 | Val Loss=1.5307, Val Acc=0.7159
Train Loss=0.7202, Train Acc=0.8656 | Val Loss=1.5728, Val Acc=0.6993
Train Loss=0.6593, Train Acc=0.8869 | Val Loss=1.4052, Val Acc=0.7562
Train Loss=0.6266, Train Acc=0.8985 | Val Loss=1.3933, Val Acc=0.7717
Train Loss=0.5608, Train Acc=0.9269 | Val Loss=1.6047, Val Acc=0.7166
Train Loss=0.5139, Train Acc=0.9344 | Val Loss=1.5164, Val Acc=0.7251
Train Loss=0.4919, Train Acc=0.9557 | Val Loss=1.2608, Val Acc=0.8312
Train Loss=0.4228, Train Acc=0.9695 | Val Loss=1.3195, Val Acc=0.8058
Train Loss=0.4102, Train Acc=0.9716 | Val Loss=1.3164, Val Acc=0.8115
Train Loss=0.4374, Train Acc=0.9629 | Val Loss=1.2952, Val Acc=0.8236
Train Loss=0.4009, Train Acc=0.9741 | Val Loss=1.4109, Val Acc=0.8111
Train Loss=0.3675, Train Acc=0.9855 | Val Loss=1.1897, Val Acc=0.8493
Train Loss=0.3538, Train Acc=0.9895 | Val Loss=1.4498, Val Acc=0.7491
Train Loss=0.3834, Train Acc=0.9757 | Val Loss=1.3286, Val Acc=0.8486
Train Loss=0.3463, Train Acc=0.9894 | Val Loss=1.2686, Val Acc=0.8357
Train Loss=0.3287, Train Acc=0.9937 | Val Loss=1.2235, Val Acc=0.8543
Train Loss=0.3172, Train Acc=0.9956 | Val Loss=1.2821, Val Acc=0.8524
Train Loss=0.3166, Train Acc=0.9946 | Val Loss=1.2710, Val Acc=0.8500
Train Loss=0.3190, Train Acc=0.9930 | Val Loss=1.2453, Val Acc=0.8559
Train Loss=0.3027, Train Acc=0.9941 | Val Loss=1.3635, Val Acc=0.8324
Train Loss=0.3125, Train Acc=0.9933 | Val Loss=1.1982, Val Acc=0.8573
Train Loss=0.3209, Train Acc=0.9891 | Val Loss=1.2675, Val Acc=0.8467
Train Loss=0.3212, Train Acc=0.9856 | Val Loss=1.3234, Val Acc=0.8203
Train Loss=0.3496, Train Acc=0.9794 | Val Loss=1.4529, Val Acc=0.8158
Train Loss=0.3227, Train Acc=0.9878 | Val Loss=1.2028, Val Acc=0.8433
Train Loss=0.3052, Train Acc=0.9931 | Val Loss=1.2375, Val Acc=0.8535
Train Loss=0.2852, Train Acc=0.9974 | Val Loss=1.2851, Val Acc=0.8490
Train Loss=0.2996, Train Acc=0.9952 | Val Loss=1.2768, Val Acc=0.8455
Train Loss=0.3023, Train Acc=0.9903 | Val Loss=1.3548, Val Acc=0.8452
Train Loss=0.3133, Train Acc=0.9922 | Val Loss=1.3579, Val Acc=0.8414
Train Loss=0.2834, Train Acc=0.9953 | Val Loss=1.2064, Val Acc=0.8538
Train Loss=0.3145, Train Acc=0.9874 | Val Loss=1.1729, Val Acc=0.8403
Train Loss=0.3145, Train Acc=0.9836 | Val Loss=1.3772, Val Acc=0.8282
Train Loss=0.3038, Train Acc=0.9851 | Val Loss=1.3793, Val Acc=0.8436
Train Loss=0.2886, Train Acc=0.9934 | Val Loss=1.2890, Val Acc=0.8590
Train Loss=0.2576, Train Acc=0.9977 | Val Loss=1.3287, Val Acc=0.8562
Train Loss=0.2857, Train Acc=0.9970 | Val Loss=1.2553, Val Acc=0.8507
Train Loss=0.2907, Train Acc=0.9909 | Val Loss=1.4197, Val Acc=0.8372
Train Loss=0.2990, Train Acc=0.9886 | Val Loss=1.3720, Val Acc=0.8471
Train Loss=0.2738, Train Acc=0.9948 | Val Loss=1.5211, Val Acc=0.8362
Train Loss=0.2845, Train Acc=0.9875 | Val Loss=1.3387, Val Acc=0.8540
Train Loss=0.2852, Train Acc=0.9910 | Val Loss=1.3453, Val Acc=0.8498
Train Loss=0.2626, Train Acc=0.9976 | Val Loss=1.2696, Val Acc=0.8554
Train Loss=0.2669, Train Acc=0.9968 | Val Loss=1.3139, Val Acc=0.8490
Train Loss=0.2591, Train Acc=0.9953 | Val Loss=1.3378, Val Acc=0.8571
Train Loss=0.2499, Train Acc=0.9976 | Val Loss=1.3646, Val Acc=0.8483
Train Loss=0.2653, Train Acc=0.9948 | Val Loss=1.3093, Val Acc=0.8545
Train Loss=0.2481, Train Acc=0.9979 | Val Loss=1.3568, Val Acc=0.8573
Train Loss=0.2683, Train Acc=0.9918 | Val Loss=1.3372, Val Acc=0.8547
Train Loss=0.2961, Train Acc=0.9844 | Val Loss=2.4562, Val Acc=0.6034
Train Loss=0.3079, Train Acc=0.9807 | Val Loss=1.3771, Val Acc=0.8528
Train Loss=0.2471, Train Acc=0.9966 | Val Loss=1.5633, Val Acc=0.8241
Train Loss=0.2454, Train Acc=0.9977 | Val Loss=1.3699, Val Acc=0.8600
Train Loss=0.2360, Train Acc=0.9988 | Val Loss=1.5110, Val Acc=0.8540
Train Loss=0.2618, Train Acc=0.9962 | Val Loss=1.2131, Val Acc=0.8635
Train Loss=0.2548, Train Acc=0.9940 | Val Loss=1.5268, Val Acc=0.8431
Train Loss=0.2611, Train Acc=0.9917 | Val Loss=1.3729, Val Acc=0.8507
Train Loss=0.2576, Train Acc=0.9938 | Val Loss=1.4463, Val Acc=0.8554
Train Loss=0.2567, Train Acc=0.9968 | Val Loss=1.4124, Val Acc=0.8554
Train Loss=0.2245, Train Acc=0.9983 | Val Loss=1.4500, Val Acc=0.8545
Train Loss=0.2388, Train Acc=0.9970 | Val Loss=1.2201, Val Acc=0.8630
Train Loss=0.2469, Train Acc=0.9962 | Val Loss=1.3291, Val Acc=0.8588
Train Loss=0.2543, Train Acc=0.9936 | Val Loss=1.2764, Val Acc=0.8597
Train Loss=0.2997, Train Acc=0.9780 | Val Loss=1.1566, Val Acc=0.8666
Train Loss=0.2454, Train Acc=0.9961 | Val Loss=1.0883, Val Acc=0.8737
Train Loss=0.2273, Train Acc=0.9983 | Val Loss=1.1999, Val Acc=0.8590
Train Loss=0.2295, Train Acc=0.9993 | Val Loss=1.1623, Val Acc=0.8664
Train Loss=0.2318, Train Acc=0.9995 | Val Loss=1.2504, Val Acc=0.8607
Train Loss=0.2179, Train Acc=0.9984 | Val Loss=1.2896, Val Acc=0.8576
