Train Loss=3.2034, Train Acc=0.3234 | Val Loss=4.8367, Val Acc=0.3209
Train Loss=2.9561, Train Acc=0.3726 | Val Loss=4.8105, Val Acc=0.3401
Train Loss=2.8194, Train Acc=0.3847 | Val Loss=4.9142, Val Acc=0.3594
Train Loss=2.7849, Train Acc=0.4039 | Val Loss=4.7327, Val Acc=0.3511
Train Loss=2.5737, Train Acc=0.4194 | Val Loss=4.4486, Val Acc=0.3558
Train Loss=2.5466, Train Acc=0.4237 | Val Loss=4.3487, Val Acc=0.3686
Train Loss=2.3943, Train Acc=0.4301 | Val Loss=4.8595, Val Acc=0.3769
Train Loss=2.3013, Train Acc=0.4355 | Val Loss=4.2903, Val Acc=0.3864
Train Loss=2.3789, Train Acc=0.4389 | Val Loss=4.1473, Val Acc=0.4000
Train Loss=2.1670, Train Acc=0.4493 | Val Loss=4.6326, Val Acc=0.3712
Train Loss=2.1609, Train Acc=0.4639 | Val Loss=3.9953, Val Acc=0.3952
Train Loss=2.1314, Train Acc=0.4712 | Val Loss=3.9235, Val Acc=0.4199
Train Loss=2.0589, Train Acc=0.4700 | Val Loss=4.0301, Val Acc=0.3995
Train Loss=2.0902, Train Acc=0.4766 | Val Loss=4.0518, Val Acc=0.4237
Train Loss=2.0197, Train Acc=0.4941 | Val Loss=3.8801, Val Acc=0.4272
Train Loss=1.9295, Train Acc=0.4956 | Val Loss=4.0345, Val Acc=0.3615
Train Loss=1.8973, Train Acc=0.4999 | Val Loss=3.8912, Val Acc=0.4016
Train Loss=1.9517, Train Acc=0.5121 | Val Loss=3.6440, Val Acc=0.4674
Train Loss=1.9841, Train Acc=0.5146 | Val Loss=4.0990, Val Acc=0.4372
Train Loss=1.8594, Train Acc=0.5167 | Val Loss=3.8841, Val Acc=0.4700
Train Loss=1.8705, Train Acc=0.5250 | Val Loss=3.7401, Val Acc=0.4728
Train Loss=1.8572, Train Acc=0.5171 | Val Loss=3.8261, Val Acc=0.4845
Train Loss=1.7474, Train Acc=0.5306 | Val Loss=3.7121, Val Acc=0.4353
Train Loss=1.7524, Train Acc=0.5288 | Val Loss=3.7584, Val Acc=0.4600
Train Loss=1.8084, Train Acc=0.5261 | Val Loss=3.8801, Val Acc=0.4451
Train Loss=1.6769, Train Acc=0.5419 | Val Loss=3.5851, Val Acc=0.5013
Train Loss=1.6575, Train Acc=0.5469 | Val Loss=3.6689, Val Acc=0.4790
Train Loss=1.7296, Train Acc=0.5555 | Val Loss=3.8491, Val Acc=0.4826
Train Loss=1.6329, Train Acc=0.5598 | Val Loss=3.6582, Val Acc=0.4989
Train Loss=1.5820, Train Acc=0.5681 | Val Loss=3.5425, Val Acc=0.5039
Train Loss=1.5702, Train Acc=0.5705 | Val Loss=3.9653, Val Acc=0.4799
Train Loss=1.5862, Train Acc=0.5712 | Val Loss=3.4806, Val Acc=0.4885
Train Loss=1.5318, Train Acc=0.5809 | Val Loss=4.0488, Val Acc=0.4795
Train Loss=1.5125, Train Acc=0.5845 | Val Loss=3.7587, Val Acc=0.4992
Train Loss=1.4593, Train Acc=0.5972 | Val Loss=3.5658, Val Acc=0.5260
Train Loss=1.4732, Train Acc=0.5899 | Val Loss=3.5863, Val Acc=0.5106
Train Loss=1.4758, Train Acc=0.6024 | Val Loss=3.4142, Val Acc=0.5300
Train Loss=1.4443, Train Acc=0.6015 | Val Loss=3.3266, Val Acc=0.5659
Train Loss=1.4398, Train Acc=0.6086 | Val Loss=3.3648, Val Acc=0.5549
Train Loss=1.4540, Train Acc=0.6185 | Val Loss=3.8013, Val Acc=0.4047
Train Loss=1.4159, Train Acc=0.6231 | Val Loss=3.2011, Val Acc=0.5602
Train Loss=1.3296, Train Acc=0.6321 | Val Loss=3.2068, Val Acc=0.5756
Train Loss=1.3604, Train Acc=0.6318 | Val Loss=3.3506, Val Acc=0.5250
Train Loss=1.3563, Train Acc=0.6345 | Val Loss=3.5893, Val Acc=0.5277
Train Loss=1.2457, Train Acc=0.6576 | Val Loss=3.3378, Val Acc=0.5493
Train Loss=1.2550, Train Acc=0.6553 | Val Loss=3.2777, Val Acc=0.5837
Train Loss=1.2261, Train Acc=0.6674 | Val Loss=3.2350, Val Acc=0.6212
Train Loss=1.2613, Train Acc=0.6717 | Val Loss=3.2014, Val Acc=0.5445
Train Loss=1.1972, Train Acc=0.6786 | Val Loss=3.1052, Val Acc=0.5652
Train Loss=1.1922, Train Acc=0.6775 | Val Loss=3.0900, Val Acc=0.5948
Train Loss=1.1810, Train Acc=0.6932 | Val Loss=2.9604, Val Acc=0.6062
Train Loss=1.1162, Train Acc=0.6982 | Val Loss=3.0761, Val Acc=0.5699
Train Loss=1.1028, Train Acc=0.7100 | Val Loss=3.0308, Val Acc=0.6558
Train Loss=1.0981, Train Acc=0.7069 | Val Loss=3.2260, Val Acc=0.6031
Train Loss=1.0806, Train Acc=0.7174 | Val Loss=3.0885, Val Acc=0.6197
Train Loss=1.0891, Train Acc=0.7188 | Val Loss=3.0052, Val Acc=0.6387
Train Loss=1.0454, Train Acc=0.7271 | Val Loss=3.1230, Val Acc=0.5682
Train Loss=0.9989, Train Acc=0.7447 | Val Loss=2.9801, Val Acc=0.6174
Train Loss=0.9854, Train Acc=0.7565 | Val Loss=3.0232, Val Acc=0.6418
Train Loss=1.0488, Train Acc=0.7443 | Val Loss=3.2092, Val Acc=0.5421
Train Loss=0.9505, Train Acc=0.7540 | Val Loss=2.9675, Val Acc=0.6186
Train Loss=0.9848, Train Acc=0.7639 | Val Loss=2.8597, Val Acc=0.6608
Train Loss=0.9626, Train Acc=0.7698 | Val Loss=2.9357, Val Acc=0.6943
Train Loss=0.9034, Train Acc=0.7752 | Val Loss=3.0495, Val Acc=0.5728
Train Loss=0.8534, Train Acc=0.7933 | Val Loss=2.8224, Val Acc=0.7031
Train Loss=0.8991, Train Acc=0.7917 | Val Loss=2.9829, Val Acc=0.6637
Train Loss=0.8251, Train Acc=0.8042 | Val Loss=2.8669, Val Acc=0.6765
Train Loss=0.7701, Train Acc=0.8216 | Val Loss=2.9309, Val Acc=0.6945
Train Loss=0.7732, Train Acc=0.8203 | Val Loss=2.8106, Val Acc=0.7334
Train Loss=0.7840, Train Acc=0.8289 | Val Loss=2.9100, Val Acc=0.6292
Train Loss=0.7129, Train Acc=0.8456 | Val Loss=2.7653, Val Acc=0.7268
Train Loss=0.6855, Train Acc=0.8531 | Val Loss=2.7084, Val Acc=0.7038
Train Loss=0.6536, Train Acc=0.8621 | Val Loss=2.6944, Val Acc=0.7353
Train Loss=0.6779, Train Acc=0.8671 | Val Loss=2.7568, Val Acc=0.7346
Train Loss=0.6642, Train Acc=0.8719 | Val Loss=2.5323, Val Acc=0.7648
Train Loss=0.6319, Train Acc=0.8824 | Val Loss=2.6480, Val Acc=0.7721
Train Loss=0.6007, Train Acc=0.8844 | Val Loss=2.8236, Val Acc=0.7040
Train Loss=0.5970, Train Acc=0.8976 | Val Loss=2.6964, Val Acc=0.7781
Train Loss=0.5333, Train Acc=0.9101 | Val Loss=2.5517, Val Acc=0.7700
Train Loss=0.5677, Train Acc=0.8971 | Val Loss=2.6419, Val Acc=0.7401
Train Loss=0.5604, Train Acc=0.9076 | Val Loss=2.7221, Val Acc=0.7769
Train Loss=0.5461, Train Acc=0.9097 | Val Loss=2.5191, Val Acc=0.8070
Train Loss=0.5082, Train Acc=0.9219 | Val Loss=2.5163, Val Acc=0.7465
Train Loss=0.5004, Train Acc=0.9235 | Val Loss=2.8258, Val Acc=0.6914
Train Loss=0.4492, Train Acc=0.9292 | Val Loss=2.5283, Val Acc=0.8113
