Train Loss=2.0854, Train Acc=0.3415 | Val Loss=1.9518, Val Acc=0.4754
Train Loss=0.4351, Train Acc=0.9933 | Val Loss=0.8237, Val Acc=0.8525
Train Loss=0.4339, Train Acc=0.9956 | Val Loss=0.8942, Val Acc=0.8197
Train Loss=0.4250, Train Acc=0.9956 | Val Loss=0.8739, Val Acc=0.8197
Train Loss=0.4090, Train Acc=0.9956 | Val Loss=0.8346, Val Acc=0.8361
Train Loss=0.4097, Train Acc=1.0000 | Val Loss=0.8731, Val Acc=0.8033
Train Loss=0.3939, Train Acc=1.0000 | Val Loss=0.9038, Val Acc=0.8197
Train Loss=0.3681, Train Acc=1.0000 | Val Loss=0.8483, Val Acc=0.8361
Train Loss=0.3755, Train Acc=1.0000 | Val Loss=0.8486, Val Acc=0.8525
Train Loss=0.3781, Train Acc=1.0000 | Val Loss=0.8702, Val Acc=0.8361
Train Loss=0.3853, Train Acc=1.0000 | Val Loss=0.8421, Val Acc=0.8525
Train Loss=0.3741, Train Acc=1.0000 | Val Loss=0.8839, Val Acc=0.8197
Train Loss=0.3921, Train Acc=0.9933 | Val Loss=1.1960, Val Acc=0.7705
Train Loss=0.4259, Train Acc=0.9800 | Val Loss=0.9802, Val Acc=0.7869
Train Loss=0.4492, Train Acc=0.9800 | Val Loss=0.9770, Val Acc=0.7541
Train Loss=0.4129, Train Acc=0.9978 | Val Loss=0.9499, Val Acc=0.7705
Train Loss=0.3979, Train Acc=0.9933 | Val Loss=1.2854, Val Acc=0.7541
