Train Loss=2.0222, Train Acc=0.3416 | Val Loss=2.4494, Val Acc=0.3406
Train Loss=1.8661, Train Acc=0.4007 | Val Loss=2.3140, Val Acc=0.4040
Train Loss=1.7931, Train Acc=0.4292 | Val Loss=2.2702, Val Acc=0.4045
Train Loss=1.7165, Train Acc=0.4497 | Val Loss=2.2541, Val Acc=0.4396
Train Loss=1.6715, Train Acc=0.4583 | Val Loss=2.1996, Val Acc=0.4258
Train Loss=1.6205, Train Acc=0.4821 | Val Loss=2.1466, Val Acc=0.4576
Train Loss=1.5668, Train Acc=0.4936 | Val Loss=2.1290, Val Acc=0.4655
Train Loss=1.5554, Train Acc=0.4988 | Val Loss=2.0552, Val Acc=0.4629
Train Loss=1.5047, Train Acc=0.5177 | Val Loss=2.0766, Val Acc=0.4861
Train Loss=1.5032, Train Acc=0.5156 | Val Loss=2.0320, Val Acc=0.4923
Train Loss=1.4630, Train Acc=0.5250 | Val Loss=2.0182, Val Acc=0.4951
Train Loss=1.4305, Train Acc=0.5443 | Val Loss=2.0032, Val Acc=0.5091
Train Loss=1.4534, Train Acc=0.5447 | Val Loss=1.9703, Val Acc=0.5122
Train Loss=1.4096, Train Acc=0.5524 | Val Loss=1.9445, Val Acc=0.5205
Train Loss=1.3457, Train Acc=0.5648 | Val Loss=1.9364, Val Acc=0.5182
Train Loss=1.3438, Train Acc=0.5724 | Val Loss=1.8974, Val Acc=0.5281
Train Loss=1.3254, Train Acc=0.5813 | Val Loss=1.8585, Val Acc=0.5535
Train Loss=1.2826, Train Acc=0.5945 | Val Loss=1.8652, Val Acc=0.5393
Train Loss=1.2939, Train Acc=0.5939 | Val Loss=1.8357, Val Acc=0.5471
Train Loss=1.2639, Train Acc=0.6006 | Val Loss=1.8572, Val Acc=0.5628
Train Loss=1.2498, Train Acc=0.6045 | Val Loss=1.8066, Val Acc=0.5692
Train Loss=1.2090, Train Acc=0.6135 | Val Loss=1.7757, Val Acc=0.5794
Train Loss=1.1989, Train Acc=0.6239 | Val Loss=1.7624, Val Acc=0.5906
Train Loss=1.2041, Train Acc=0.6340 | Val Loss=1.7315, Val Acc=0.5690
Train Loss=1.1487, Train Acc=0.6432 | Val Loss=1.7213, Val Acc=0.5944
Train Loss=1.1299, Train Acc=0.6512 | Val Loss=1.7013, Val Acc=0.5974
Train Loss=1.1064, Train Acc=0.6545 | Val Loss=1.6978, Val Acc=0.6003
Train Loss=1.0918, Train Acc=0.6647 | Val Loss=1.6997, Val Acc=0.6017
Train Loss=1.0538, Train Acc=0.6723 | Val Loss=1.6351, Val Acc=0.6254
Train Loss=1.0290, Train Acc=0.6923 | Val Loss=1.6104, Val Acc=0.6276
