Train Loss=2.5752, Train Acc=0.3799 | Val Loss=3.3921, Val Acc=0.3456
Train Loss=2.3888, Train Acc=0.4342 | Val Loss=3.3004, Val Acc=0.4353
Train Loss=2.2743, Train Acc=0.4679 | Val Loss=3.2826, Val Acc=0.4280
Train Loss=2.1376, Train Acc=0.4805 | Val Loss=3.2513, Val Acc=0.4038
Train Loss=2.1695, Train Acc=0.5051 | Val Loss=3.2850, Val Acc=0.4208
Train Loss=2.0571, Train Acc=0.5136 | Val Loss=3.4207, Val Acc=0.3643
Train Loss=2.0450, Train Acc=0.5352 | Val Loss=3.1151, Val Acc=0.4458
Train Loss=2.0307, Train Acc=0.5394 | Val Loss=3.3808, Val Acc=0.4258
Train Loss=1.9834, Train Acc=0.5509 | Val Loss=2.9692, Val Acc=0.4897
Train Loss=1.8531, Train Acc=0.5769 | Val Loss=3.0262, Val Acc=0.4771
Train Loss=1.8573, Train Acc=0.5886 | Val Loss=2.8833, Val Acc=0.5417
Train Loss=1.7842, Train Acc=0.6072 | Val Loss=2.8959, Val Acc=0.5369
Train Loss=1.7310, Train Acc=0.6209 | Val Loss=2.8720, Val Acc=0.5490
Train Loss=1.6782, Train Acc=0.6298 | Val Loss=2.7322, Val Acc=0.5735
Train Loss=1.6369, Train Acc=0.6482 | Val Loss=2.6244, Val Acc=0.6081
Train Loss=1.5919, Train Acc=0.6614 | Val Loss=2.7077, Val Acc=0.5891
Train Loss=1.5903, Train Acc=0.6711 | Val Loss=2.6988, Val Acc=0.5728
Train Loss=1.5046, Train Acc=0.6888 | Val Loss=2.6620, Val Acc=0.6171
Train Loss=1.4525, Train Acc=0.7009 | Val Loss=2.7314, Val Acc=0.5944
Train Loss=1.4029, Train Acc=0.7284 | Val Loss=2.5415, Val Acc=0.6720
Train Loss=1.3667, Train Acc=0.7474 | Val Loss=2.5326, Val Acc=0.6758
Train Loss=1.2821, Train Acc=0.7706 | Val Loss=3.0173, Val Acc=0.5436
