Train Loss=2.6800, Train Acc=0.3510 | Val Loss=3.5060, Val Acc=0.3295
Train Loss=2.4455, Train Acc=0.3881 | Val Loss=3.5865, Val Acc=0.3698
Train Loss=2.2786, Train Acc=0.4170 | Val Loss=3.4655, Val Acc=0.3050
Train Loss=2.2402, Train Acc=0.4262 | Val Loss=3.6384, Val Acc=0.2931
Train Loss=2.1826, Train Acc=0.4381 | Val Loss=3.1892, Val Acc=0.4061
Train Loss=2.1292, Train Acc=0.4554 | Val Loss=3.3107, Val Acc=0.3729
Train Loss=2.0261, Train Acc=0.4786 | Val Loss=3.0206, Val Acc=0.4194
Train Loss=1.9402, Train Acc=0.4789 | Val Loss=3.2538, Val Acc=0.4348
Train Loss=1.9217, Train Acc=0.5000 | Val Loss=3.2477, Val Acc=0.4344
Train Loss=1.8516, Train Acc=0.5192 | Val Loss=3.0803, Val Acc=0.4669
Train Loss=1.8737, Train Acc=0.5245 | Val Loss=3.1364, Val Acc=0.4075
Train Loss=1.7895, Train Acc=0.5293 | Val Loss=2.9283, Val Acc=0.4614
Train Loss=1.7782, Train Acc=0.5383 | Val Loss=3.0797, Val Acc=0.4610
Train Loss=1.6984, Train Acc=0.5400 | Val Loss=3.0516, Val Acc=0.4524
Train Loss=1.6694, Train Acc=0.5484 | Val Loss=2.8961, Val Acc=0.5063
Train Loss=1.6338, Train Acc=0.5552 | Val Loss=2.9106, Val Acc=0.5011
Train Loss=1.6111, Train Acc=0.5658 | Val Loss=3.0380, Val Acc=0.4688
Train Loss=1.5848, Train Acc=0.5726 | Val Loss=3.0658, Val Acc=0.4892
Train Loss=1.5795, Train Acc=0.5722 | Val Loss=2.8331, Val Acc=0.5191
Train Loss=1.4989, Train Acc=0.5855 | Val Loss=2.8038, Val Acc=0.5255
Train Loss=1.5160, Train Acc=0.5877 | Val Loss=2.8958, Val Acc=0.4873
Train Loss=1.4724, Train Acc=0.6021 | Val Loss=2.8691, Val Acc=0.5091
Train Loss=1.4444, Train Acc=0.6115 | Val Loss=2.6650, Val Acc=0.5388
Train Loss=1.4518, Train Acc=0.6103 | Val Loss=3.0027, Val Acc=0.5174
Train Loss=1.4131, Train Acc=0.6192 | Val Loss=2.6209, Val Acc=0.5849
Train Loss=1.3216, Train Acc=0.6320 | Val Loss=2.5804, Val Acc=0.5618
Train Loss=1.3521, Train Acc=0.6367 | Val Loss=2.7260, Val Acc=0.5616
Train Loss=1.3241, Train Acc=0.6412 | Val Loss=2.9210, Val Acc=0.4398
Train Loss=1.2891, Train Acc=0.6475 | Val Loss=2.6084, Val Acc=0.5868
Train Loss=1.2490, Train Acc=0.6619 | Val Loss=2.7048, Val Acc=0.5519
Train Loss=1.2304, Train Acc=0.6615 | Val Loss=2.5584, Val Acc=0.6278
Train Loss=1.2139, Train Acc=0.6801 | Val Loss=2.5928, Val Acc=0.5903
Train Loss=1.1602, Train Acc=0.6737 | Val Loss=2.4944, Val Acc=0.6231
Train Loss=1.1519, Train Acc=0.7005 | Val Loss=2.6010, Val Acc=0.6174
Train Loss=1.0749, Train Acc=0.7163 | Val Loss=2.3126, Val Acc=0.6454
Train Loss=1.0836, Train Acc=0.7147 | Val Loss=2.2858, Val Acc=0.6122
Train Loss=1.0987, Train Acc=0.7186 | Val Loss=2.3651, Val Acc=0.6435
