Train Loss=1.8553, Train Acc=0.3525 | Val Loss=1.9448, Val Acc=0.2459
Train Loss=1.5591, Train Acc=0.4568 | Val Loss=1.5982, Val Acc=0.3607
Train Loss=1.4310, Train Acc=0.4612 | Val Loss=1.3435, Val Acc=0.4754
Train Loss=1.2961, Train Acc=0.5477 | Val Loss=1.2209, Val Acc=0.5246
Train Loss=1.1814, Train Acc=0.6053 | Val Loss=1.1549, Val Acc=0.5574
Train Loss=1.1159, Train Acc=0.6341 | Val Loss=1.2376, Val Acc=0.5574
Train Loss=1.0711, Train Acc=0.6541 | Val Loss=1.0075, Val Acc=0.6557
Train Loss=1.0222, Train Acc=0.6497 | Val Loss=1.0773, Val Acc=0.6230
Train Loss=0.9110, Train Acc=0.7539 | Val Loss=1.0184, Val Acc=0.6557
Train Loss=0.8690, Train Acc=0.7672 | Val Loss=0.9426, Val Acc=0.7213
Train Loss=0.8394, Train Acc=0.7295 | Val Loss=0.8544, Val Acc=0.7377
Train Loss=0.7764, Train Acc=0.7805 | Val Loss=0.8586, Val Acc=0.7541
Train Loss=0.7481, Train Acc=0.7938 | Val Loss=0.9087, Val Acc=0.6557
Train Loss=0.7322, Train Acc=0.8004 | Val Loss=0.8793, Val Acc=0.7541
Train Loss=0.6630, Train Acc=0.8248 | Val Loss=0.8026, Val Acc=0.7705
Train Loss=0.6066, Train Acc=0.8514 | Val Loss=0.7112, Val Acc=0.7869
Train Loss=0.6602, Train Acc=0.8182 | Val Loss=0.9818, Val Acc=0.6230
Train Loss=0.7526, Train Acc=0.7251 | Val Loss=0.8738, Val Acc=0.6885
Train Loss=0.6978, Train Acc=0.7738 | Val Loss=0.7764, Val Acc=0.8033
Train Loss=0.6279, Train Acc=0.8537 | Val Loss=0.7402, Val Acc=0.7869
Train Loss=0.5801, Train Acc=0.8670 | Val Loss=0.7183, Val Acc=0.7705
Train Loss=0.4995, Train Acc=0.8980 | Val Loss=0.6502, Val Acc=0.7705
Train Loss=0.4731, Train Acc=0.8958 | Val Loss=0.7750, Val Acc=0.8197
Train Loss=0.4998, Train Acc=0.9002 | Val Loss=0.6867, Val Acc=0.7869
Train Loss=0.5050, Train Acc=0.8825 | Val Loss=0.7116, Val Acc=0.7705
Train Loss=0.4704, Train Acc=0.9024 | Val Loss=0.7756, Val Acc=0.7213
Train Loss=0.5546, Train Acc=0.8692 | Val Loss=0.8403, Val Acc=0.6557
Train Loss=0.5125, Train Acc=0.8891 | Val Loss=0.8307, Val Acc=0.7705
Train Loss=0.4677, Train Acc=0.9135 | Val Loss=0.7694, Val Acc=0.7377
Train Loss=0.4554, Train Acc=0.8758 | Val Loss=0.6980, Val Acc=0.7377
Train Loss=0.4108, Train Acc=0.9313 | Val Loss=0.6617, Val Acc=0.7377
Train Loss=0.4213, Train Acc=0.8980 | Val Loss=0.7460, Val Acc=0.7705
Train Loss=0.3921, Train Acc=0.9290 | Val Loss=0.7034, Val Acc=0.7705
Train Loss=0.4691, Train Acc=0.8914 | Val Loss=0.9166, Val Acc=0.6393
Train Loss=0.5777, Train Acc=0.8293 | Val Loss=0.6681, Val Acc=0.7705
Train Loss=0.4450, Train Acc=0.9047 | Val Loss=0.6185, Val Acc=0.8033
Train Loss=0.3932, Train Acc=0.9290 | Val Loss=0.5696, Val Acc=0.8197
Train Loss=0.3191, Train Acc=0.9512 | Val Loss=0.5498, Val Acc=0.8525
Train Loss=0.3146, Train Acc=0.9468 | Val Loss=0.6437, Val Acc=0.7869
Train Loss=0.2778, Train Acc=0.9645 | Val Loss=0.6451, Val Acc=0.8033
Train Loss=0.2474, Train Acc=0.9778 | Val Loss=0.7092, Val Acc=0.7213
Train Loss=0.3946, Train Acc=0.8847 | Val Loss=0.6449, Val Acc=0.7705
Train Loss=0.3405, Train Acc=0.9379 | Val Loss=0.6306, Val Acc=0.7869
Train Loss=0.3509, Train Acc=0.9313 | Val Loss=0.7677, Val Acc=0.7213
Train Loss=0.3185, Train Acc=0.9579 | Val Loss=0.7161, Val Acc=0.7705
Train Loss=0.3119, Train Acc=0.9268 | Val Loss=0.5836, Val Acc=0.8361
Train Loss=0.2592, Train Acc=0.9667 | Val Loss=0.6146, Val Acc=0.8361
Train Loss=0.2220, Train Acc=0.9800 | Val Loss=0.6014, Val Acc=0.8033
Train Loss=0.1913, Train Acc=0.9867 | Val Loss=0.5397, Val Acc=0.8525
Train Loss=0.1714, Train Acc=0.9933 | Val Loss=0.5549, Val Acc=0.8033
Train Loss=0.1763, Train Acc=0.9867 | Val Loss=0.5427, Val Acc=0.8197
Train Loss=0.1759, Train Acc=0.9867 | Val Loss=0.9462, Val Acc=0.6557
Train Loss=0.3783, Train Acc=0.9047 | Val Loss=0.8197, Val Acc=0.7049
Train Loss=0.3641, Train Acc=0.9091 | Val Loss=0.7605, Val Acc=0.7213
Train Loss=0.2752, Train Acc=0.9557 | Val Loss=0.6006, Val Acc=0.8033
Train Loss=0.2533, Train Acc=0.9823 | Val Loss=0.5867, Val Acc=0.8361
Train Loss=0.2049, Train Acc=0.9867 | Val Loss=0.5135, Val Acc=0.8197
Train Loss=0.1868, Train Acc=0.9889 | Val Loss=0.5504, Val Acc=0.8525
Train Loss=0.1598, Train Acc=0.9978 | Val Loss=0.6059, Val Acc=0.8197
Train Loss=0.1630, Train Acc=0.9933 | Val Loss=0.6513, Val Acc=0.8197
Train Loss=0.1600, Train Acc=0.9933 | Val Loss=0.5925, Val Acc=0.8361
Train Loss=0.3153, Train Acc=0.9157 | Val Loss=0.6898, Val Acc=0.7541
Train Loss=0.2559, Train Acc=0.9579 | Val Loss=0.6599, Val Acc=0.7705
Train Loss=0.2493, Train Acc=0.9712 | Val Loss=0.6291, Val Acc=0.8525
Train Loss=0.1989, Train Acc=0.9889 | Val Loss=0.5985, Val Acc=0.8197
Train Loss=0.1725, Train Acc=0.9956 | Val Loss=0.5752, Val Acc=0.8033
Train Loss=0.2658, Train Acc=0.9468 | Val Loss=0.8008, Val Acc=0.7541
Train Loss=0.2247, Train Acc=0.9734 | Val Loss=0.6488, Val Acc=0.7541
Train Loss=0.1657, Train Acc=0.9911 | Val Loss=0.6156, Val Acc=0.8033
Train Loss=0.1510, Train Acc=0.9978 | Val Loss=0.6379, Val Acc=0.8033
