Train Loss=2.0027, Train Acc=0.2461 | Val Loss=1.9745, Val Acc=0.2459
Train Loss=1.9039, Train Acc=0.2506 | Val Loss=1.9086, Val Acc=0.2459
Train Loss=1.8413, Train Acc=0.3282 | Val Loss=1.8327, Val Acc=0.3607
Train Loss=1.7781, Train Acc=0.3570 | Val Loss=1.7493, Val Acc=0.3607
Train Loss=1.7025, Train Acc=0.4302 | Val Loss=1.6662, Val Acc=0.4590
Train Loss=1.6392, Train Acc=0.5033 | Val Loss=1.5858, Val Acc=0.5246
Train Loss=1.5657, Train Acc=0.4856 | Val Loss=1.5159, Val Acc=0.5410
Train Loss=1.4998, Train Acc=0.4989 | Val Loss=1.4507, Val Acc=0.6066
Train Loss=1.4487, Train Acc=0.5565 | Val Loss=1.4071, Val Acc=0.6557
Train Loss=1.3695, Train Acc=0.6098 | Val Loss=1.3404, Val Acc=0.6393
Train Loss=1.3173, Train Acc=0.6120 | Val Loss=1.3019, Val Acc=0.5574
Train Loss=1.2599, Train Acc=0.6585 | Val Loss=1.2769, Val Acc=0.6230
Train Loss=1.2107, Train Acc=0.7007 | Val Loss=1.2240, Val Acc=0.6557
Train Loss=1.1487, Train Acc=0.7140 | Val Loss=1.2021, Val Acc=0.6393
Train Loss=1.1125, Train Acc=0.6741 | Val Loss=1.1564, Val Acc=0.6230
Train Loss=1.0724, Train Acc=0.7251 | Val Loss=1.1212, Val Acc=0.6393
Train Loss=1.0416, Train Acc=0.7605 | Val Loss=1.0897, Val Acc=0.6557
Train Loss=0.9986, Train Acc=0.7783 | Val Loss=1.1035, Val Acc=0.6393
Train Loss=0.9968, Train Acc=0.7694 | Val Loss=1.0685, Val Acc=0.6557
Train Loss=0.9722, Train Acc=0.7871 | Val Loss=1.0552, Val Acc=0.7049
Train Loss=0.9299, Train Acc=0.7938 | Val Loss=1.0828, Val Acc=0.6393
Train Loss=0.9450, Train Acc=0.7517 | Val Loss=1.0499, Val Acc=0.6557
Train Loss=0.8895, Train Acc=0.7849 | Val Loss=1.0167, Val Acc=0.6557
Train Loss=0.8552, Train Acc=0.8137 | Val Loss=1.0274, Val Acc=0.6721
Train Loss=0.8289, Train Acc=0.8426 | Val Loss=0.9919, Val Acc=0.6721
Train Loss=0.8066, Train Acc=0.8404 | Val Loss=0.9727, Val Acc=0.6721
Train Loss=0.8049, Train Acc=0.8780 | Val Loss=0.9720, Val Acc=0.7377
Train Loss=0.7786, Train Acc=0.8581 | Val Loss=0.9377, Val Acc=0.7213
Train Loss=0.7455, Train Acc=0.8803 | Val Loss=0.9395, Val Acc=0.7541
Train Loss=0.7663, Train Acc=0.8647 | Val Loss=0.9384, Val Acc=0.7705
Train Loss=0.7268, Train Acc=0.8692 | Val Loss=0.9358, Val Acc=0.7377
Train Loss=0.7023, Train Acc=0.8736 | Val Loss=0.9049, Val Acc=0.7213
Train Loss=0.6736, Train Acc=0.9069 | Val Loss=0.9278, Val Acc=0.6885
Train Loss=0.6477, Train Acc=0.9113 | Val Loss=0.8858, Val Acc=0.7377
Train Loss=0.6515, Train Acc=0.8825 | Val Loss=0.8995, Val Acc=0.7213
Train Loss=0.6416, Train Acc=0.9091 | Val Loss=0.8855, Val Acc=0.7705
