Train Loss=2.0848, Train Acc=0.1885 | Val Loss=2.0645, Val Acc=0.2459
Train Loss=1.9769, Train Acc=0.2727 | Val Loss=1.9842, Val Acc=0.2951
Train Loss=1.8775, Train Acc=0.3503 | Val Loss=1.8702, Val Acc=0.3770
Train Loss=1.7975, Train Acc=0.4146 | Val Loss=1.7515, Val Acc=0.4426
Train Loss=1.7019, Train Acc=0.4701 | Val Loss=1.6625, Val Acc=0.4590
Train Loss=1.6316, Train Acc=0.5055 | Val Loss=1.5792, Val Acc=0.6066
Train Loss=1.5761, Train Acc=0.5632 | Val Loss=1.5185, Val Acc=0.6721
Train Loss=1.5079, Train Acc=0.6319 | Val Loss=1.4728, Val Acc=0.5574
Train Loss=1.4448, Train Acc=0.6075 | Val Loss=1.4179, Val Acc=0.6066
Train Loss=1.3911, Train Acc=0.6452 | Val Loss=1.3682, Val Acc=0.6721
Train Loss=1.3341, Train Acc=0.6785 | Val Loss=1.3289, Val Acc=0.6557
Train Loss=1.2866, Train Acc=0.7118 | Val Loss=1.3129, Val Acc=0.6721
Train Loss=1.2322, Train Acc=0.7206 | Val Loss=1.2641, Val Acc=0.6557
Train Loss=1.1820, Train Acc=0.7539 | Val Loss=1.2296, Val Acc=0.7049
Train Loss=1.1577, Train Acc=0.7428 | Val Loss=1.2093, Val Acc=0.7049
Train Loss=1.1057, Train Acc=0.7871 | Val Loss=1.1897, Val Acc=0.6721
Train Loss=1.0817, Train Acc=0.7561 | Val Loss=1.1518, Val Acc=0.7049
Train Loss=1.0394, Train Acc=0.7982 | Val Loss=1.1664, Val Acc=0.7049
Train Loss=1.0405, Train Acc=0.7849 | Val Loss=1.1259, Val Acc=0.7049
Train Loss=0.9761, Train Acc=0.7871 | Val Loss=1.1077, Val Acc=0.7377
Train Loss=0.9674, Train Acc=0.8226 | Val Loss=1.0900, Val Acc=0.7377
Train Loss=0.9210, Train Acc=0.8271 | Val Loss=1.0711, Val Acc=0.7377
Train Loss=0.8821, Train Acc=0.8226 | Val Loss=1.0616, Val Acc=0.7705
Train Loss=0.8902, Train Acc=0.8625 | Val Loss=1.0388, Val Acc=0.7705
Train Loss=0.8521, Train Acc=0.8492 | Val Loss=1.0290, Val Acc=0.7705
Train Loss=0.8186, Train Acc=0.8603 | Val Loss=1.0277, Val Acc=0.7869
Train Loss=0.7918, Train Acc=0.8736 | Val Loss=1.0029, Val Acc=0.7705
Train Loss=0.7773, Train Acc=0.8714 | Val Loss=0.9808, Val Acc=0.8033
Train Loss=0.7560, Train Acc=0.8825 | Val Loss=0.9788, Val Acc=0.7869
Train Loss=0.7990, Train Acc=0.8514 | Val Loss=0.9861, Val Acc=0.7869
Train Loss=0.7362, Train Acc=0.9024 | Val Loss=0.9694, Val Acc=0.7869
Train Loss=0.7511, Train Acc=0.8803 | Val Loss=0.9807, Val Acc=0.7869
Train Loss=0.6910, Train Acc=0.9268 | Val Loss=0.9641, Val Acc=0.7869
Train Loss=0.6795, Train Acc=0.9002 | Val Loss=0.9370, Val Acc=0.7541
Train Loss=0.6621, Train Acc=0.9157 | Val Loss=0.9272, Val Acc=0.8033
Train Loss=0.6483, Train Acc=0.9180 | Val Loss=0.9168, Val Acc=0.8197
Train Loss=0.6484, Train Acc=0.8980 | Val Loss=0.9121, Val Acc=0.7869
