Train Loss=1.8336, Train Acc=0.3418 | Val Loss=1.9514, Val Acc=0.3451
Train Loss=1.6703, Train Acc=0.4231 | Val Loss=1.8755, Val Acc=0.4016
Train Loss=1.5647, Train Acc=0.4512 | Val Loss=1.8461, Val Acc=0.4197
Train Loss=1.4985, Train Acc=0.4780 | Val Loss=1.7760, Val Acc=0.4512
Train Loss=1.4565, Train Acc=0.4970 | Val Loss=1.7189, Val Acc=0.4716
Train Loss=1.4171, Train Acc=0.5146 | Val Loss=1.6841, Val Acc=0.4930
Train Loss=1.3825, Train Acc=0.5329 | Val Loss=1.6826, Val Acc=0.4788
Train Loss=1.3634, Train Acc=0.5422 | Val Loss=1.6262, Val Acc=0.5103
Train Loss=1.3079, Train Acc=0.5613 | Val Loss=1.6152, Val Acc=0.5103
Train Loss=1.2873, Train Acc=0.5626 | Val Loss=1.5842, Val Acc=0.5165
Train Loss=1.2564, Train Acc=0.5786 | Val Loss=1.5464, Val Acc=0.5428
Train Loss=1.2393, Train Acc=0.5864 | Val Loss=1.5418, Val Acc=0.5383
Train Loss=1.1965, Train Acc=0.6036 | Val Loss=1.5339, Val Acc=0.5542
Train Loss=1.1836, Train Acc=0.6060 | Val Loss=1.5028, Val Acc=0.5763
Train Loss=1.1488, Train Acc=0.6127 | Val Loss=1.4650, Val Acc=0.5789
Train Loss=1.1193, Train Acc=0.6406 | Val Loss=1.4846, Val Acc=0.5633
Train Loss=1.1066, Train Acc=0.6434 | Val Loss=1.4398, Val Acc=0.5887
Train Loss=1.0593, Train Acc=0.6610 | Val Loss=1.4569, Val Acc=0.5863
Train Loss=1.0433, Train Acc=0.6606 | Val Loss=1.4091, Val Acc=0.6019
Train Loss=1.0122, Train Acc=0.6739 | Val Loss=1.3775, Val Acc=0.6171
Train Loss=0.9784, Train Acc=0.6965 | Val Loss=1.3243, Val Acc=0.6278
Train Loss=0.9733, Train Acc=0.6987 | Val Loss=1.3509, Val Acc=0.6240
Train Loss=0.9242, Train Acc=0.7192 | Val Loss=1.3072, Val Acc=0.6475
Train Loss=0.8943, Train Acc=0.7278 | Val Loss=1.2755, Val Acc=0.6568
Train Loss=0.8763, Train Acc=0.7382 | Val Loss=1.2875, Val Acc=0.6551
Train Loss=0.8406, Train Acc=0.7405 | Val Loss=1.2971, Val Acc=0.6497
Train Loss=0.8279, Train Acc=0.7495 | Val Loss=1.2358, Val Acc=0.6694
Train Loss=0.7993, Train Acc=0.7646 | Val Loss=1.2277, Val Acc=0.6774
Train Loss=0.7615, Train Acc=0.7745 | Val Loss=1.2145, Val Acc=0.6876
Train Loss=0.7651, Train Acc=0.7858 | Val Loss=1.1774, Val Acc=0.7047
Train Loss=0.7079, Train Acc=0.7929 | Val Loss=1.1292, Val Acc=0.7228
Train Loss=0.6792, Train Acc=0.8096 | Val Loss=1.1718, Val Acc=0.7002
Train Loss=0.6673, Train Acc=0.8081 | Val Loss=1.1276, Val Acc=0.7180
Train Loss=0.6391, Train Acc=0.8201 | Val Loss=1.1153, Val Acc=0.7256
Train Loss=0.6248, Train Acc=0.8350 | Val Loss=1.1123, Val Acc=0.7275
Train Loss=0.5913, Train Acc=0.8479 | Val Loss=1.1560, Val Acc=0.7164
Train Loss=0.5596, Train Acc=0.8515 | Val Loss=1.0476, Val Acc=0.7574
Train Loss=0.5335, Train Acc=0.8660 | Val Loss=1.0667, Val Acc=0.7465
Train Loss=0.5045, Train Acc=0.8754 | Val Loss=1.0286, Val Acc=0.7752
Train Loss=0.4990, Train Acc=0.8776 | Val Loss=1.0347, Val Acc=0.7629
Train Loss=0.4885, Train Acc=0.8840 | Val Loss=0.9676, Val Acc=0.7899
Train Loss=0.4702, Train Acc=0.8886 | Val Loss=0.9831, Val Acc=0.7959
Train Loss=0.4210, Train Acc=0.9133 | Val Loss=0.9766, Val Acc=0.8051
Train Loss=0.4000, Train Acc=0.9151 | Val Loss=0.9901, Val Acc=0.7949
Train Loss=0.3953, Train Acc=0.9211 | Val Loss=1.0076, Val Acc=0.8023
Train Loss=0.3967, Train Acc=0.9191 | Val Loss=0.9905, Val Acc=0.8113
Train Loss=0.3630, Train Acc=0.9334 | Val Loss=0.9623, Val Acc=0.8020
Train Loss=0.3751, Train Acc=0.9295 | Val Loss=0.9997, Val Acc=0.7826
Train Loss=0.3592, Train Acc=0.9284 | Val Loss=0.9031, Val Acc=0.8203
Train Loss=0.3216, Train Acc=0.9418 | Val Loss=0.9176, Val Acc=0.8168
Train Loss=0.3037, Train Acc=0.9518 | Val Loss=0.9117, Val Acc=0.8113
Train Loss=0.3175, Train Acc=0.9469 | Val Loss=0.9669, Val Acc=0.8170
Train Loss=0.2770, Train Acc=0.9633 | Val Loss=0.8610, Val Acc=0.8436
Train Loss=0.2583, Train Acc=0.9656 | Val Loss=0.8921, Val Acc=0.8369
Train Loss=0.2571, Train Acc=0.9680 | Val Loss=0.8855, Val Acc=0.8410
Train Loss=0.2491, Train Acc=0.9686 | Val Loss=0.8637, Val Acc=0.8469
Train Loss=0.2348, Train Acc=0.9722 | Val Loss=0.9644, Val Acc=0.8424
Train Loss=0.2238, Train Acc=0.9750 | Val Loss=0.8812, Val Acc=0.8464
Train Loss=0.2181, Train Acc=0.9773 | Val Loss=0.8959, Val Acc=0.8486
Train Loss=0.2003, Train Acc=0.9793 | Val Loss=0.8663, Val Acc=0.8417
Train Loss=0.2069, Train Acc=0.9758 | Val Loss=0.8885, Val Acc=0.8474
Train Loss=0.2148, Train Acc=0.9777 | Val Loss=0.9096, Val Acc=0.8483
Train Loss=0.1944, Train Acc=0.9827 | Val Loss=0.9558, Val Acc=0.8488
Train Loss=0.1933, Train Acc=0.9843 | Val Loss=0.9268, Val Acc=0.8507
Train Loss=0.1932, Train Acc=0.9801 | Val Loss=0.8714, Val Acc=0.8531
Train Loss=0.1777, Train Acc=0.9836 | Val Loss=0.8561, Val Acc=0.8543
Train Loss=0.1683, Train Acc=0.9907 | Val Loss=0.8561, Val Acc=0.8559
Train Loss=0.1625, Train Acc=0.9864 | Val Loss=0.9357, Val Acc=0.8460
Train Loss=0.1757, Train Acc=0.9851 | Val Loss=0.8959, Val Acc=0.8471
Train Loss=0.1606, Train Acc=0.9918 | Val Loss=0.8457, Val Acc=0.8573
Train Loss=0.1538, Train Acc=0.9899 | Val Loss=0.8543, Val Acc=0.8483
Train Loss=0.1866, Train Acc=0.9793 | Val Loss=0.8998, Val Acc=0.8505
Train Loss=0.1498, Train Acc=0.9898 | Val Loss=0.9347, Val Acc=0.8554
Train Loss=0.1481, Train Acc=0.9922 | Val Loss=0.8700, Val Acc=0.8573
Train Loss=0.1385, Train Acc=0.9934 | Val Loss=1.0004, Val Acc=0.8490
Train Loss=0.1301, Train Acc=0.9931 | Val Loss=0.8463, Val Acc=0.8573
Train Loss=0.1213, Train Acc=0.9957 | Val Loss=0.9356, Val Acc=0.8564
Train Loss=0.1331, Train Acc=0.9911 | Val Loss=0.9879, Val Acc=0.8481
Train Loss=0.1395, Train Acc=0.9921 | Val Loss=0.8994, Val Acc=0.8588
Train Loss=0.1208, Train Acc=0.9953 | Val Loss=1.0241, Val Acc=0.8452
Train Loss=0.1384, Train Acc=0.9940 | Val Loss=1.0138, Val Acc=0.8516
Train Loss=0.1299, Train Acc=0.9921 | Val Loss=0.8817, Val Acc=0.8562
Train Loss=0.1110, Train Acc=0.9966 | Val Loss=0.9358, Val Acc=0.8566
Train Loss=0.1127, Train Acc=0.9966 | Val Loss=0.9656, Val Acc=0.8557
Train Loss=0.1252, Train Acc=0.9921 | Val Loss=1.1398, Val Acc=0.8350
