Train Loss=1.8888, Train Acc=0.3088 | Val Loss=2.0186, Val Acc=0.1944
Train Loss=1.6384, Train Acc=0.4578 | Val Loss=1.5666, Val Acc=0.4583
Train Loss=1.4177, Train Acc=0.5765 | Val Loss=1.3396, Val Acc=0.5556
Train Loss=1.2166, Train Acc=0.6500 | Val Loss=1.1165, Val Acc=0.6458
Train Loss=1.1083, Train Acc=0.6706 | Val Loss=1.1919, Val Acc=0.6111
Train Loss=0.9658, Train Acc=0.7245 | Val Loss=0.8994, Val Acc=0.7847
Train Loss=0.8880, Train Acc=0.7500 | Val Loss=0.9490, Val Acc=0.6875
Train Loss=0.7907, Train Acc=0.7951 | Val Loss=0.8803, Val Acc=0.7222
Train Loss=0.7245, Train Acc=0.8284 | Val Loss=0.7479, Val Acc=0.8194
Train Loss=0.6372, Train Acc=0.8618 | Val Loss=0.7304, Val Acc=0.8472
Train Loss=0.5829, Train Acc=0.8824 | Val Loss=0.7413, Val Acc=0.8194
Train Loss=0.5372, Train Acc=0.8990 | Val Loss=0.8086, Val Acc=0.7569
Train Loss=0.4852, Train Acc=0.9078 | Val Loss=0.7341, Val Acc=0.7986
Train Loss=0.4420, Train Acc=0.9304 | Val Loss=0.7412, Val Acc=0.8472
Train Loss=0.4564, Train Acc=0.9235 | Val Loss=0.6472, Val Acc=0.8472
Train Loss=0.3902, Train Acc=0.9471 | Val Loss=0.7043, Val Acc=0.8264
Train Loss=0.3500, Train Acc=0.9647 | Val Loss=0.6057, Val Acc=0.8472
Train Loss=0.3441, Train Acc=0.9608 | Val Loss=0.7723, Val Acc=0.7639
Train Loss=0.3145, Train Acc=0.9755 | Val Loss=0.5778, Val Acc=0.8750
Train Loss=0.2832, Train Acc=0.9794 | Val Loss=0.7041, Val Acc=0.8194
Train Loss=0.2666, Train Acc=0.9853 | Val Loss=0.6942, Val Acc=0.8264
Train Loss=0.2381, Train Acc=0.9931 | Val Loss=0.6439, Val Acc=0.8333
Train Loss=0.2104, Train Acc=0.9961 | Val Loss=0.5855, Val Acc=0.8681
Train Loss=0.2065, Train Acc=0.9951 | Val Loss=0.5414, Val Acc=0.8819
Train Loss=0.2152, Train Acc=0.9912 | Val Loss=0.6398, Val Acc=0.8542
Train Loss=0.1939, Train Acc=0.9980 | Val Loss=0.5755, Val Acc=0.8403
Train Loss=0.1851, Train Acc=1.0000 | Val Loss=0.5909, Val Acc=0.8472
Train Loss=0.1725, Train Acc=1.0000 | Val Loss=0.6476, Val Acc=0.8542
Train Loss=0.1677, Train Acc=1.0000 | Val Loss=0.5491, Val Acc=0.8681
Train Loss=0.1661, Train Acc=1.0000 | Val Loss=0.5162, Val Acc=0.8750
Train Loss=0.1493, Train Acc=1.0000 | Val Loss=0.5153, Val Acc=0.8750
Train Loss=0.1509, Train Acc=1.0000 | Val Loss=0.4976, Val Acc=0.8889
Train Loss=0.1420, Train Acc=1.0000 | Val Loss=0.5449, Val Acc=0.8681
Train Loss=0.1376, Train Acc=1.0000 | Val Loss=0.5064, Val Acc=0.8889
Train Loss=0.1319, Train Acc=1.0000 | Val Loss=0.5150, Val Acc=0.8819
Train Loss=0.1312, Train Acc=1.0000 | Val Loss=0.5135, Val Acc=0.8819
Train Loss=0.1270, Train Acc=1.0000 | Val Loss=0.5231, Val Acc=0.8611
Train Loss=0.1203, Train Acc=1.0000 | Val Loss=0.5719, Val Acc=0.8542
Train Loss=0.1153, Train Acc=1.0000 | Val Loss=0.5108, Val Acc=0.8681
Train Loss=0.1134, Train Acc=1.0000 | Val Loss=0.5416, Val Acc=0.8750
Train Loss=0.1157, Train Acc=1.0000 | Val Loss=0.5636, Val Acc=0.8611
Train Loss=0.1128, Train Acc=1.0000 | Val Loss=0.5840, Val Acc=0.8681
Train Loss=0.1093, Train Acc=1.0000 | Val Loss=0.6095, Val Acc=0.8611
Train Loss=0.1019, Train Acc=1.0000 | Val Loss=0.5351, Val Acc=0.8472
Train Loss=0.1020, Train Acc=1.0000 | Val Loss=0.5807, Val Acc=0.8750
Train Loss=0.1001, Train Acc=1.0000 | Val Loss=0.5446, Val Acc=0.8750
Train Loss=0.0957, Train Acc=1.0000 | Val Loss=0.5651, Val Acc=0.8819
Train Loss=0.0944, Train Acc=1.0000 | Val Loss=0.5162, Val Acc=0.8611
Train Loss=0.1671, Train Acc=0.9775 | Val Loss=0.8394, Val Acc=0.7639
Train Loss=0.4432, Train Acc=0.8853 | Val Loss=0.9658, Val Acc=0.7014
Train Loss=0.4299, Train Acc=0.9176 | Val Loss=0.6343, Val Acc=0.8403
Train Loss=0.3925, Train Acc=0.9196 | Val Loss=0.7787, Val Acc=0.8056
Train Loss=0.2764, Train Acc=0.9686 | Val Loss=0.6156, Val Acc=0.8472
Train Loss=0.2223, Train Acc=0.9882 | Val Loss=0.7346, Val Acc=0.7708
