Train Loss=2.0208, Train Acc=0.3793 | Val Loss=2.1903, Val Acc=0.4191
Train Loss=1.8336, Train Acc=0.4348 | Val Loss=2.0977, Val Acc=0.4528
Train Loss=1.7482, Train Acc=0.4691 | Val Loss=2.0496, Val Acc=0.4652
Train Loss=1.6732, Train Acc=0.4977 | Val Loss=1.9829, Val Acc=0.4899
Train Loss=1.6307, Train Acc=0.5175 | Val Loss=1.9367, Val Acc=0.5157
Train Loss=1.5799, Train Acc=0.5339 | Val Loss=1.9003, Val Acc=0.5180
Train Loss=1.5475, Train Acc=0.5532 | Val Loss=1.8822, Val Acc=0.5438
Train Loss=1.5190, Train Acc=0.5619 | Val Loss=1.8793, Val Acc=0.5202
Train Loss=1.4925, Train Acc=0.5779 | Val Loss=1.8468, Val Acc=0.5528
Train Loss=1.4678, Train Acc=0.5858 | Val Loss=1.8390, Val Acc=0.5371
Train Loss=1.4255, Train Acc=0.6037 | Val Loss=1.8176, Val Acc=0.5551
Train Loss=1.3776, Train Acc=0.6189 | Val Loss=1.8998, Val Acc=0.5180
Train Loss=1.3573, Train Acc=0.6312 | Val Loss=1.7988, Val Acc=0.5629
Train Loss=1.3108, Train Acc=0.6381 | Val Loss=1.7890, Val Acc=0.5764
Train Loss=1.3022, Train Acc=0.6581 | Val Loss=1.7773, Val Acc=0.5708
Train Loss=1.2743, Train Acc=0.6745 | Val Loss=1.7690, Val Acc=0.5978
Train Loss=1.2532, Train Acc=0.6742 | Val Loss=1.7549, Val Acc=0.5899
Train Loss=1.2028, Train Acc=0.6965 | Val Loss=1.7457, Val Acc=0.5888
Train Loss=1.1767, Train Acc=0.7112 | Val Loss=1.7501, Val Acc=0.5809
Train Loss=1.1416, Train Acc=0.7199 | Val Loss=1.7796, Val Acc=0.5854
Train Loss=1.1125, Train Acc=0.7413 | Val Loss=1.8159, Val Acc=0.5708
Train Loss=1.0729, Train Acc=0.7536 | Val Loss=1.7431, Val Acc=0.6045
Train Loss=1.0249, Train Acc=0.7810 | Val Loss=1.8266, Val Acc=0.5427
Train Loss=1.0064, Train Acc=0.7887 | Val Loss=1.7954, Val Acc=0.5708
Train Loss=0.9630, Train Acc=0.7958 | Val Loss=1.7881, Val Acc=0.5910
Train Loss=0.9469, Train Acc=0.8110 | Val Loss=1.8015, Val Acc=0.5899
Train Loss=0.9034, Train Acc=0.8325 | Val Loss=1.8282, Val Acc=0.5787
Train Loss=0.8836, Train Acc=0.8388 | Val Loss=1.8174, Val Acc=0.5730
Train Loss=0.8487, Train Acc=0.8539 | Val Loss=1.8532, Val Acc=0.5663
Train Loss=0.7929, Train Acc=0.8732 | Val Loss=1.8770, Val Acc=0.5708
Train Loss=0.8117, Train Acc=0.8667 | Val Loss=1.8871, Val Acc=0.5640
Train Loss=0.7534, Train Acc=0.8866 | Val Loss=1.9470, Val Acc=0.5584
Train Loss=0.7203, Train Acc=0.9040 | Val Loss=1.9310, Val Acc=0.5798
Train Loss=0.7200, Train Acc=0.9007 | Val Loss=1.9121, Val Acc=0.5775
Train Loss=0.6727, Train Acc=0.9163 | Val Loss=2.0170, Val Acc=0.5539
Train Loss=0.6507, Train Acc=0.9246 | Val Loss=1.9441, Val Acc=0.5787
Train Loss=0.6258, Train Acc=0.9385 | Val Loss=1.9847, Val Acc=0.5775
Train Loss=0.6053, Train Acc=0.9383 | Val Loss=1.9974, Val Acc=0.5921
Train Loss=0.5949, Train Acc=0.9491 | Val Loss=2.1027, Val Acc=0.5539
Train Loss=0.6021, Train Acc=0.9454 | Val Loss=2.3621, Val Acc=0.4888
Train Loss=0.5667, Train Acc=0.9560 | Val Loss=2.0479, Val Acc=0.5663
Train Loss=0.5461, Train Acc=0.9605 | Val Loss=2.1846, Val Acc=0.5416
Train Loss=0.5281, Train Acc=0.9669 | Val Loss=2.2179, Val Acc=0.5258
Train Loss=0.5137, Train Acc=0.9766 | Val Loss=2.1683, Val Acc=0.5640
Train Loss=0.4751, Train Acc=0.9753 | Val Loss=2.1863, Val Acc=0.5629
Train Loss=0.4915, Train Acc=0.9794 | Val Loss=2.1673, Val Acc=0.5618
Train Loss=0.4920, Train Acc=0.9756 | Val Loss=2.4249, Val Acc=0.5281
Train Loss=0.4617, Train Acc=0.9836 | Val Loss=2.1988, Val Acc=0.5697
Train Loss=0.4781, Train Acc=0.9817 | Val Loss=2.2154, Val Acc=0.5506
Train Loss=0.4663, Train Acc=0.9812 | Val Loss=2.3247, Val Acc=0.5348
Train Loss=0.4376, Train Acc=0.9892 | Val Loss=2.2305, Val Acc=0.5742
Train Loss=0.4469, Train Acc=0.9828 | Val Loss=2.3268, Val Acc=0.5506
Train Loss=0.4602, Train Acc=0.9850 | Val Loss=2.3326, Val Acc=0.5697
Train Loss=0.4320, Train Acc=0.9926 | Val Loss=2.3278, Val Acc=0.5685
Train Loss=0.4081, Train Acc=0.9943 | Val Loss=2.3707, Val Acc=0.5539
Train Loss=0.4959, Train Acc=0.9636 | Val Loss=2.3993, Val Acc=0.5382
Train Loss=0.4478, Train Acc=0.9900 | Val Loss=2.2737, Val Acc=0.5843
Train Loss=0.3987, Train Acc=0.9967 | Val Loss=2.3595, Val Acc=0.5685
Train Loss=0.4165, Train Acc=0.9894 | Val Loss=2.3627, Val Acc=0.5629
Train Loss=0.3858, Train Acc=0.9967 | Val Loss=2.4025, Val Acc=0.5494
Train Loss=0.3743, Train Acc=0.9968 | Val Loss=2.3581, Val Acc=0.5730
