Train Loss=1.8884, Train Acc=0.2569 | Val Loss=1.8661, Val Acc=0.3472
Train Loss=1.7989, Train Acc=0.3716 | Val Loss=1.7678, Val Acc=0.3472
Train Loss=1.7127, Train Acc=0.4167 | Val Loss=1.6669, Val Acc=0.3819
Train Loss=1.6132, Train Acc=0.4676 | Val Loss=1.5552, Val Acc=0.4722
Train Loss=1.5004, Train Acc=0.5118 | Val Loss=1.4582, Val Acc=0.5278
Train Loss=1.3967, Train Acc=0.5696 | Val Loss=1.3492, Val Acc=0.5764
Train Loss=1.2919, Train Acc=0.6039 | Val Loss=1.2664, Val Acc=0.5833
Train Loss=1.1922, Train Acc=0.6618 | Val Loss=1.1709, Val Acc=0.6319
Train Loss=1.1081, Train Acc=0.6843 | Val Loss=1.1104, Val Acc=0.6458
Train Loss=1.0406, Train Acc=0.7167 | Val Loss=1.0466, Val Acc=0.6944
Train Loss=0.9661, Train Acc=0.7402 | Val Loss=1.0205, Val Acc=0.6944
Train Loss=0.9080, Train Acc=0.7539 | Val Loss=0.9952, Val Acc=0.7083
Train Loss=0.8858, Train Acc=0.7657 | Val Loss=0.9395, Val Acc=0.7431
Train Loss=0.8139, Train Acc=0.7961 | Val Loss=0.8830, Val Acc=0.7500
Train Loss=0.7738, Train Acc=0.7951 | Val Loss=0.8921, Val Acc=0.7222
Train Loss=0.7258, Train Acc=0.8225 | Val Loss=0.8277, Val Acc=0.7917
Train Loss=0.7065, Train Acc=0.8235 | Val Loss=0.8276, Val Acc=0.7708
Train Loss=0.6443, Train Acc=0.8549 | Val Loss=0.7905, Val Acc=0.7847
Train Loss=0.5986, Train Acc=0.8784 | Val Loss=0.7867, Val Acc=0.7778
Train Loss=0.5731, Train Acc=0.8922 | Val Loss=0.7725, Val Acc=0.7778
Train Loss=0.5416, Train Acc=0.9000 | Val Loss=0.7523, Val Acc=0.7847
Train Loss=0.5128, Train Acc=0.8971 | Val Loss=0.7606, Val Acc=0.7917
Train Loss=0.4825, Train Acc=0.9206 | Val Loss=0.7819, Val Acc=0.7847
Train Loss=0.4884, Train Acc=0.9029 | Val Loss=0.7154, Val Acc=0.7986
Train Loss=0.4514, Train Acc=0.9225 | Val Loss=0.7204, Val Acc=0.7847
Train Loss=0.4124, Train Acc=0.9402 | Val Loss=0.6810, Val Acc=0.8125
Train Loss=0.3830, Train Acc=0.9588 | Val Loss=0.6781, Val Acc=0.7778
Train Loss=0.3617, Train Acc=0.9608 | Val Loss=0.6758, Val Acc=0.8125
Train Loss=0.3437, Train Acc=0.9667 | Val Loss=0.6821, Val Acc=0.7986
Train Loss=0.3343, Train Acc=0.9637 | Val Loss=0.6743, Val Acc=0.8194
Train Loss=0.3121, Train Acc=0.9725 | Val Loss=0.6539, Val Acc=0.8125
Train Loss=0.2985, Train Acc=0.9667 | Val Loss=0.6583, Val Acc=0.8056
Train Loss=0.2812, Train Acc=0.9765 | Val Loss=0.6615, Val Acc=0.8125
Train Loss=0.2757, Train Acc=0.9775 | Val Loss=0.6586, Val Acc=0.8056
Train Loss=0.2629, Train Acc=0.9794 | Val Loss=0.6610, Val Acc=0.8194
Train Loss=0.2516, Train Acc=0.9833 | Val Loss=0.6247, Val Acc=0.8264
Train Loss=0.2419, Train Acc=0.9873 | Val Loss=0.6484, Val Acc=0.8125
Train Loss=0.2261, Train Acc=0.9863 | Val Loss=0.6238, Val Acc=0.8125
Train Loss=0.2173, Train Acc=0.9892 | Val Loss=0.6257, Val Acc=0.8333
Train Loss=0.2080, Train Acc=0.9892 | Val Loss=0.6782, Val Acc=0.8194
Train Loss=0.2163, Train Acc=0.9912 | Val Loss=0.6334, Val Acc=0.8125
Train Loss=0.1925, Train Acc=0.9941 | Val Loss=0.6347, Val Acc=0.8194
Train Loss=0.1878, Train Acc=0.9931 | Val Loss=0.6237, Val Acc=0.8194
Train Loss=0.1863, Train Acc=0.9941 | Val Loss=0.6354, Val Acc=0.8056
Train Loss=0.1784, Train Acc=0.9951 | Val Loss=0.6745, Val Acc=0.8333
Train Loss=0.1711, Train Acc=0.9951 | Val Loss=0.6226, Val Acc=0.8056
Train Loss=0.1668, Train Acc=0.9951 | Val Loss=0.6402, Val Acc=0.8056
Train Loss=0.1585, Train Acc=0.9961 | Val Loss=0.6292, Val Acc=0.8125
Train Loss=0.1563, Train Acc=0.9941 | Val Loss=0.6449, Val Acc=0.7986
Train Loss=0.1551, Train Acc=0.9971 | Val Loss=0.6465, Val Acc=0.8056
Train Loss=0.1480, Train Acc=0.9971 | Val Loss=0.6614, Val Acc=0.8056
Train Loss=0.1527, Train Acc=0.9961 | Val Loss=0.6132, Val Acc=0.8056
Train Loss=0.1461, Train Acc=0.9990 | Val Loss=0.6661, Val Acc=0.7986
Train Loss=0.1408, Train Acc=1.0000 | Val Loss=0.6465, Val Acc=0.8264
Train Loss=0.1378, Train Acc=0.9990 | Val Loss=0.6423, Val Acc=0.8125
Train Loss=0.1343, Train Acc=0.9990 | Val Loss=0.6421, Val Acc=0.8056
Train Loss=0.1340, Train Acc=0.9990 | Val Loss=0.6495, Val Acc=0.8125
Train Loss=0.1290, Train Acc=1.0000 | Val Loss=0.6604, Val Acc=0.8056
Train Loss=0.1250, Train Acc=0.9990 | Val Loss=0.6314, Val Acc=0.8194
Train Loss=0.1662, Train Acc=0.9873 | Val Loss=0.7149, Val Acc=0.7847
Train Loss=0.1557, Train Acc=0.9922 | Val Loss=0.6798, Val Acc=0.8125
Train Loss=0.1325, Train Acc=0.9990 | Val Loss=0.6582, Val Acc=0.7917
