Train Loss=3.2572, Train Acc=0.2655 | Val Loss=4.7626, Val Acc=0.2810
Train Loss=3.0002, Train Acc=0.3143 | Val Loss=4.5318, Val Acc=0.3401
Train Loss=2.7838, Train Acc=0.3604 | Val Loss=4.4822, Val Acc=0.3385
Train Loss=2.7162, Train Acc=0.3639 | Val Loss=4.5439, Val Acc=0.3522
Train Loss=2.5587, Train Acc=0.3752 | Val Loss=4.4851, Val Acc=0.3629
Train Loss=2.4841, Train Acc=0.3936 | Val Loss=4.3676, Val Acc=0.3587
Train Loss=2.4100, Train Acc=0.4020 | Val Loss=4.3389, Val Acc=0.3814
Train Loss=2.3168, Train Acc=0.4205 | Val Loss=4.2161, Val Acc=0.3957
Train Loss=2.3613, Train Acc=0.4280 | Val Loss=4.1774, Val Acc=0.3786
Train Loss=2.2296, Train Acc=0.4426 | Val Loss=4.1167, Val Acc=0.3952
Train Loss=2.2439, Train Acc=0.4444 | Val Loss=4.0642, Val Acc=0.4047
Train Loss=2.2632, Train Acc=0.4463 | Val Loss=4.0400, Val Acc=0.4102
Train Loss=2.1561, Train Acc=0.4555 | Val Loss=4.1216, Val Acc=0.4159
Train Loss=2.1074, Train Acc=0.4594 | Val Loss=4.0509, Val Acc=0.4140
Train Loss=2.0842, Train Acc=0.4644 | Val Loss=3.9764, Val Acc=0.4180
Train Loss=2.0620, Train Acc=0.4704 | Val Loss=3.9922, Val Acc=0.4363
Train Loss=2.0525, Train Acc=0.4867 | Val Loss=3.9430, Val Acc=0.4332
Train Loss=1.9916, Train Acc=0.4798 | Val Loss=3.8485, Val Acc=0.4424
Train Loss=1.9412, Train Acc=0.4964 | Val Loss=3.8095, Val Acc=0.4512
Train Loss=1.9459, Train Acc=0.4962 | Val Loss=4.0062, Val Acc=0.4579
Train Loss=1.9298, Train Acc=0.5058 | Val Loss=3.7785, Val Acc=0.4498
Train Loss=1.8612, Train Acc=0.5028 | Val Loss=3.7175, Val Acc=0.4617
Train Loss=1.9395, Train Acc=0.5208 | Val Loss=3.7512, Val Acc=0.4757
Train Loss=1.7975, Train Acc=0.5192 | Val Loss=3.6164, Val Acc=0.4671
Train Loss=1.8778, Train Acc=0.5101 | Val Loss=3.7217, Val Acc=0.4721
Train Loss=1.8170, Train Acc=0.5296 | Val Loss=3.7067, Val Acc=0.4557
Train Loss=1.7718, Train Acc=0.5257 | Val Loss=3.7137, Val Acc=0.4783
Train Loss=1.7377, Train Acc=0.5337 | Val Loss=3.6494, Val Acc=0.4780
Train Loss=1.6746, Train Acc=0.5484 | Val Loss=3.5871, Val Acc=0.4816
Train Loss=1.6713, Train Acc=0.5509 | Val Loss=3.6074, Val Acc=0.4989
Train Loss=1.6755, Train Acc=0.5576 | Val Loss=3.5536, Val Acc=0.4906
Train Loss=1.7409, Train Acc=0.5621 | Val Loss=3.6320, Val Acc=0.4977
Train Loss=1.6057, Train Acc=0.5687 | Val Loss=3.5399, Val Acc=0.5039
Train Loss=1.6397, Train Acc=0.5695 | Val Loss=3.6025, Val Acc=0.5148
Train Loss=1.5682, Train Acc=0.5769 | Val Loss=3.4872, Val Acc=0.5134
Train Loss=1.5520, Train Acc=0.5838 | Val Loss=3.4728, Val Acc=0.5246
Train Loss=1.6469, Train Acc=0.5851 | Val Loss=3.5020, Val Acc=0.5125
Train Loss=1.5914, Train Acc=0.5880 | Val Loss=3.3877, Val Acc=0.5296
Train Loss=1.5017, Train Acc=0.5981 | Val Loss=3.3775, Val Acc=0.5329
Train Loss=1.4973, Train Acc=0.6000 | Val Loss=3.4450, Val Acc=0.5186
Train Loss=1.5516, Train Acc=0.6017 | Val Loss=3.4763, Val Acc=0.5341
Train Loss=1.4975, Train Acc=0.6051 | Val Loss=3.3075, Val Acc=0.5426
Train Loss=1.4240, Train Acc=0.6125 | Val Loss=3.3997, Val Acc=0.5281
Train Loss=1.4850, Train Acc=0.6150 | Val Loss=3.3058, Val Acc=0.5549
Train Loss=1.4647, Train Acc=0.6189 | Val Loss=3.3144, Val Acc=0.5471
Train Loss=1.4235, Train Acc=0.6303 | Val Loss=3.2996, Val Acc=0.5464
Train Loss=1.5591, Train Acc=0.6193 | Val Loss=3.4438, Val Acc=0.5464
Train Loss=1.4988, Train Acc=0.6337 | Val Loss=3.3136, Val Acc=0.5656
Train Loss=1.4324, Train Acc=0.6411 | Val Loss=3.2345, Val Acc=0.5549
Train Loss=1.3413, Train Acc=0.6453 | Val Loss=3.1990, Val Acc=0.5799
Train Loss=1.3445, Train Acc=0.6587 | Val Loss=3.1721, Val Acc=0.5621
Train Loss=1.3147, Train Acc=0.6510 | Val Loss=3.1813, Val Acc=0.5749
Train Loss=1.3275, Train Acc=0.6549 | Val Loss=3.2302, Val Acc=0.5896
Train Loss=1.2563, Train Acc=0.6711 | Val Loss=3.2051, Val Acc=0.5903
Train Loss=1.2740, Train Acc=0.6666 | Val Loss=3.2912, Val Acc=0.5585
Train Loss=1.3196, Train Acc=0.6715 | Val Loss=3.1177, Val Acc=0.5751
Train Loss=1.2106, Train Acc=0.6741 | Val Loss=3.1394, Val Acc=0.6012
Train Loss=1.1994, Train Acc=0.6876 | Val Loss=3.0643, Val Acc=0.6017
Train Loss=1.2208, Train Acc=0.6922 | Val Loss=3.1337, Val Acc=0.5920
Train Loss=1.2573, Train Acc=0.6911 | Val Loss=3.2837, Val Acc=0.5896
Train Loss=1.1821, Train Acc=0.6908 | Val Loss=3.0442, Val Acc=0.6188
Train Loss=1.1295, Train Acc=0.7099 | Val Loss=3.0170, Val Acc=0.6247
Train Loss=1.1417, Train Acc=0.7094 | Val Loss=3.1287, Val Acc=0.6200
Train Loss=1.1730, Train Acc=0.7212 | Val Loss=3.0445, Val Acc=0.6376
Train Loss=1.1348, Train Acc=0.7206 | Val Loss=3.0540, Val Acc=0.6259
Train Loss=1.0943, Train Acc=0.7216 | Val Loss=3.0119, Val Acc=0.6245
Train Loss=1.1249, Train Acc=0.7239 | Val Loss=3.1213, Val Acc=0.6418
Train Loss=1.0847, Train Acc=0.7364 | Val Loss=3.0198, Val Acc=0.6281
Train Loss=1.0803, Train Acc=0.7389 | Val Loss=2.9793, Val Acc=0.6421
Train Loss=1.0637, Train Acc=0.7399 | Val Loss=3.1562, Val Acc=0.6383
Train Loss=1.0170, Train Acc=0.7471 | Val Loss=2.9666, Val Acc=0.6582
Train Loss=1.0294, Train Acc=0.7605 | Val Loss=2.9496, Val Acc=0.6577
Train Loss=0.9885, Train Acc=0.7632 | Val Loss=2.9767, Val Acc=0.6743
Train Loss=0.9849, Train Acc=0.7678 | Val Loss=2.9035, Val Acc=0.6826
Train Loss=0.9770, Train Acc=0.7763 | Val Loss=2.9654, Val Acc=0.6660
Train Loss=0.8959, Train Acc=0.7835 | Val Loss=2.9655, Val Acc=0.6845
Train Loss=0.9730, Train Acc=0.7933 | Val Loss=3.0163, Val Acc=0.6834
Train Loss=0.9382, Train Acc=0.7908 | Val Loss=2.9611, Val Acc=0.6670
Train Loss=0.9576, Train Acc=0.7913 | Val Loss=2.8801, Val Acc=0.6864
Train Loss=0.8632, Train Acc=0.8060 | Val Loss=2.9587, Val Acc=0.7137
Train Loss=0.9146, Train Acc=0.8088 | Val Loss=2.9330, Val Acc=0.7161
Train Loss=0.8112, Train Acc=0.8138 | Val Loss=2.8560, Val Acc=0.7237
Train Loss=0.8650, Train Acc=0.8173 | Val Loss=2.9771, Val Acc=0.7099
Train Loss=0.8286, Train Acc=0.8218 | Val Loss=2.7952, Val Acc=0.7306
Train Loss=0.8070, Train Acc=0.8331 | Val Loss=2.8217, Val Acc=0.7190
