Train Loss=1.7066, Train Acc=0.4085 | Val Loss=1.8272, Val Acc=0.4275
Train Loss=1.5305, Train Acc=0.4827 | Val Loss=1.8625, Val Acc=0.3779
Train Loss=1.4448, Train Acc=0.5184 | Val Loss=1.6945, Val Acc=0.4852
Train Loss=1.3966, Train Acc=0.5327 | Val Loss=1.6399, Val Acc=0.5110
Train Loss=1.3243, Train Acc=0.5619 | Val Loss=1.5628, Val Acc=0.5393
Train Loss=1.2696, Train Acc=0.5853 | Val Loss=1.5958, Val Acc=0.5125
Train Loss=1.2152, Train Acc=0.6113 | Val Loss=1.5177, Val Acc=0.5549
Train Loss=1.1682, Train Acc=0.6217 | Val Loss=1.5732, Val Acc=0.5136
Train Loss=1.1152, Train Acc=0.6436 | Val Loss=1.4379, Val Acc=0.5792
Train Loss=1.0670, Train Acc=0.6618 | Val Loss=1.5216, Val Acc=0.5773
Train Loss=1.0145, Train Acc=0.6798 | Val Loss=1.4053, Val Acc=0.6143
Train Loss=0.9542, Train Acc=0.6979 | Val Loss=1.3988, Val Acc=0.5929
Train Loss=0.8923, Train Acc=0.7271 | Val Loss=1.4108, Val Acc=0.6093
Train Loss=0.8587, Train Acc=0.7415 | Val Loss=1.3349, Val Acc=0.6392
Train Loss=0.8066, Train Acc=0.7607 | Val Loss=1.2471, Val Acc=0.6677
Train Loss=0.7555, Train Acc=0.7855 | Val Loss=1.3487, Val Acc=0.6482
Train Loss=0.6910, Train Acc=0.8070 | Val Loss=1.2712, Val Acc=0.6672
Train Loss=0.6085, Train Acc=0.8424 | Val Loss=1.1071, Val Acc=0.7634
Train Loss=0.5918, Train Acc=0.8523 | Val Loss=1.1470, Val Acc=0.7249
Train Loss=0.5161, Train Acc=0.8764 | Val Loss=1.0979, Val Acc=0.7363
Train Loss=0.4612, Train Acc=0.8937 | Val Loss=1.0803, Val Acc=0.7600
Train Loss=0.4354, Train Acc=0.9055 | Val Loss=1.1483, Val Acc=0.7420
Train Loss=0.3811, Train Acc=0.9280 | Val Loss=0.9451, Val Acc=0.8260
Train Loss=0.3340, Train Acc=0.9442 | Val Loss=0.9425, Val Acc=0.7902
Train Loss=0.3216, Train Acc=0.9463 | Val Loss=1.0232, Val Acc=0.8049
Train Loss=0.3193, Train Acc=0.9480 | Val Loss=1.0739, Val Acc=0.8047
Train Loss=0.2240, Train Acc=0.9786 | Val Loss=1.0131, Val Acc=0.8246
Train Loss=0.2180, Train Acc=0.9792 | Val Loss=0.8676, Val Acc=0.8597
Train Loss=0.2174, Train Acc=0.9864 | Val Loss=1.0214, Val Acc=0.8395
Train Loss=0.2119, Train Acc=0.9817 | Val Loss=0.9259, Val Acc=0.8507
Train Loss=0.2053, Train Acc=0.9837 | Val Loss=0.9892, Val Acc=0.8471
Train Loss=0.1944, Train Acc=0.9864 | Val Loss=1.0366, Val Acc=0.8160
