Train Loss=1.6879, Train Acc=0.3682 | Val Loss=1.6288, Val Acc=0.4281
Train Loss=1.5113, Train Acc=0.4332 | Val Loss=1.5609, Val Acc=0.4438
Train Loss=1.4437, Train Acc=0.4692 | Val Loss=1.5101, Val Acc=0.4876
Train Loss=1.3876, Train Acc=0.4909 | Val Loss=1.4862, Val Acc=0.4921
Train Loss=1.3460, Train Acc=0.5165 | Val Loss=1.4396, Val Acc=0.5438
Train Loss=1.3057, Train Acc=0.5306 | Val Loss=1.4166, Val Acc=0.5213
Train Loss=1.2631, Train Acc=0.5450 | Val Loss=1.4002, Val Acc=0.5292
Train Loss=1.2283, Train Acc=0.5686 | Val Loss=1.3870, Val Acc=0.5360
Train Loss=1.1786, Train Acc=0.5886 | Val Loss=1.3440, Val Acc=0.5461
Train Loss=1.1545, Train Acc=0.6068 | Val Loss=1.3296, Val Acc=0.5629
Train Loss=1.1263, Train Acc=0.6136 | Val Loss=1.3280, Val Acc=0.5584
Train Loss=1.0792, Train Acc=0.6321 | Val Loss=1.3839, Val Acc=0.5360
Train Loss=1.0511, Train Acc=0.6472 | Val Loss=1.3117, Val Acc=0.5719
Train Loss=1.0154, Train Acc=0.6699 | Val Loss=1.2922, Val Acc=0.5831
Train Loss=0.9690, Train Acc=0.6846 | Val Loss=1.3274, Val Acc=0.5640
Train Loss=0.9424, Train Acc=0.6929 | Val Loss=1.2870, Val Acc=0.5730
Train Loss=0.9087, Train Acc=0.7125 | Val Loss=1.2915, Val Acc=0.5820
Train Loss=0.8673, Train Acc=0.7237 | Val Loss=1.3065, Val Acc=0.5730
Train Loss=0.8412, Train Acc=0.7424 | Val Loss=1.3011, Val Acc=0.5820
Train Loss=0.8005, Train Acc=0.7564 | Val Loss=1.3160, Val Acc=0.5719
Train Loss=0.7559, Train Acc=0.7773 | Val Loss=1.3046, Val Acc=0.6034
Train Loss=0.7124, Train Acc=0.7938 | Val Loss=1.3222, Val Acc=0.5854
Train Loss=0.6878, Train Acc=0.8047 | Val Loss=1.3414, Val Acc=0.5775
Train Loss=0.6321, Train Acc=0.8308 | Val Loss=1.3172, Val Acc=0.6135
Train Loss=0.6031, Train Acc=0.8368 | Val Loss=1.3754, Val Acc=0.5562
Train Loss=0.5879, Train Acc=0.8403 | Val Loss=1.3518, Val Acc=0.5809
Train Loss=0.5329, Train Acc=0.8690 | Val Loss=1.3488, Val Acc=0.5944
Train Loss=0.5092, Train Acc=0.8747 | Val Loss=1.3902, Val Acc=0.5955
Train Loss=0.4973, Train Acc=0.8773 | Val Loss=1.3953, Val Acc=0.5921
Train Loss=0.4633, Train Acc=0.8958 | Val Loss=1.4985, Val Acc=0.5663
Train Loss=0.4353, Train Acc=0.9018 | Val Loss=1.5199, Val Acc=0.5674
Train Loss=0.4028, Train Acc=0.9140 | Val Loss=1.5046, Val Acc=0.5742
Train Loss=0.3660, Train Acc=0.9298 | Val Loss=1.5556, Val Acc=0.5719
Train Loss=0.3459, Train Acc=0.9353 | Val Loss=1.5395, Val Acc=0.5573
Train Loss=0.3405, Train Acc=0.9334 | Val Loss=1.5473, Val Acc=0.5865
Train Loss=0.3373, Train Acc=0.9366 | Val Loss=1.6188, Val Acc=0.5697
Train Loss=0.3193, Train Acc=0.9446 | Val Loss=1.6305, Val Acc=0.5652
Train Loss=0.2691, Train Acc=0.9632 | Val Loss=1.6200, Val Acc=0.5640
Train Loss=0.2535, Train Acc=0.9662 | Val Loss=1.6983, Val Acc=0.5640
Train Loss=0.2400, Train Acc=0.9726 | Val Loss=1.8734, Val Acc=0.5292
Train Loss=0.2408, Train Acc=0.9687 | Val Loss=1.6617, Val Acc=0.5865
Train Loss=0.2159, Train Acc=0.9786 | Val Loss=1.7598, Val Acc=0.5674
Train Loss=0.2156, Train Acc=0.9782 | Val Loss=1.7335, Val Acc=0.5787
Train Loss=0.2155, Train Acc=0.9760 | Val Loss=1.7689, Val Acc=0.5843
Train Loss=0.1970, Train Acc=0.9824 | Val Loss=1.8398, Val Acc=0.5854
Train Loss=0.1660, Train Acc=0.9911 | Val Loss=1.8480, Val Acc=0.5809
Train Loss=0.1850, Train Acc=0.9859 | Val Loss=1.8228, Val Acc=0.5685
Train Loss=0.1677, Train Acc=0.9905 | Val Loss=1.8620, Val Acc=0.5775
Train Loss=0.1928, Train Acc=0.9768 | Val Loss=1.8988, Val Acc=0.5708
