Train Loss=2.0340, Train Acc=0.3603 | Val Loss=2.1780, Val Acc=0.4236
Train Loss=1.8453, Train Acc=0.4314 | Val Loss=2.0737, Val Acc=0.4618
Train Loss=1.7470, Train Acc=0.4588 | Val Loss=1.9919, Val Acc=0.4764
Train Loss=1.6791, Train Acc=0.4817 | Val Loss=1.9309, Val Acc=0.4921
Train Loss=1.6364, Train Acc=0.4955 | Val Loss=1.9316, Val Acc=0.4742
Train Loss=1.5969, Train Acc=0.5111 | Val Loss=1.8726, Val Acc=0.4944
Train Loss=1.5331, Train Acc=0.5211 | Val Loss=1.8515, Val Acc=0.5202
Train Loss=1.5409, Train Acc=0.5319 | Val Loss=1.8147, Val Acc=0.5247
Train Loss=1.4745, Train Acc=0.5539 | Val Loss=1.8047, Val Acc=0.5281
Train Loss=1.4424, Train Acc=0.5584 | Val Loss=1.7794, Val Acc=0.5281
Train Loss=1.4087, Train Acc=0.5660 | Val Loss=1.7518, Val Acc=0.5483
Train Loss=1.4044, Train Acc=0.5820 | Val Loss=1.7399, Val Acc=0.5539
Train Loss=1.3503, Train Acc=0.5970 | Val Loss=1.7217, Val Acc=0.5483
Train Loss=1.3208, Train Acc=0.6067 | Val Loss=1.7365, Val Acc=0.5315
Train Loss=1.3039, Train Acc=0.6160 | Val Loss=1.6792, Val Acc=0.5843
Train Loss=1.2756, Train Acc=0.6239 | Val Loss=1.6670, Val Acc=0.5843
Train Loss=1.2443, Train Acc=0.6348 | Val Loss=1.6985, Val Acc=0.5674
Train Loss=1.2164, Train Acc=0.6465 | Val Loss=1.6581, Val Acc=0.5708
Train Loss=1.1774, Train Acc=0.6590 | Val Loss=1.6451, Val Acc=0.5730
Train Loss=1.1628, Train Acc=0.6709 | Val Loss=1.6476, Val Acc=0.5618
Train Loss=1.1427, Train Acc=0.6816 | Val Loss=1.6315, Val Acc=0.5742
Train Loss=1.0880, Train Acc=0.7035 | Val Loss=1.6287, Val Acc=0.5888
Train Loss=1.0698, Train Acc=0.7114 | Val Loss=1.6296, Val Acc=0.5787
Train Loss=1.0433, Train Acc=0.7235 | Val Loss=1.6828, Val Acc=0.5640
Train Loss=0.9934, Train Acc=0.7364 | Val Loss=1.6395, Val Acc=0.5831
Train Loss=0.9889, Train Acc=0.7451 | Val Loss=1.7258, Val Acc=0.5483
Train Loss=0.9565, Train Acc=0.7511 | Val Loss=1.6122, Val Acc=0.5831
Train Loss=0.9279, Train Acc=0.7770 | Val Loss=1.6204, Val Acc=0.5831
Train Loss=0.8914, Train Acc=0.7840 | Val Loss=1.6168, Val Acc=0.5899
Train Loss=0.8673, Train Acc=0.8042 | Val Loss=1.7001, Val Acc=0.5573
Train Loss=0.8308, Train Acc=0.8116 | Val Loss=1.6783, Val Acc=0.5663
Train Loss=0.8195, Train Acc=0.8260 | Val Loss=1.6517, Val Acc=0.5730
Train Loss=0.7547, Train Acc=0.8366 | Val Loss=1.6786, Val Acc=0.5562
Train Loss=0.7251, Train Acc=0.8559 | Val Loss=1.6959, Val Acc=0.5584
Train Loss=0.7177, Train Acc=0.8687 | Val Loss=1.7248, Val Acc=0.5742
Train Loss=0.6689, Train Acc=0.8800 | Val Loss=1.6941, Val Acc=0.5753
Train Loss=0.6507, Train Acc=0.8804 | Val Loss=1.7417, Val Acc=0.5753
Train Loss=0.6371, Train Acc=0.8937 | Val Loss=1.7598, Val Acc=0.5697
Train Loss=0.6129, Train Acc=0.8981 | Val Loss=1.7288, Val Acc=0.5652
Train Loss=0.5935, Train Acc=0.9029 | Val Loss=1.7736, Val Acc=0.5697
Train Loss=0.5436, Train Acc=0.9192 | Val Loss=1.8255, Val Acc=0.5629
Train Loss=0.5363, Train Acc=0.9310 | Val Loss=1.8022, Val Acc=0.5697
Train Loss=0.5237, Train Acc=0.9309 | Val Loss=1.8761, Val Acc=0.5506
Train Loss=0.5065, Train Acc=0.9334 | Val Loss=1.8524, Val Acc=0.5629
Train Loss=0.4819, Train Acc=0.9456 | Val Loss=1.8577, Val Acc=0.5539
Train Loss=0.4527, Train Acc=0.9527 | Val Loss=1.9287, Val Acc=0.5483
Train Loss=0.4549, Train Acc=0.9532 | Val Loss=1.8648, Val Acc=0.5506
Train Loss=0.4172, Train Acc=0.9658 | Val Loss=1.9108, Val Acc=0.5528
Train Loss=0.4177, Train Acc=0.9617 | Val Loss=1.9181, Val Acc=0.5618
Train Loss=0.4066, Train Acc=0.9666 | Val Loss=1.9065, Val Acc=0.5584
Train Loss=0.3924, Train Acc=0.9704 | Val Loss=1.9785, Val Acc=0.5494
Train Loss=0.4136, Train Acc=0.9725 | Val Loss=1.9602, Val Acc=0.5629
Train Loss=0.3981, Train Acc=0.9777 | Val Loss=1.9523, Val Acc=0.5584
Train Loss=0.3846, Train Acc=0.9817 | Val Loss=1.9941, Val Acc=0.5607
Train Loss=0.3712, Train Acc=0.9837 | Val Loss=1.9945, Val Acc=0.5663
Train Loss=0.3505, Train Acc=0.9848 | Val Loss=2.1216, Val Acc=0.5416
Train Loss=0.3464, Train Acc=0.9862 | Val Loss=2.0740, Val Acc=0.5506
Train Loss=0.3445, Train Acc=0.9885 | Val Loss=2.1041, Val Acc=0.5607
Train Loss=0.3331, Train Acc=0.9861 | Val Loss=2.0645, Val Acc=0.5629
Train Loss=0.3314, Train Acc=0.9888 | Val Loss=2.0768, Val Acc=0.5697
Train Loss=0.3376, Train Acc=0.9867 | Val Loss=2.1280, Val Acc=0.5517
Train Loss=0.3239, Train Acc=0.9867 | Val Loss=2.1154, Val Acc=0.5596
Train Loss=0.3163, Train Acc=0.9913 | Val Loss=2.1991, Val Acc=0.5472
Train Loss=0.3113, Train Acc=0.9934 | Val Loss=2.1257, Val Acc=0.5539
Train Loss=0.3001, Train Acc=0.9953 | Val Loss=2.1389, Val Acc=0.5562
Train Loss=0.2928, Train Acc=0.9943 | Val Loss=2.1681, Val Acc=0.5584
Train Loss=0.2944, Train Acc=0.9918 | Val Loss=2.1758, Val Acc=0.5562
Train Loss=0.3101, Train Acc=0.9916 | Val Loss=2.2600, Val Acc=0.5494
Train Loss=0.3185, Train Acc=0.9859 | Val Loss=2.1303, Val Acc=0.5596
Train Loss=0.2878, Train Acc=0.9935 | Val Loss=2.1916, Val Acc=0.5573
Train Loss=0.2855, Train Acc=0.9960 | Val Loss=2.2674, Val Acc=0.5573
Train Loss=0.2844, Train Acc=0.9964 | Val Loss=2.2807, Val Acc=0.5438
Train Loss=0.2843, Train Acc=0.9957 | Val Loss=2.3076, Val Acc=0.5449
Train Loss=0.2962, Train Acc=0.9910 | Val Loss=2.2358, Val Acc=0.5517
Train Loss=0.2778, Train Acc=0.9956 | Val Loss=2.2213, Val Acc=0.5584
Train Loss=0.2566, Train Acc=0.9970 | Val Loss=2.4141, Val Acc=0.5326
Train Loss=0.2639, Train Acc=0.9987 | Val Loss=2.2301, Val Acc=0.5730
Train Loss=0.2651, Train Acc=0.9962 | Val Loss=2.5378, Val Acc=0.5427
Train Loss=0.2838, Train Acc=0.9923 | Val Loss=2.2757, Val Acc=0.5663
Train Loss=0.2580, Train Acc=0.9946 | Val Loss=2.3758, Val Acc=0.5551
Train Loss=0.2629, Train Acc=0.9968 | Val Loss=2.3007, Val Acc=0.5449
Train Loss=0.2860, Train Acc=0.9907 | Val Loss=2.2334, Val Acc=0.5697
Train Loss=0.2619, Train Acc=0.9953 | Val Loss=2.3034, Val Acc=0.5449
Train Loss=0.2635, Train Acc=0.9976 | Val Loss=2.3519, Val Acc=0.5506
Train Loss=0.2438, Train Acc=0.9972 | Val Loss=2.3237, Val Acc=0.5494
Train Loss=0.2576, Train Acc=0.9949 | Val Loss=2.2992, Val Acc=0.5562
Train Loss=0.2773, Train Acc=0.9854 | Val Loss=2.3983, Val Acc=0.5674
Train Loss=0.2619, Train Acc=0.9913 | Val Loss=2.6514, Val Acc=0.5270
Train Loss=0.2548, Train Acc=0.9938 | Val Loss=2.2904, Val Acc=0.5652
Train Loss=0.2460, Train Acc=0.9965 | Val Loss=2.3117, Val Acc=0.5629
