Train Loss=1.8014, Train Acc=0.3000 | Val Loss=1.8489, Val Acc=0.2153
Train Loss=1.5704, Train Acc=0.4520 | Val Loss=1.6080, Val Acc=0.4028
Train Loss=1.3857, Train Acc=0.5275 | Val Loss=1.3704, Val Acc=0.5000
Train Loss=1.1374, Train Acc=0.6500 | Val Loss=1.0203, Val Acc=0.6667
Train Loss=0.9795, Train Acc=0.6892 | Val Loss=1.0690, Val Acc=0.6250
Train Loss=0.9348, Train Acc=0.7127 | Val Loss=0.9759, Val Acc=0.6736
Train Loss=0.8351, Train Acc=0.7471 | Val Loss=0.8579, Val Acc=0.7361
Train Loss=0.7305, Train Acc=0.7755 | Val Loss=0.7769, Val Acc=0.7431
Train Loss=0.6455, Train Acc=0.8324 | Val Loss=0.7407, Val Acc=0.7569
Train Loss=0.5818, Train Acc=0.8480 | Val Loss=0.7402, Val Acc=0.7569
Train Loss=0.4884, Train Acc=0.8863 | Val Loss=0.6651, Val Acc=0.7917
Train Loss=0.4316, Train Acc=0.9088 | Val Loss=0.6025, Val Acc=0.8125
Train Loss=0.3826, Train Acc=0.9284 | Val Loss=0.6156, Val Acc=0.8264
Train Loss=0.3442, Train Acc=0.9333 | Val Loss=0.5660, Val Acc=0.8264
Train Loss=0.2915, Train Acc=0.9500 | Val Loss=0.6291, Val Acc=0.7917
Train Loss=0.2923, Train Acc=0.9441 | Val Loss=0.5822, Val Acc=0.8056
Train Loss=0.2823, Train Acc=0.9471 | Val Loss=0.7708, Val Acc=0.7639
Train Loss=0.2437, Train Acc=0.9735 | Val Loss=0.6131, Val Acc=0.8056
Train Loss=0.2121, Train Acc=0.9765 | Val Loss=0.5946, Val Acc=0.8056
Train Loss=0.2291, Train Acc=0.9647 | Val Loss=0.6080, Val Acc=0.8194
Train Loss=0.3168, Train Acc=0.9314 | Val Loss=0.6031, Val Acc=0.7917
Train Loss=0.2552, Train Acc=0.9539 | Val Loss=0.5551, Val Acc=0.8542
Train Loss=0.2287, Train Acc=0.9676 | Val Loss=0.5916, Val Acc=0.8056
Train Loss=0.1643, Train Acc=0.9863 | Val Loss=0.6913, Val Acc=0.8264
Train Loss=0.1240, Train Acc=0.9971 | Val Loss=0.6364, Val Acc=0.8264
Train Loss=0.1199, Train Acc=0.9971 | Val Loss=0.6250, Val Acc=0.8264
Train Loss=0.1101, Train Acc=1.0000 | Val Loss=0.5968, Val Acc=0.8403
Train Loss=0.1036, Train Acc=1.0000 | Val Loss=0.6316, Val Acc=0.8264
Train Loss=0.0962, Train Acc=0.9980 | Val Loss=0.6218, Val Acc=0.8403
Train Loss=0.0933, Train Acc=1.0000 | Val Loss=0.5901, Val Acc=0.8681
Train Loss=0.0880, Train Acc=1.0000 | Val Loss=0.6335, Val Acc=0.8403
Train Loss=0.0871, Train Acc=1.0000 | Val Loss=0.5616, Val Acc=0.8611
Train Loss=0.0827, Train Acc=1.0000 | Val Loss=0.5765, Val Acc=0.8542
Train Loss=0.0811, Train Acc=1.0000 | Val Loss=0.5665, Val Acc=0.8542
Train Loss=0.0783, Train Acc=1.0000 | Val Loss=0.5756, Val Acc=0.8403
Train Loss=0.0777, Train Acc=1.0000 | Val Loss=0.5715, Val Acc=0.8333
Train Loss=0.0823, Train Acc=0.9980 | Val Loss=0.8134, Val Acc=0.7778
Train Loss=0.1738, Train Acc=0.9696 | Val Loss=0.6541, Val Acc=0.8125
Train Loss=0.2927, Train Acc=0.9373 | Val Loss=0.5648, Val Acc=0.8333
Train Loss=0.1971, Train Acc=0.9676 | Val Loss=0.6981, Val Acc=0.7917
Train Loss=0.1510, Train Acc=0.9843 | Val Loss=0.5952, Val Acc=0.8472
Train Loss=0.1694, Train Acc=0.9716 | Val Loss=0.8074, Val Acc=0.8056
Train Loss=0.1567, Train Acc=0.9804 | Val Loss=0.5988, Val Acc=0.8333
Train Loss=0.1142, Train Acc=0.9922 | Val Loss=0.6067, Val Acc=0.8611
Train Loss=0.1065, Train Acc=0.9912 | Val Loss=0.6115, Val Acc=0.8472
Train Loss=0.0932, Train Acc=0.9980 | Val Loss=0.6943, Val Acc=0.8333
Train Loss=0.0904, Train Acc=0.9980 | Val Loss=0.5782, Val Acc=0.8403
Train Loss=0.0924, Train Acc=0.9990 | Val Loss=0.6153, Val Acc=0.8125
Train Loss=0.0875, Train Acc=0.9951 | Val Loss=0.5411, Val Acc=0.8611
Train Loss=0.0959, Train Acc=0.9951 | Val Loss=0.4650, Val Acc=0.8750
Train Loss=0.0793, Train Acc=0.9990 | Val Loss=0.4755, Val Acc=0.8403
Train Loss=0.0726, Train Acc=1.0000 | Val Loss=0.4913, Val Acc=0.8472
Train Loss=0.0664, Train Acc=1.0000 | Val Loss=0.4785, Val Acc=0.8403
Train Loss=0.0602, Train Acc=1.0000 | Val Loss=0.5029, Val Acc=0.8472
Train Loss=0.0640, Train Acc=1.0000 | Val Loss=0.4785, Val Acc=0.8472
Train Loss=0.0619, Train Acc=1.0000 | Val Loss=0.4917, Val Acc=0.8542
Train Loss=0.0659, Train Acc=0.9980 | Val Loss=0.5477, Val Acc=0.8542
Train Loss=0.0600, Train Acc=1.0000 | Val Loss=0.5026, Val Acc=0.8542
Train Loss=0.0626, Train Acc=1.0000 | Val Loss=0.4606, Val Acc=0.8542
Train Loss=0.0568, Train Acc=1.0000 | Val Loss=0.4854, Val Acc=0.8611
