Train Loss=1.8976, Train Acc=0.2294 | Val Loss=1.8838, Val Acc=0.3056
Train Loss=1.8131, Train Acc=0.3363 | Val Loss=1.7838, Val Acc=0.3264
Train Loss=1.7187, Train Acc=0.4098 | Val Loss=1.6840, Val Acc=0.4028
Train Loss=1.6116, Train Acc=0.4863 | Val Loss=1.5806, Val Acc=0.4583
Train Loss=1.5070, Train Acc=0.5069 | Val Loss=1.4753, Val Acc=0.4931
Train Loss=1.3881, Train Acc=0.5627 | Val Loss=1.3725, Val Acc=0.5486
Train Loss=1.3008, Train Acc=0.6088 | Val Loss=1.2739, Val Acc=0.5972
Train Loss=1.2091, Train Acc=0.6461 | Val Loss=1.2032, Val Acc=0.6181
Train Loss=1.1131, Train Acc=0.6912 | Val Loss=1.1467, Val Acc=0.6667
Train Loss=1.0625, Train Acc=0.6824 | Val Loss=1.0809, Val Acc=0.6528
Train Loss=0.9929, Train Acc=0.7186 | Val Loss=1.0397, Val Acc=0.6736
Train Loss=0.9181, Train Acc=0.7598 | Val Loss=0.9968, Val Acc=0.6944
Train Loss=0.8520, Train Acc=0.7961 | Val Loss=1.0602, Val Acc=0.6319
Train Loss=0.8242, Train Acc=0.7843 | Val Loss=0.9386, Val Acc=0.7083
Train Loss=0.7528, Train Acc=0.8353 | Val Loss=0.8823, Val Acc=0.7361
Train Loss=0.7120, Train Acc=0.8382 | Val Loss=0.8591, Val Acc=0.7569
Train Loss=0.6614, Train Acc=0.8647 | Val Loss=0.8264, Val Acc=0.7431
Train Loss=0.6221, Train Acc=0.8765 | Val Loss=0.8508, Val Acc=0.7361
Train Loss=0.5967, Train Acc=0.8931 | Val Loss=0.7780, Val Acc=0.7569
Train Loss=0.5534, Train Acc=0.9010 | Val Loss=0.7924, Val Acc=0.7431
Train Loss=0.5252, Train Acc=0.9118 | Val Loss=0.7549, Val Acc=0.7847
Train Loss=0.4945, Train Acc=0.9304 | Val Loss=0.8123, Val Acc=0.7361
Train Loss=0.4634, Train Acc=0.9373 | Val Loss=0.7316, Val Acc=0.7847
Train Loss=0.4236, Train Acc=0.9471 | Val Loss=0.7270, Val Acc=0.7917
Train Loss=0.4081, Train Acc=0.9500 | Val Loss=0.6976, Val Acc=0.8056
Train Loss=0.3794, Train Acc=0.9578 | Val Loss=0.8227, Val Acc=0.7361
Train Loss=0.3603, Train Acc=0.9637 | Val Loss=0.6950, Val Acc=0.7917
Train Loss=0.3401, Train Acc=0.9627 | Val Loss=0.7058, Val Acc=0.7917
Train Loss=0.3157, Train Acc=0.9735 | Val Loss=0.6968, Val Acc=0.7917
Train Loss=0.3079, Train Acc=0.9745 | Val Loss=0.6900, Val Acc=0.7847
Train Loss=0.2865, Train Acc=0.9814 | Val Loss=0.6839, Val Acc=0.7917
Train Loss=0.2729, Train Acc=0.9784 | Val Loss=0.6941, Val Acc=0.7917
Train Loss=0.2641, Train Acc=0.9824 | Val Loss=0.7535, Val Acc=0.7708
Train Loss=0.2615, Train Acc=0.9843 | Val Loss=0.6896, Val Acc=0.7917
Train Loss=0.2483, Train Acc=0.9892 | Val Loss=0.6769, Val Acc=0.7778
Train Loss=0.2373, Train Acc=0.9892 | Val Loss=0.7125, Val Acc=0.8125
Train Loss=0.2388, Train Acc=0.9863 | Val Loss=0.8142, Val Acc=0.7431
