Train Loss=1.9754, Train Acc=0.3828 | Val Loss=2.2565, Val Acc=0.3921
Train Loss=1.7980, Train Acc=0.4458 | Val Loss=2.1629, Val Acc=0.4351
Train Loss=1.7179, Train Acc=0.4789 | Val Loss=2.0989, Val Acc=0.4586
Train Loss=1.6529, Train Acc=0.4918 | Val Loss=2.0450, Val Acc=0.4899
Train Loss=1.5830, Train Acc=0.5211 | Val Loss=1.9871, Val Acc=0.5108
Train Loss=1.5555, Train Acc=0.5367 | Val Loss=1.9861, Val Acc=0.5030
Train Loss=1.5087, Train Acc=0.5503 | Val Loss=1.9309, Val Acc=0.5272
Train Loss=1.4803, Train Acc=0.5650 | Val Loss=1.8915, Val Acc=0.5568
Train Loss=1.4298, Train Acc=0.5883 | Val Loss=1.8597, Val Acc=0.5549
Train Loss=1.4070, Train Acc=0.5930 | Val Loss=1.8620, Val Acc=0.5533
Train Loss=1.3775, Train Acc=0.6125 | Val Loss=1.8022, Val Acc=0.5780
Train Loss=1.3198, Train Acc=0.6299 | Val Loss=1.8053, Val Acc=0.5718
Train Loss=1.3061, Train Acc=0.6342 | Val Loss=1.7824, Val Acc=0.5837
Train Loss=1.2824, Train Acc=0.6500 | Val Loss=1.7448, Val Acc=0.5991
Train Loss=1.2501, Train Acc=0.6627 | Val Loss=1.7257, Val Acc=0.6010
Train Loss=1.2003, Train Acc=0.6770 | Val Loss=1.7339, Val Acc=0.5989
Train Loss=1.1847, Train Acc=0.6880 | Val Loss=1.6708, Val Acc=0.6330
Train Loss=1.1314, Train Acc=0.7041 | Val Loss=1.6238, Val Acc=0.6518
Train Loss=1.1080, Train Acc=0.7174 | Val Loss=1.5955, Val Acc=0.6679
Train Loss=1.0871, Train Acc=0.7319 | Val Loss=1.5659, Val Acc=0.6777
Train Loss=1.0712, Train Acc=0.7364 | Val Loss=1.5370, Val Acc=0.6864
Train Loss=1.0279, Train Acc=0.7517 | Val Loss=1.5430, Val Acc=0.6869
Train Loss=1.0056, Train Acc=0.7620 | Val Loss=1.5368, Val Acc=0.6857
Train Loss=0.9529, Train Acc=0.7752 | Val Loss=1.5348, Val Acc=0.6798
Train Loss=0.9278, Train Acc=0.7877 | Val Loss=1.5077, Val Acc=0.7064
