Train Loss=2.0594, Train Acc=0.3370 | Val Loss=2.3629, Val Acc=0.3667
Train Loss=1.8219, Train Acc=0.4190 | Val Loss=2.2553, Val Acc=0.4011
Train Loss=1.7392, Train Acc=0.4410 | Val Loss=2.1991, Val Acc=0.4420
Train Loss=1.6830, Train Acc=0.4624 | Val Loss=2.1501, Val Acc=0.4372
Train Loss=1.6051, Train Acc=0.4821 | Val Loss=2.0825, Val Acc=0.4586
Train Loss=1.5753, Train Acc=0.4944 | Val Loss=2.0152, Val Acc=0.4837
Train Loss=1.5377, Train Acc=0.5112 | Val Loss=2.0252, Val Acc=0.4795
Train Loss=1.4790, Train Acc=0.5220 | Val Loss=1.9744, Val Acc=0.5006
Train Loss=1.4400, Train Acc=0.5336 | Val Loss=1.9354, Val Acc=0.5089
Train Loss=1.4493, Train Acc=0.5477 | Val Loss=1.9433, Val Acc=0.5222
Train Loss=1.4302, Train Acc=0.5528 | Val Loss=1.8945, Val Acc=0.5281
Train Loss=1.3602, Train Acc=0.5684 | Val Loss=1.8718, Val Acc=0.5279
Train Loss=1.3394, Train Acc=0.5789 | Val Loss=1.8481, Val Acc=0.5450
Train Loss=1.3096, Train Acc=0.5816 | Val Loss=1.8178, Val Acc=0.5552
Train Loss=1.2978, Train Acc=0.5963 | Val Loss=1.8158, Val Acc=0.5540
Train Loss=1.2751, Train Acc=0.6096 | Val Loss=1.7738, Val Acc=0.5630
Train Loss=1.2497, Train Acc=0.6091 | Val Loss=1.7777, Val Acc=0.5628
Train Loss=1.2103, Train Acc=0.6220 | Val Loss=1.7589, Val Acc=0.5630
Train Loss=1.1824, Train Acc=0.6299 | Val Loss=1.7488, Val Acc=0.5730
Train Loss=1.1599, Train Acc=0.6395 | Val Loss=1.7152, Val Acc=0.5944
Train Loss=1.1480, Train Acc=0.6477 | Val Loss=1.7026, Val Acc=0.5906
Train Loss=1.1119, Train Acc=0.6574 | Val Loss=1.6623, Val Acc=0.6228
Train Loss=1.1111, Train Acc=0.6631 | Val Loss=1.6706, Val Acc=0.6076
Train Loss=1.0838, Train Acc=0.6788 | Val Loss=1.6290, Val Acc=0.6112
Train Loss=1.0359, Train Acc=0.6960 | Val Loss=1.6788, Val Acc=0.6152
Train Loss=1.0343, Train Acc=0.6936 | Val Loss=1.6278, Val Acc=0.6216
Train Loss=1.0184, Train Acc=0.7029 | Val Loss=1.6242, Val Acc=0.6143
Train Loss=1.0088, Train Acc=0.7076 | Val Loss=1.5787, Val Acc=0.6475
Train Loss=0.9276, Train Acc=0.7321 | Val Loss=1.5588, Val Acc=0.6459
Train Loss=0.9102, Train Acc=0.7343 | Val Loss=1.5406, Val Acc=0.6594
Train Loss=0.9285, Train Acc=0.7404 | Val Loss=1.4739, Val Acc=0.6864
Train Loss=0.8930, Train Acc=0.7432 | Val Loss=1.5059, Val Acc=0.6743
Train Loss=0.8608, Train Acc=0.7628 | Val Loss=1.4912, Val Acc=0.6867
Train Loss=0.8345, Train Acc=0.7694 | Val Loss=1.4655, Val Acc=0.6978
Train Loss=0.8180, Train Acc=0.7790 | Val Loss=1.4464, Val Acc=0.6955
Train Loss=0.7918, Train Acc=0.7913 | Val Loss=1.4119, Val Acc=0.7199
Train Loss=0.7741, Train Acc=0.7979 | Val Loss=1.4260, Val Acc=0.7052
Train Loss=0.7333, Train Acc=0.8128 | Val Loss=1.3867, Val Acc=0.7318
Train Loss=0.7181, Train Acc=0.8212 | Val Loss=1.3800, Val Acc=0.7306
Train Loss=0.6701, Train Acc=0.8312 | Val Loss=1.3627, Val Acc=0.7218
Train Loss=0.6863, Train Acc=0.8388 | Val Loss=1.3494, Val Acc=0.7351
Train Loss=0.6518, Train Acc=0.8449 | Val Loss=1.4202, Val Acc=0.7137
Train Loss=0.6349, Train Acc=0.8517 | Val Loss=1.3116, Val Acc=0.7600
Train Loss=0.5742, Train Acc=0.8670 | Val Loss=1.2779, Val Acc=0.7690
Train Loss=0.5625, Train Acc=0.8686 | Val Loss=1.2718, Val Acc=0.7728
Train Loss=0.5613, Train Acc=0.8766 | Val Loss=1.2568, Val Acc=0.7752
Train Loss=0.5569, Train Acc=0.8799 | Val Loss=1.2449, Val Acc=0.7850
Train Loss=0.5135, Train Acc=0.8906 | Val Loss=1.2018, Val Acc=0.7987
Train Loss=0.4997, Train Acc=0.9004 | Val Loss=1.2104, Val Acc=0.7921
Train Loss=0.4834, Train Acc=0.9069 | Val Loss=1.2510, Val Acc=0.7850
Train Loss=0.4703, Train Acc=0.9119 | Val Loss=1.2163, Val Acc=0.7899
Train Loss=0.4389, Train Acc=0.9217 | Val Loss=1.2015, Val Acc=0.8063
Train Loss=0.4398, Train Acc=0.9281 | Val Loss=1.1460, Val Acc=0.8198
Train Loss=0.4328, Train Acc=0.9277 | Val Loss=1.2594, Val Acc=0.7671
Train Loss=0.4345, Train Acc=0.9320 | Val Loss=1.1446, Val Acc=0.8127
Train Loss=0.3943, Train Acc=0.9382 | Val Loss=1.1381, Val Acc=0.8236
Train Loss=0.3798, Train Acc=0.9424 | Val Loss=1.1369, Val Acc=0.8248
Train Loss=0.3574, Train Acc=0.9508 | Val Loss=1.1148, Val Acc=0.8227
Train Loss=0.3615, Train Acc=0.9546 | Val Loss=1.1394, Val Acc=0.8196
Train Loss=0.3414, Train Acc=0.9573 | Val Loss=1.0821, Val Acc=0.8395
Train Loss=0.3235, Train Acc=0.9612 | Val Loss=1.1545, Val Acc=0.8206
Train Loss=0.3212, Train Acc=0.9661 | Val Loss=1.0679, Val Acc=0.8424
Train Loss=0.3051, Train Acc=0.9620 | Val Loss=1.0924, Val Acc=0.8429
Train Loss=0.2995, Train Acc=0.9659 | Val Loss=1.0741, Val Acc=0.8414
Train Loss=0.3002, Train Acc=0.9706 | Val Loss=1.0437, Val Acc=0.8528
Train Loss=0.2827, Train Acc=0.9743 | Val Loss=1.0571, Val Acc=0.8509
Train Loss=0.2847, Train Acc=0.9790 | Val Loss=1.0450, Val Acc=0.8514
Train Loss=0.2548, Train Acc=0.9808 | Val Loss=1.0361, Val Acc=0.8562
Train Loss=0.2546, Train Acc=0.9805 | Val Loss=1.0766, Val Acc=0.8386
Train Loss=0.2707, Train Acc=0.9768 | Val Loss=1.0317, Val Acc=0.8519
Train Loss=0.2336, Train Acc=0.9809 | Val Loss=1.0951, Val Acc=0.8277
Train Loss=0.2434, Train Acc=0.9832 | Val Loss=1.0341, Val Acc=0.8483
Train Loss=0.2261, Train Acc=0.9856 | Val Loss=1.0399, Val Acc=0.8547
Train Loss=0.2298, Train Acc=0.9874 | Val Loss=1.0215, Val Acc=0.8619
Train Loss=0.2109, Train Acc=0.9880 | Val Loss=0.9971, Val Acc=0.8640
Train Loss=0.2121, Train Acc=0.9874 | Val Loss=1.0263, Val Acc=0.8642
Train Loss=0.2248, Train Acc=0.9840 | Val Loss=1.0609, Val Acc=0.8533
Train Loss=0.2179, Train Acc=0.9870 | Val Loss=1.0703, Val Acc=0.8500
Train Loss=0.2217, Train Acc=0.9895 | Val Loss=1.1069, Val Acc=0.8552
Train Loss=0.1996, Train Acc=0.9910 | Val Loss=1.0701, Val Acc=0.8488
Train Loss=0.2146, Train Acc=0.9902 | Val Loss=1.1171, Val Acc=0.8483
Train Loss=0.2019, Train Acc=0.9898 | Val Loss=1.1020, Val Acc=0.8490
Train Loss=0.1954, Train Acc=0.9915 | Val Loss=1.0647, Val Acc=0.8545
Train Loss=0.1861, Train Acc=0.9936 | Val Loss=1.0793, Val Acc=0.8547
