Train Loss=1.8236, Train Acc=0.2784 | Val Loss=1.8188, Val Acc=0.2986
Train Loss=1.7441, Train Acc=0.3745 | Val Loss=1.7218, Val Acc=0.3264
Train Loss=1.6551, Train Acc=0.4284 | Val Loss=1.6183, Val Acc=0.4444
Train Loss=1.5503, Train Acc=0.4912 | Val Loss=1.5154, Val Acc=0.4722
Train Loss=1.4508, Train Acc=0.5333 | Val Loss=1.4343, Val Acc=0.5278
Train Loss=1.3706, Train Acc=0.5647 | Val Loss=1.3288, Val Acc=0.5694
Train Loss=1.2628, Train Acc=0.6059 | Val Loss=1.2569, Val Acc=0.6111
Train Loss=1.1686, Train Acc=0.6588 | Val Loss=1.1685, Val Acc=0.6181
Train Loss=1.0911, Train Acc=0.6902 | Val Loss=1.1267, Val Acc=0.6528
Train Loss=1.0026, Train Acc=0.7186 | Val Loss=1.0232, Val Acc=0.6875
Train Loss=0.9261, Train Acc=0.7500 | Val Loss=0.9636, Val Acc=0.7153
Train Loss=0.8600, Train Acc=0.7686 | Val Loss=0.9715, Val Acc=0.6875
Train Loss=0.8168, Train Acc=0.7873 | Val Loss=0.9250, Val Acc=0.7222
Train Loss=0.7377, Train Acc=0.8137 | Val Loss=0.8698, Val Acc=0.7014
Train Loss=0.6922, Train Acc=0.8353 | Val Loss=0.8589, Val Acc=0.7292
Train Loss=0.6439, Train Acc=0.8618 | Val Loss=0.8197, Val Acc=0.7639
Train Loss=0.5899, Train Acc=0.8814 | Val Loss=0.8156, Val Acc=0.7431
Train Loss=0.5628, Train Acc=0.8794 | Val Loss=0.8072, Val Acc=0.7361
Train Loss=0.5217, Train Acc=0.9039 | Val Loss=0.7794, Val Acc=0.7361
Train Loss=0.4954, Train Acc=0.9049 | Val Loss=0.7727, Val Acc=0.7500
Train Loss=0.4488, Train Acc=0.9324 | Val Loss=0.7469, Val Acc=0.7708
Train Loss=0.4257, Train Acc=0.9324 | Val Loss=0.7522, Val Acc=0.7500
Train Loss=0.3892, Train Acc=0.9431 | Val Loss=0.7264, Val Acc=0.7917
Train Loss=0.3629, Train Acc=0.9461 | Val Loss=0.7165, Val Acc=0.7708
Train Loss=0.3487, Train Acc=0.9559 | Val Loss=0.7160, Val Acc=0.7917
Train Loss=0.3283, Train Acc=0.9588 | Val Loss=0.7472, Val Acc=0.7639
Train Loss=0.2989, Train Acc=0.9667 | Val Loss=0.6806, Val Acc=0.8333
Train Loss=0.2907, Train Acc=0.9676 | Val Loss=0.7422, Val Acc=0.7708
Train Loss=0.2708, Train Acc=0.9745 | Val Loss=0.7011, Val Acc=0.8056
Train Loss=0.2530, Train Acc=0.9735 | Val Loss=0.6945, Val Acc=0.7708
Train Loss=0.2418, Train Acc=0.9804 | Val Loss=0.6771, Val Acc=0.7986
Train Loss=0.2216, Train Acc=0.9833 | Val Loss=0.6707, Val Acc=0.7986
Train Loss=0.2141, Train Acc=0.9824 | Val Loss=0.6710, Val Acc=0.8125
Train Loss=0.2032, Train Acc=0.9863 | Val Loss=0.6552, Val Acc=0.8194
Train Loss=0.1890, Train Acc=0.9892 | Val Loss=0.6764, Val Acc=0.8264
Train Loss=0.1715, Train Acc=0.9912 | Val Loss=0.6594, Val Acc=0.8125
Train Loss=0.1703, Train Acc=0.9922 | Val Loss=0.7005, Val Acc=0.7639
Train Loss=0.1707, Train Acc=0.9863 | Val Loss=0.7104, Val Acc=0.7917
Train Loss=0.1526, Train Acc=0.9922 | Val Loss=0.6626, Val Acc=0.8264
Train Loss=0.1487, Train Acc=0.9971 | Val Loss=0.7058, Val Acc=0.7778
Train Loss=0.1453, Train Acc=0.9951 | Val Loss=0.6883, Val Acc=0.7778
Train Loss=0.1344, Train Acc=0.9961 | Val Loss=0.6821, Val Acc=0.8056
Train Loss=0.1322, Train Acc=0.9961 | Val Loss=0.6814, Val Acc=0.7986
Train Loss=0.1352, Train Acc=0.9922 | Val Loss=0.7405, Val Acc=0.7847
Train Loss=0.1252, Train Acc=0.9971 | Val Loss=0.6733, Val Acc=0.8056
Train Loss=0.1176, Train Acc=0.9980 | Val Loss=0.6682, Val Acc=0.7986
Train Loss=0.1125, Train Acc=0.9980 | Val Loss=0.6949, Val Acc=0.7986
Train Loss=0.1219, Train Acc=0.9980 | Val Loss=0.6582, Val Acc=0.7847
Train Loss=0.1128, Train Acc=0.9980 | Val Loss=0.6764, Val Acc=0.8056
Train Loss=0.1084, Train Acc=0.9990 | Val Loss=0.7523, Val Acc=0.7639
Train Loss=0.1021, Train Acc=0.9990 | Val Loss=0.6868, Val Acc=0.8056
Train Loss=0.0990, Train Acc=1.0000 | Val Loss=0.7218, Val Acc=0.7847
Train Loss=0.0979, Train Acc=1.0000 | Val Loss=0.6957, Val Acc=0.8056
Train Loss=0.0975, Train Acc=1.0000 | Val Loss=0.6938, Val Acc=0.7847
Train Loss=0.0932, Train Acc=1.0000 | Val Loss=0.6975, Val Acc=0.7917
Train Loss=0.0906, Train Acc=1.0000 | Val Loss=0.7428, Val Acc=0.7847
Train Loss=0.0884, Train Acc=1.0000 | Val Loss=0.7028, Val Acc=0.8125
Train Loss=0.0887, Train Acc=1.0000 | Val Loss=0.7057, Val Acc=0.7917
Train Loss=0.0868, Train Acc=1.0000 | Val Loss=0.7267, Val Acc=0.8056
Train Loss=0.0846, Train Acc=1.0000 | Val Loss=0.7325, Val Acc=0.7986
Train Loss=0.0853, Train Acc=1.0000 | Val Loss=0.7202, Val Acc=0.8056
Train Loss=0.0835, Train Acc=1.0000 | Val Loss=0.7437, Val Acc=0.8056
Train Loss=0.0795, Train Acc=1.0000 | Val Loss=0.7434, Val Acc=0.7847
Train Loss=0.0838, Train Acc=1.0000 | Val Loss=0.7464, Val Acc=0.7986
Train Loss=0.0807, Train Acc=1.0000 | Val Loss=0.7317, Val Acc=0.7986
Train Loss=0.0815, Train Acc=1.0000 | Val Loss=0.7528, Val Acc=0.7986
Train Loss=0.0779, Train Acc=1.0000 | Val Loss=0.7702, Val Acc=0.8056
Train Loss=0.0797, Train Acc=1.0000 | Val Loss=0.7404, Val Acc=0.7847
Train Loss=0.0806, Train Acc=1.0000 | Val Loss=0.7605, Val Acc=0.7847
Train Loss=0.0782, Train Acc=1.0000 | Val Loss=0.7355, Val Acc=0.7917
Train Loss=0.0782, Train Acc=1.0000 | Val Loss=0.7616, Val Acc=0.7986
Train Loss=0.0768, Train Acc=1.0000 | Val Loss=0.7576, Val Acc=0.8056
Train Loss=0.0775, Train Acc=1.0000 | Val Loss=0.7621, Val Acc=0.7986
Train Loss=0.0774, Train Acc=1.0000 | Val Loss=0.7398, Val Acc=0.7986
Train Loss=0.0740, Train Acc=1.0000 | Val Loss=0.7518, Val Acc=0.7778
Train Loss=0.0740, Train Acc=1.0000 | Val Loss=0.7534, Val Acc=0.7986
Train Loss=0.0716, Train Acc=1.0000 | Val Loss=0.7569, Val Acc=0.8125
Train Loss=0.0723, Train Acc=1.0000 | Val Loss=0.7794, Val Acc=0.8056
Train Loss=0.0734, Train Acc=1.0000 | Val Loss=0.7501, Val Acc=0.7917
Train Loss=0.0725, Train Acc=1.0000 | Val Loss=0.7672, Val Acc=0.7986
Train Loss=0.0704, Train Acc=1.0000 | Val Loss=0.7611, Val Acc=0.7986
Train Loss=0.0725, Train Acc=1.0000 | Val Loss=0.7564, Val Acc=0.7778
Train Loss=0.0710, Train Acc=1.0000 | Val Loss=0.7432, Val Acc=0.7917
Train Loss=0.0695, Train Acc=1.0000 | Val Loss=0.7776, Val Acc=0.7986
Train Loss=0.0681, Train Acc=1.0000 | Val Loss=0.7725, Val Acc=0.7986
Train Loss=0.0696, Train Acc=1.0000 | Val Loss=0.7830, Val Acc=0.7986
Train Loss=0.0691, Train Acc=1.0000 | Val Loss=0.8011, Val Acc=0.7986
Train Loss=0.0697, Train Acc=1.0000 | Val Loss=0.7860, Val Acc=0.7917
Train Loss=0.0688, Train Acc=1.0000 | Val Loss=0.7826, Val Acc=0.7917
Train Loss=0.0678, Train Acc=1.0000 | Val Loss=0.7573, Val Acc=0.7986
