Train Loss=2.1143, Train Acc=0.3038 | Val Loss=2.2290, Val Acc=0.2623
Train Loss=1.7706, Train Acc=0.4900 | Val Loss=1.7258, Val Acc=0.5082
Train Loss=1.5998, Train Acc=0.5610 | Val Loss=1.6316, Val Acc=0.5246
Train Loss=1.5098, Train Acc=0.6075 | Val Loss=1.4835, Val Acc=0.6066
Train Loss=1.3742, Train Acc=0.6408 | Val Loss=1.3336, Val Acc=0.6721
Train Loss=1.2795, Train Acc=0.6763 | Val Loss=1.2982, Val Acc=0.6230
Train Loss=1.2324, Train Acc=0.6696 | Val Loss=1.2286, Val Acc=0.7213
Train Loss=1.1767, Train Acc=0.7029 | Val Loss=1.3044, Val Acc=0.6557
Train Loss=1.1165, Train Acc=0.7051 | Val Loss=1.1887, Val Acc=0.7213
Train Loss=1.0020, Train Acc=0.8204 | Val Loss=1.1320, Val Acc=0.7213
Train Loss=0.9708, Train Acc=0.8160 | Val Loss=1.1490, Val Acc=0.6557
Train Loss=0.9562, Train Acc=0.8315 | Val Loss=1.0726, Val Acc=0.7213
Train Loss=0.9861, Train Acc=0.7849 | Val Loss=1.0464, Val Acc=0.7705
Train Loss=1.0121, Train Acc=0.7694 | Val Loss=1.2350, Val Acc=0.6393
Train Loss=1.0676, Train Acc=0.7517 | Val Loss=1.2032, Val Acc=0.7869
Train Loss=1.0208, Train Acc=0.7938 | Val Loss=1.0989, Val Acc=0.7705
Train Loss=0.9267, Train Acc=0.8004 | Val Loss=1.1084, Val Acc=0.7049
Train Loss=0.8145, Train Acc=0.8381 | Val Loss=1.0459, Val Acc=0.7541
Train Loss=0.8473, Train Acc=0.8182 | Val Loss=1.0413, Val Acc=0.7377
Train Loss=0.8190, Train Acc=0.8936 | Val Loss=1.1247, Val Acc=0.6885
Train Loss=0.8877, Train Acc=0.7982 | Val Loss=1.1304, Val Acc=0.6393
Train Loss=0.7858, Train Acc=0.8714 | Val Loss=0.9915, Val Acc=0.7049
Train Loss=0.7238, Train Acc=0.8847 | Val Loss=1.0179, Val Acc=0.7213
Train Loss=0.6522, Train Acc=0.9335 | Val Loss=0.9422, Val Acc=0.8033
Train Loss=0.6228, Train Acc=0.9335 | Val Loss=0.9518, Val Acc=0.8033
Train Loss=0.6216, Train Acc=0.9290 | Val Loss=0.9487, Val Acc=0.7705
Train Loss=0.6042, Train Acc=0.9424 | Val Loss=0.9258, Val Acc=0.7705
Train Loss=0.6087, Train Acc=0.9224 | Val Loss=0.9792, Val Acc=0.7869
Train Loss=0.6032, Train Acc=0.9490 | Val Loss=0.9139, Val Acc=0.8033
Train Loss=0.5779, Train Acc=0.9401 | Val Loss=1.0832, Val Acc=0.7377
Train Loss=0.6836, Train Acc=0.8869 | Val Loss=0.9740, Val Acc=0.7705
Train Loss=0.7117, Train Acc=0.8603 | Val Loss=1.1026, Val Acc=0.7213
Train Loss=0.6238, Train Acc=0.9446 | Val Loss=0.9498, Val Acc=0.8197
Train Loss=0.6335, Train Acc=0.9202 | Val Loss=0.9529, Val Acc=0.8197
Train Loss=0.5798, Train Acc=0.9512 | Val Loss=0.9667, Val Acc=0.7213
Train Loss=0.5076, Train Acc=0.9601 | Val Loss=0.9133, Val Acc=0.8033
Train Loss=0.4774, Train Acc=0.9845 | Val Loss=0.8815, Val Acc=0.8361
Train Loss=0.4473, Train Acc=0.9911 | Val Loss=0.8643, Val Acc=0.8361
Train Loss=0.4772, Train Acc=0.9867 | Val Loss=0.8524, Val Acc=0.8033
Train Loss=0.5159, Train Acc=0.9601 | Val Loss=0.9414, Val Acc=0.7869
Train Loss=0.5789, Train Acc=0.9468 | Val Loss=1.0751, Val Acc=0.7049
Train Loss=0.5375, Train Acc=0.9557 | Val Loss=0.9879, Val Acc=0.7869
Train Loss=0.4956, Train Acc=0.9756 | Val Loss=0.9221, Val Acc=0.8033
Train Loss=0.4406, Train Acc=0.9889 | Val Loss=0.8685, Val Acc=0.8033
Train Loss=0.4160, Train Acc=0.9911 | Val Loss=0.8208, Val Acc=0.8525
Train Loss=0.5115, Train Acc=0.9579 | Val Loss=1.0377, Val Acc=0.7705
Train Loss=0.4571, Train Acc=0.9867 | Val Loss=1.0127, Val Acc=0.7869
Train Loss=0.4292, Train Acc=1.0000 | Val Loss=0.9758, Val Acc=0.7869
Train Loss=0.4221, Train Acc=0.9911 | Val Loss=0.9380, Val Acc=0.8197
Train Loss=0.3860, Train Acc=1.0000 | Val Loss=0.9350, Val Acc=0.7869
Train Loss=0.4107, Train Acc=0.9978 | Val Loss=1.0741, Val Acc=0.7377
Train Loss=0.4888, Train Acc=0.9623 | Val Loss=1.0405, Val Acc=0.7377
Train Loss=0.6247, Train Acc=0.9157 | Val Loss=1.3506, Val Acc=0.5738
Train Loss=0.7781, Train Acc=0.8337 | Val Loss=0.9410, Val Acc=0.8033
Train Loss=0.6400, Train Acc=0.9246 | Val Loss=1.0180, Val Acc=0.7049
Train Loss=0.5778, Train Acc=0.9357 | Val Loss=1.0156, Val Acc=0.7705
Train Loss=0.5045, Train Acc=0.9712 | Val Loss=0.8690, Val Acc=0.7869
Train Loss=0.5146, Train Acc=0.9579 | Val Loss=0.9386, Val Acc=0.7705
Train Loss=0.4520, Train Acc=0.9911 | Val Loss=0.8179, Val Acc=0.8197
Train Loss=0.4413, Train Acc=0.9845 | Val Loss=0.9695, Val Acc=0.7869
Train Loss=0.4209, Train Acc=0.9933 | Val Loss=0.9017, Val Acc=0.7541
Train Loss=0.4179, Train Acc=0.9978 | Val Loss=0.8419, Val Acc=0.8361
Train Loss=0.3800, Train Acc=0.9978 | Val Loss=0.7796, Val Acc=0.8525
Train Loss=0.3708, Train Acc=1.0000 | Val Loss=0.8021, Val Acc=0.8689
Train Loss=0.3838, Train Acc=1.0000 | Val Loss=0.7937, Val Acc=0.8525
Train Loss=0.3671, Train Acc=1.0000 | Val Loss=0.8372, Val Acc=0.8361
Train Loss=0.3589, Train Acc=1.0000 | Val Loss=0.8670, Val Acc=0.8197
