Train Loss=1.9184, Train Acc=0.3060 | Val Loss=2.0851, Val Acc=0.2459
Train Loss=1.6165, Train Acc=0.4590 | Val Loss=1.7140, Val Acc=0.3770
Train Loss=1.4167, Train Acc=0.5809 | Val Loss=1.3421, Val Acc=0.6230
Train Loss=1.2474, Train Acc=0.6142 | Val Loss=1.2680, Val Acc=0.6230
Train Loss=1.1840, Train Acc=0.6652 | Val Loss=1.1657, Val Acc=0.6721
Train Loss=1.0950, Train Acc=0.6652 | Val Loss=1.1184, Val Acc=0.6721
Train Loss=1.0041, Train Acc=0.7494 | Val Loss=1.0530, Val Acc=0.6885
Train Loss=0.9400, Train Acc=0.7450 | Val Loss=1.0639, Val Acc=0.6393
Train Loss=0.9191, Train Acc=0.7539 | Val Loss=0.9931, Val Acc=0.6721
Train Loss=0.8713, Train Acc=0.7761 | Val Loss=1.0226, Val Acc=0.6557
Train Loss=0.8832, Train Acc=0.8027 | Val Loss=1.0453, Val Acc=0.6393
Train Loss=0.8108, Train Acc=0.7783 | Val Loss=1.0437, Val Acc=0.6393
Train Loss=0.7482, Train Acc=0.8271 | Val Loss=0.9274, Val Acc=0.6721
Train Loss=0.7467, Train Acc=0.8226 | Val Loss=0.8802, Val Acc=0.7377
Train Loss=0.7663, Train Acc=0.7960 | Val Loss=1.1210, Val Acc=0.6066
Train Loss=0.7085, Train Acc=0.8514 | Val Loss=0.9608, Val Acc=0.6885
Train Loss=0.6479, Train Acc=0.8714 | Val Loss=0.9015, Val Acc=0.7377
Train Loss=0.5772, Train Acc=0.8803 | Val Loss=0.7600, Val Acc=0.7705
Train Loss=0.5301, Train Acc=0.8980 | Val Loss=0.8287, Val Acc=0.7213
Train Loss=0.5821, Train Acc=0.8736 | Val Loss=0.8455, Val Acc=0.8033
Train Loss=0.5977, Train Acc=0.8736 | Val Loss=0.8374, Val Acc=0.7377
Train Loss=0.5412, Train Acc=0.8736 | Val Loss=0.8506, Val Acc=0.7049
Train Loss=0.4687, Train Acc=0.9379 | Val Loss=0.8280, Val Acc=0.7541
Train Loss=0.4278, Train Acc=0.9313 | Val Loss=0.8414, Val Acc=0.7541
Train Loss=0.4744, Train Acc=0.9091 | Val Loss=0.7906, Val Acc=0.7541
Train Loss=0.4699, Train Acc=0.9313 | Val Loss=0.7639, Val Acc=0.7869
Train Loss=0.5983, Train Acc=0.8404 | Val Loss=0.8865, Val Acc=0.7213
Train Loss=0.5623, Train Acc=0.8758 | Val Loss=0.8972, Val Acc=0.7213
Train Loss=0.4643, Train Acc=0.9290 | Val Loss=0.8744, Val Acc=0.7049
Train Loss=0.4824, Train Acc=0.9113 | Val Loss=0.8404, Val Acc=0.7377
Train Loss=0.4637, Train Acc=0.9335 | Val Loss=0.9469, Val Acc=0.7377
Train Loss=0.4510, Train Acc=0.9224 | Val Loss=0.7311, Val Acc=0.8197
Train Loss=0.4367, Train Acc=0.9335 | Val Loss=0.7904, Val Acc=0.7213
Train Loss=0.4763, Train Acc=0.9069 | Val Loss=0.7553, Val Acc=0.7869
Train Loss=0.4082, Train Acc=0.9490 | Val Loss=0.8378, Val Acc=0.7869
Train Loss=0.3809, Train Acc=0.9623 | Val Loss=0.7343, Val Acc=0.8033
Train Loss=0.3856, Train Acc=0.9512 | Val Loss=0.8585, Val Acc=0.7705
Train Loss=0.3943, Train Acc=0.9579 | Val Loss=0.8390, Val Acc=0.7705
Train Loss=0.3710, Train Acc=0.9579 | Val Loss=0.7279, Val Acc=0.7869
Train Loss=0.3811, Train Acc=0.9712 | Val Loss=0.7591, Val Acc=0.7869
Train Loss=0.4120, Train Acc=0.9290 | Val Loss=0.7609, Val Acc=0.7377
Train Loss=0.3485, Train Acc=0.9734 | Val Loss=0.7009, Val Acc=0.8361
Train Loss=0.3168, Train Acc=0.9756 | Val Loss=0.7453, Val Acc=0.7869
Train Loss=0.3012, Train Acc=0.9889 | Val Loss=0.7294, Val Acc=0.8197
Train Loss=0.3099, Train Acc=0.9645 | Val Loss=1.0171, Val Acc=0.6393
Train Loss=0.7353, Train Acc=0.8204 | Val Loss=1.2369, Val Acc=0.6557
Train Loss=0.5678, Train Acc=0.8603 | Val Loss=0.9070, Val Acc=0.7049
Train Loss=0.4343, Train Acc=0.9446 | Val Loss=1.0548, Val Acc=0.6393
Train Loss=0.4602, Train Acc=0.9180 | Val Loss=1.0279, Val Acc=0.6557
Train Loss=0.4232, Train Acc=0.9268 | Val Loss=1.0441, Val Acc=0.6393
Train Loss=0.4870, Train Acc=0.8958 | Val Loss=0.9189, Val Acc=0.7541
Train Loss=0.5067, Train Acc=0.9047 | Val Loss=0.7764, Val Acc=0.7705
Train Loss=0.4171, Train Acc=0.9401 | Val Loss=0.8706, Val Acc=0.7377
Train Loss=0.3353, Train Acc=0.9845 | Val Loss=0.7736, Val Acc=0.7705
Train Loss=0.3008, Train Acc=0.9845 | Val Loss=0.7347, Val Acc=0.8033
Train Loss=0.2683, Train Acc=0.9911 | Val Loss=0.7560, Val Acc=0.8033
Train Loss=0.2590, Train Acc=0.9911 | Val Loss=0.7041, Val Acc=0.8033
Train Loss=0.3167, Train Acc=0.9645 | Val Loss=0.7074, Val Acc=0.7869
Train Loss=0.2797, Train Acc=0.9911 | Val Loss=0.7257, Val Acc=0.7541
Train Loss=0.2515, Train Acc=0.9956 | Val Loss=0.7702, Val Acc=0.7869
Train Loss=0.3710, Train Acc=0.9424 | Val Loss=0.7044, Val Acc=0.7869
Train Loss=0.3189, Train Acc=0.9734 | Val Loss=0.7387, Val Acc=0.7869
Train Loss=0.3031, Train Acc=0.9778 | Val Loss=0.6939, Val Acc=0.7705
Train Loss=0.2557, Train Acc=0.9956 | Val Loss=0.6748, Val Acc=0.8197
Train Loss=0.2228, Train Acc=1.0000 | Val Loss=0.6931, Val Acc=0.8361
Train Loss=0.2135, Train Acc=1.0000 | Val Loss=0.6868, Val Acc=0.8361
Train Loss=0.2219, Train Acc=0.9978 | Val Loss=0.6776, Val Acc=0.8033
Train Loss=0.2704, Train Acc=0.9823 | Val Loss=0.7967, Val Acc=0.7869
Train Loss=0.2633, Train Acc=0.9889 | Val Loss=0.7562, Val Acc=0.8361
Train Loss=0.2632, Train Acc=0.9911 | Val Loss=0.7207, Val Acc=0.8525
