Train Loss=2.0301, Train Acc=0.2127 | Val Loss=2.0114, Val Acc=0.3194
Train Loss=1.9255, Train Acc=0.3667 | Val Loss=1.8935, Val Acc=0.4097
Train Loss=1.8214, Train Acc=0.4333 | Val Loss=1.7864, Val Acc=0.4306
Train Loss=1.7122, Train Acc=0.5147 | Val Loss=1.6871, Val Acc=0.4931
Train Loss=1.6028, Train Acc=0.5500 | Val Loss=1.5973, Val Acc=0.5347
Train Loss=1.5116, Train Acc=0.5833 | Val Loss=1.5152, Val Acc=0.5069
Train Loss=1.4432, Train Acc=0.5765 | Val Loss=1.4285, Val Acc=0.5694
Train Loss=1.3481, Train Acc=0.6216 | Val Loss=1.3606, Val Acc=0.6111
Train Loss=1.2818, Train Acc=0.6471 | Val Loss=1.3305, Val Acc=0.5903
Train Loss=1.2122, Train Acc=0.6902 | Val Loss=1.2073, Val Acc=0.6736
Train Loss=1.1183, Train Acc=0.7392 | Val Loss=1.1662, Val Acc=0.7083
Train Loss=1.0461, Train Acc=0.7706 | Val Loss=1.0827, Val Acc=0.7222
Train Loss=0.9839, Train Acc=0.7931 | Val Loss=1.0580, Val Acc=0.7292
Train Loss=0.9269, Train Acc=0.8118 | Val Loss=1.0032, Val Acc=0.7431
Train Loss=0.8674, Train Acc=0.8304 | Val Loss=0.9952, Val Acc=0.7569
Train Loss=0.8213, Train Acc=0.8451 | Val Loss=0.9573, Val Acc=0.7778
Train Loss=0.7826, Train Acc=0.8549 | Val Loss=0.9621, Val Acc=0.7778
Train Loss=0.7502, Train Acc=0.8765 | Val Loss=0.9059, Val Acc=0.7778
Train Loss=0.6997, Train Acc=0.8902 | Val Loss=0.9161, Val Acc=0.7500
Train Loss=0.6563, Train Acc=0.9010 | Val Loss=0.8700, Val Acc=0.8056
Train Loss=0.6218, Train Acc=0.9186 | Val Loss=0.8473, Val Acc=0.7639
Train Loss=0.5764, Train Acc=0.9275 | Val Loss=0.8377, Val Acc=0.7847
Train Loss=0.5534, Train Acc=0.9382 | Val Loss=0.8433, Val Acc=0.7917
Train Loss=0.5320, Train Acc=0.9510 | Val Loss=0.8459, Val Acc=0.7778
Train Loss=0.4928, Train Acc=0.9559 | Val Loss=0.8500, Val Acc=0.7847
Train Loss=0.4862, Train Acc=0.9588 | Val Loss=0.8207, Val Acc=0.7847
Train Loss=0.4795, Train Acc=0.9657 | Val Loss=0.8215, Val Acc=0.7986
Train Loss=0.4520, Train Acc=0.9667 | Val Loss=0.8733, Val Acc=0.7708
Train Loss=0.4399, Train Acc=0.9725 | Val Loss=0.7806, Val Acc=0.7847
Train Loss=0.4147, Train Acc=0.9784 | Val Loss=0.7972, Val Acc=0.7917
Train Loss=0.4031, Train Acc=0.9784 | Val Loss=0.8423, Val Acc=0.7778
Train Loss=0.3864, Train Acc=0.9814 | Val Loss=0.8010, Val Acc=0.8056
Train Loss=0.3767, Train Acc=0.9843 | Val Loss=0.7961, Val Acc=0.7986
Train Loss=0.3538, Train Acc=0.9882 | Val Loss=0.8067, Val Acc=0.7639
Train Loss=0.3393, Train Acc=0.9892 | Val Loss=0.8311, Val Acc=0.7847
Train Loss=0.3313, Train Acc=0.9843 | Val Loss=0.8231, Val Acc=0.7569
Train Loss=0.3296, Train Acc=0.9912 | Val Loss=0.8147, Val Acc=0.7847
Train Loss=0.3319, Train Acc=0.9882 | Val Loss=0.8111, Val Acc=0.8056
Train Loss=0.3186, Train Acc=0.9912 | Val Loss=0.8081, Val Acc=0.7986
Train Loss=0.3128, Train Acc=0.9892 | Val Loss=0.7872, Val Acc=0.7986
Train Loss=0.2961, Train Acc=0.9941 | Val Loss=0.7948, Val Acc=0.7986
Train Loss=0.2949, Train Acc=0.9951 | Val Loss=0.8014, Val Acc=0.7917
Train Loss=0.2824, Train Acc=0.9951 | Val Loss=0.7907, Val Acc=0.7847
Train Loss=0.2873, Train Acc=0.9951 | Val Loss=0.8169, Val Acc=0.7917
Train Loss=0.2805, Train Acc=0.9971 | Val Loss=0.8101, Val Acc=0.7778
Train Loss=0.2681, Train Acc=0.9980 | Val Loss=0.7913, Val Acc=0.7847
Train Loss=0.2691, Train Acc=0.9990 | Val Loss=0.7863, Val Acc=0.7847
Train Loss=0.2620, Train Acc=0.9980 | Val Loss=0.7705, Val Acc=0.8056
Train Loss=0.2597, Train Acc=1.0000 | Val Loss=0.7750, Val Acc=0.7917
Train Loss=0.2461, Train Acc=0.9971 | Val Loss=0.7758, Val Acc=0.7847
Train Loss=0.2489, Train Acc=0.9990 | Val Loss=0.7868, Val Acc=0.7917
Train Loss=0.2404, Train Acc=1.0000 | Val Loss=0.7808, Val Acc=0.7917
Train Loss=0.2373, Train Acc=0.9990 | Val Loss=0.7963, Val Acc=0.7708
Train Loss=0.2444, Train Acc=1.0000 | Val Loss=0.7887, Val Acc=0.7778
Train Loss=0.2361, Train Acc=0.9990 | Val Loss=0.7731, Val Acc=0.8194
Train Loss=0.2385, Train Acc=1.0000 | Val Loss=0.7568, Val Acc=0.8194
Train Loss=0.2250, Train Acc=0.9990 | Val Loss=0.7986, Val Acc=0.7847
Train Loss=0.2289, Train Acc=1.0000 | Val Loss=0.8056, Val Acc=0.7639
Train Loss=0.2328, Train Acc=1.0000 | Val Loss=0.8167, Val Acc=0.7917
Train Loss=0.2254, Train Acc=1.0000 | Val Loss=0.8223, Val Acc=0.7847
Train Loss=0.2176, Train Acc=1.0000 | Val Loss=0.8395, Val Acc=0.7778
Train Loss=0.2216, Train Acc=1.0000 | Val Loss=0.8231, Val Acc=0.7778
Train Loss=0.2097, Train Acc=1.0000 | Val Loss=0.8288, Val Acc=0.7778
Train Loss=0.2140, Train Acc=1.0000 | Val Loss=0.8367, Val Acc=0.7708
Train Loss=0.2113, Train Acc=1.0000 | Val Loss=0.8219, Val Acc=0.7708
Train Loss=0.2075, Train Acc=1.0000 | Val Loss=0.8093, Val Acc=0.7778
Train Loss=0.2014, Train Acc=1.0000 | Val Loss=0.8009, Val Acc=0.7778
Train Loss=0.1950, Train Acc=1.0000 | Val Loss=0.8037, Val Acc=0.7639
Train Loss=0.2021, Train Acc=1.0000 | Val Loss=0.8849, Val Acc=0.7500
Train Loss=0.2014, Train Acc=1.0000 | Val Loss=0.8061, Val Acc=0.7778
Train Loss=0.1976, Train Acc=1.0000 | Val Loss=0.8016, Val Acc=0.7847
Train Loss=0.1970, Train Acc=1.0000 | Val Loss=0.8461, Val Acc=0.7569
Train Loss=0.1895, Train Acc=1.0000 | Val Loss=0.7767, Val Acc=0.8056
Train Loss=0.1875, Train Acc=1.0000 | Val Loss=0.7772, Val Acc=0.7986
Train Loss=0.1881, Train Acc=1.0000 | Val Loss=0.8145, Val Acc=0.7778
Train Loss=0.1849, Train Acc=1.0000 | Val Loss=0.7696, Val Acc=0.7986
Train Loss=0.1817, Train Acc=1.0000 | Val Loss=0.7999, Val Acc=0.7917
Train Loss=0.1786, Train Acc=1.0000 | Val Loss=0.8227, Val Acc=0.7708
Train Loss=0.1789, Train Acc=1.0000 | Val Loss=0.8174, Val Acc=0.7639
Train Loss=0.1754, Train Acc=1.0000 | Val Loss=0.8223, Val Acc=0.7708
Train Loss=0.1754, Train Acc=1.0000 | Val Loss=0.8048, Val Acc=0.7778
Train Loss=0.1765, Train Acc=1.0000 | Val Loss=0.7919, Val Acc=0.7847
Train Loss=0.1709, Train Acc=1.0000 | Val Loss=0.7838, Val Acc=0.7708
Train Loss=0.1757, Train Acc=1.0000 | Val Loss=0.8181, Val Acc=0.7778
Train Loss=0.1741, Train Acc=1.0000 | Val Loss=0.7943, Val Acc=0.7778
Train Loss=0.1722, Train Acc=1.0000 | Val Loss=0.7707, Val Acc=0.7917
Train Loss=0.1763, Train Acc=1.0000 | Val Loss=0.8118, Val Acc=0.7778
Train Loss=0.1672, Train Acc=1.0000 | Val Loss=0.7886, Val Acc=0.7778
Train Loss=0.1625, Train Acc=1.0000 | Val Loss=0.8068, Val Acc=0.7847
Train Loss=0.1693, Train Acc=1.0000 | Val Loss=0.7861, Val Acc=0.7917
