Train Loss=1.8046, Train Acc=0.3471 | Val Loss=1.8463, Val Acc=0.4169
Train Loss=1.6484, Train Acc=0.4338 | Val Loss=1.7703, Val Acc=0.4292
Train Loss=1.5581, Train Acc=0.4637 | Val Loss=1.7089, Val Acc=0.4607
Train Loss=1.5079, Train Acc=0.4803 | Val Loss=1.6581, Val Acc=0.4742
Train Loss=1.4437, Train Acc=0.5059 | Val Loss=1.6205, Val Acc=0.4989
Train Loss=1.4045, Train Acc=0.5298 | Val Loss=1.5642, Val Acc=0.5213
Train Loss=1.3691, Train Acc=0.5320 | Val Loss=1.5273, Val Acc=0.5449
Train Loss=1.3311, Train Acc=0.5546 | Val Loss=1.5162, Val Acc=0.5517
Train Loss=1.2984, Train Acc=0.5697 | Val Loss=1.5395, Val Acc=0.5225
Train Loss=1.2704, Train Acc=0.5812 | Val Loss=1.4934, Val Acc=0.5629
Train Loss=1.2157, Train Acc=0.6097 | Val Loss=1.4781, Val Acc=0.5461
Train Loss=1.1973, Train Acc=0.6171 | Val Loss=1.4770, Val Acc=0.5607
Train Loss=1.1551, Train Acc=0.6325 | Val Loss=1.4274, Val Acc=0.5820
Train Loss=1.1351, Train Acc=0.6374 | Val Loss=1.5112, Val Acc=0.5360
Train Loss=1.0927, Train Acc=0.6652 | Val Loss=1.4309, Val Acc=0.5719
Train Loss=1.0438, Train Acc=0.6832 | Val Loss=1.4191, Val Acc=0.5888
Train Loss=1.0324, Train Acc=0.6861 | Val Loss=1.4522, Val Acc=0.5652
Train Loss=0.9923, Train Acc=0.7063 | Val Loss=1.4076, Val Acc=0.5854
Train Loss=0.9541, Train Acc=0.7106 | Val Loss=1.4859, Val Acc=0.5506
Train Loss=0.9157, Train Acc=0.7398 | Val Loss=1.4049, Val Acc=0.5854
Train Loss=0.8849, Train Acc=0.7482 | Val Loss=1.4823, Val Acc=0.5528
Train Loss=0.8472, Train Acc=0.7710 | Val Loss=1.4345, Val Acc=0.5809
Train Loss=0.8271, Train Acc=0.7740 | Val Loss=1.5355, Val Acc=0.5674
Train Loss=0.8064, Train Acc=0.7844 | Val Loss=1.4837, Val Acc=0.5787
Train Loss=0.7341, Train Acc=0.8158 | Val Loss=1.4932, Val Acc=0.5685
Train Loss=0.6980, Train Acc=0.8292 | Val Loss=1.4454, Val Acc=0.5899
Train Loss=0.6867, Train Acc=0.8322 | Val Loss=1.5458, Val Acc=0.5449
Train Loss=0.6541, Train Acc=0.8442 | Val Loss=1.4815, Val Acc=0.5831
Train Loss=0.6410, Train Acc=0.8490 | Val Loss=1.5575, Val Acc=0.5629
Train Loss=0.5813, Train Acc=0.8735 | Val Loss=1.4995, Val Acc=0.5899
Train Loss=0.5496, Train Acc=0.8899 | Val Loss=1.5203, Val Acc=0.5955
Train Loss=0.5389, Train Acc=0.8917 | Val Loss=1.6401, Val Acc=0.5506
Train Loss=0.5251, Train Acc=0.8902 | Val Loss=1.5559, Val Acc=0.5944
Train Loss=0.4923, Train Acc=0.9116 | Val Loss=1.6344, Val Acc=0.5596
Train Loss=0.4655, Train Acc=0.9190 | Val Loss=1.5872, Val Acc=0.5787
Train Loss=0.4398, Train Acc=0.9265 | Val Loss=1.6746, Val Acc=0.5708
