Train Loss=1.8950, Train Acc=0.4109 | Val Loss=2.1436, Val Acc=0.4247
Train Loss=1.7463, Train Acc=0.4783 | Val Loss=2.1038, Val Acc=0.4461
Train Loss=1.6846, Train Acc=0.5043 | Val Loss=1.9470, Val Acc=0.5506
Train Loss=1.6062, Train Acc=0.5295 | Val Loss=2.0478, Val Acc=0.4438
Train Loss=1.5519, Train Acc=0.5521 | Val Loss=1.8837, Val Acc=0.5528
Train Loss=1.5032, Train Acc=0.5773 | Val Loss=2.0375, Val Acc=0.4921
Train Loss=1.4518, Train Acc=0.6021 | Val Loss=1.8635, Val Acc=0.5640
Train Loss=1.3999, Train Acc=0.6166 | Val Loss=1.7943, Val Acc=0.5820
Train Loss=1.3579, Train Acc=0.6385 | Val Loss=2.0013, Val Acc=0.5169
Train Loss=1.2903, Train Acc=0.6555 | Val Loss=1.7304, Val Acc=0.6202
Train Loss=1.2534, Train Acc=0.6782 | Val Loss=1.8030, Val Acc=0.5899
Train Loss=1.1693, Train Acc=0.7092 | Val Loss=1.6877, Val Acc=0.6101
Train Loss=1.1261, Train Acc=0.7264 | Val Loss=1.7801, Val Acc=0.5933
Train Loss=1.0851, Train Acc=0.7419 | Val Loss=1.6755, Val Acc=0.6528
Train Loss=0.9897, Train Acc=0.7776 | Val Loss=1.7688, Val Acc=0.6202
Train Loss=0.9393, Train Acc=0.8006 | Val Loss=1.7281, Val Acc=0.6517
Train Loss=0.8930, Train Acc=0.8207 | Val Loss=1.7487, Val Acc=0.6191
Train Loss=0.7822, Train Acc=0.8540 | Val Loss=1.7243, Val Acc=0.6326
Train Loss=0.7732, Train Acc=0.8588 | Val Loss=1.7242, Val Acc=0.6315
Train Loss=0.6666, Train Acc=0.9031 | Val Loss=1.8289, Val Acc=0.6270
Train Loss=0.6391, Train Acc=0.9125 | Val Loss=1.8611, Val Acc=0.6225
Train Loss=0.5715, Train Acc=0.9356 | Val Loss=1.9283, Val Acc=0.6067
Train Loss=0.5258, Train Acc=0.9551 | Val Loss=1.8784, Val Acc=0.6315
Train Loss=0.4824, Train Acc=0.9677 | Val Loss=2.0023, Val Acc=0.6281
Train Loss=0.5043, Train Acc=0.9586 | Val Loss=1.9582, Val Acc=0.6157
Train Loss=0.4558, Train Acc=0.9747 | Val Loss=1.9270, Val Acc=0.6270
Train Loss=0.4165, Train Acc=0.9859 | Val Loss=2.2056, Val Acc=0.6079
Train Loss=0.4307, Train Acc=0.9831 | Val Loss=2.0479, Val Acc=0.6180
Train Loss=0.4090, Train Acc=0.9847 | Val Loss=2.0284, Val Acc=0.6382
Train Loss=0.4329, Train Acc=0.9772 | Val Loss=2.0303, Val Acc=0.6236
Train Loss=0.4238, Train Acc=0.9820 | Val Loss=2.0711, Val Acc=0.6213
Train Loss=0.3939, Train Acc=0.9836 | Val Loss=2.2000, Val Acc=0.6124
Train Loss=0.3713, Train Acc=0.9943 | Val Loss=2.1772, Val Acc=0.6180
Train Loss=0.3436, Train Acc=0.9970 | Val Loss=2.1299, Val Acc=0.6146
Train Loss=0.3365, Train Acc=0.9984 | Val Loss=2.0703, Val Acc=0.6236
