Train Loss=1.9885, Train Acc=0.2239 | Val Loss=1.9657, Val Acc=0.2459
Train Loss=1.8923, Train Acc=0.2705 | Val Loss=1.8892, Val Acc=0.2459
Train Loss=1.8346, Train Acc=0.3415 | Val Loss=1.8047, Val Acc=0.4098
Train Loss=1.7602, Train Acc=0.3814 | Val Loss=1.7198, Val Acc=0.4262
Train Loss=1.6807, Train Acc=0.4501 | Val Loss=1.6226, Val Acc=0.4590
Train Loss=1.5961, Train Acc=0.5122 | Val Loss=1.5433, Val Acc=0.4918
Train Loss=1.5174, Train Acc=0.5543 | Val Loss=1.4601, Val Acc=0.5082
Train Loss=1.4547, Train Acc=0.5499 | Val Loss=1.4011, Val Acc=0.5082
Train Loss=1.3992, Train Acc=0.6142 | Val Loss=1.3482, Val Acc=0.6721
Train Loss=1.3507, Train Acc=0.6142 | Val Loss=1.2981, Val Acc=0.6393
Train Loss=1.2995, Train Acc=0.5965 | Val Loss=1.2813, Val Acc=0.6230
Train Loss=1.2584, Train Acc=0.6386 | Val Loss=1.2327, Val Acc=0.7541
Train Loss=1.2157, Train Acc=0.6785 | Val Loss=1.1883, Val Acc=0.7377
Train Loss=1.1713, Train Acc=0.6741 | Val Loss=1.1713, Val Acc=0.7541
Train Loss=1.1467, Train Acc=0.6674 | Val Loss=1.1455, Val Acc=0.6721
Train Loss=1.1052, Train Acc=0.7051 | Val Loss=1.1215, Val Acc=0.7541
Train Loss=1.0881, Train Acc=0.7317 | Val Loss=1.0836, Val Acc=0.7869
Train Loss=1.0365, Train Acc=0.7406 | Val Loss=1.0798, Val Acc=0.7377
Train Loss=1.0222, Train Acc=0.7051 | Val Loss=1.0475, Val Acc=0.7213
Train Loss=0.9856, Train Acc=0.7605 | Val Loss=1.0488, Val Acc=0.7213
Train Loss=0.9662, Train Acc=0.7827 | Val Loss=1.0294, Val Acc=0.7377
Train Loss=0.9243, Train Acc=0.7805 | Val Loss=0.9975, Val Acc=0.7213
Train Loss=0.8921, Train Acc=0.7761 | Val Loss=0.9584, Val Acc=0.8033
Train Loss=0.8694, Train Acc=0.8115 | Val Loss=0.9773, Val Acc=0.7869
Train Loss=0.8488, Train Acc=0.8049 | Val Loss=0.9510, Val Acc=0.7541
Train Loss=0.8276, Train Acc=0.8137 | Val Loss=0.9307, Val Acc=0.7869
Train Loss=0.8061, Train Acc=0.8381 | Val Loss=0.9258, Val Acc=0.7705
Train Loss=0.7866, Train Acc=0.8226 | Val Loss=0.9071, Val Acc=0.7705
Train Loss=0.7477, Train Acc=0.8625 | Val Loss=0.9050, Val Acc=0.8033
Train Loss=0.7486, Train Acc=0.8359 | Val Loss=0.8947, Val Acc=0.7869
