Train Loss=1.9184, Train Acc=0.3237 | Val Loss=2.0435, Val Acc=0.2459
Train Loss=1.5778, Train Acc=0.4678 | Val Loss=1.6655, Val Acc=0.3770
Train Loss=1.3953, Train Acc=0.5499 | Val Loss=1.4663, Val Acc=0.4262
Train Loss=1.2653, Train Acc=0.5698 | Val Loss=1.2015, Val Acc=0.6230
Train Loss=1.1940, Train Acc=0.6231 | Val Loss=1.2949, Val Acc=0.5410
Train Loss=1.1302, Train Acc=0.6696 | Val Loss=1.2984, Val Acc=0.5246
Train Loss=1.1293, Train Acc=0.6341 | Val Loss=1.0558, Val Acc=0.6885
Train Loss=1.0522, Train Acc=0.7073 | Val Loss=1.0242, Val Acc=0.7541
Train Loss=1.0095, Train Acc=0.7007 | Val Loss=1.0697, Val Acc=0.6393
Train Loss=0.8975, Train Acc=0.7916 | Val Loss=1.0251, Val Acc=0.7377
Train Loss=0.8968, Train Acc=0.7450 | Val Loss=1.0987, Val Acc=0.6230
Train Loss=0.8312, Train Acc=0.7916 | Val Loss=0.9482, Val Acc=0.7377
Train Loss=0.7291, Train Acc=0.8359 | Val Loss=0.9344, Val Acc=0.7213
Train Loss=0.6969, Train Acc=0.8359 | Val Loss=1.0098, Val Acc=0.7377
Train Loss=0.8237, Train Acc=0.7517 | Val Loss=0.9695, Val Acc=0.6721
Train Loss=0.7666, Train Acc=0.8226 | Val Loss=0.9233, Val Acc=0.7213
Train Loss=0.6514, Train Acc=0.8625 | Val Loss=0.8458, Val Acc=0.7705
Train Loss=0.5762, Train Acc=0.8758 | Val Loss=0.8307, Val Acc=0.7213
Train Loss=0.5325, Train Acc=0.9157 | Val Loss=0.7950, Val Acc=0.7541
Train Loss=0.5246, Train Acc=0.9224 | Val Loss=0.8150, Val Acc=0.7213
Train Loss=0.5402, Train Acc=0.9091 | Val Loss=0.9364, Val Acc=0.7377
Train Loss=0.6639, Train Acc=0.8537 | Val Loss=0.9912, Val Acc=0.7049
Train Loss=0.6891, Train Acc=0.8404 | Val Loss=1.0209, Val Acc=0.6885
Train Loss=0.6569, Train Acc=0.8780 | Val Loss=0.8640, Val Acc=0.7869
Train Loss=0.6141, Train Acc=0.8780 | Val Loss=0.8310, Val Acc=0.7869
Train Loss=0.5138, Train Acc=0.9024 | Val Loss=0.8473, Val Acc=0.7869
Train Loss=0.4573, Train Acc=0.9446 | Val Loss=0.9352, Val Acc=0.7213
Train Loss=0.4318, Train Acc=0.9490 | Val Loss=0.9030, Val Acc=0.7049
Train Loss=0.4457, Train Acc=0.9135 | Val Loss=0.8162, Val Acc=0.7377
Train Loss=0.3650, Train Acc=0.9690 | Val Loss=0.7110, Val Acc=0.8033
Train Loss=0.3224, Train Acc=0.9800 | Val Loss=0.7149, Val Acc=0.8033
Train Loss=0.3050, Train Acc=0.9845 | Val Loss=0.7056, Val Acc=0.8033
Train Loss=0.3891, Train Acc=0.9335 | Val Loss=1.0488, Val Acc=0.6230
Train Loss=0.4211, Train Acc=0.9268 | Val Loss=0.8255, Val Acc=0.7869
Train Loss=0.4272, Train Acc=0.9246 | Val Loss=0.8715, Val Acc=0.7705
Train Loss=0.3573, Train Acc=0.9645 | Val Loss=0.7352, Val Acc=0.8689
Train Loss=0.3237, Train Acc=0.9823 | Val Loss=0.8596, Val Acc=0.7377
Train Loss=0.3888, Train Acc=0.9379 | Val Loss=0.8104, Val Acc=0.7377
Train Loss=0.4378, Train Acc=0.9180 | Val Loss=0.7693, Val Acc=0.7869
Train Loss=0.3902, Train Acc=0.9557 | Val Loss=0.8413, Val Acc=0.7705
Train Loss=0.3328, Train Acc=0.9823 | Val Loss=0.7154, Val Acc=0.7705
Train Loss=0.3729, Train Acc=0.9512 | Val Loss=0.7879, Val Acc=0.7869
Train Loss=0.3720, Train Acc=0.9645 | Val Loss=0.7889, Val Acc=0.7705
Train Loss=0.3586, Train Acc=0.9534 | Val Loss=0.8612, Val Acc=0.7541
Train Loss=0.2923, Train Acc=0.9756 | Val Loss=0.7861, Val Acc=0.7377
Train Loss=0.2706, Train Acc=0.9889 | Val Loss=0.7673, Val Acc=0.7869
Train Loss=0.2477, Train Acc=0.9956 | Val Loss=0.6560, Val Acc=0.7869
Train Loss=0.2618, Train Acc=0.9756 | Val Loss=0.6920, Val Acc=0.7705
Train Loss=0.2440, Train Acc=0.9956 | Val Loss=0.6718, Val Acc=0.8033
