Train Loss=3.2702, Train Acc=0.3433 | Val Loss=4.6611, Val Acc=0.3368
Train Loss=3.0348, Train Acc=0.3963 | Val Loss=4.4347, Val Acc=0.4009
Train Loss=2.8303, Train Acc=0.3965 | Val Loss=4.3852, Val Acc=0.3311
Train Loss=2.6674, Train Acc=0.4136 | Val Loss=4.3602, Val Acc=0.3743
Train Loss=2.5988, Train Acc=0.4286 | Val Loss=4.1787, Val Acc=0.3921
Train Loss=2.4443, Train Acc=0.4453 | Val Loss=4.1548, Val Acc=0.3957
Train Loss=2.3615, Train Acc=0.4519 | Val Loss=4.0623, Val Acc=0.3900
Train Loss=2.3175, Train Acc=0.4570 | Val Loss=3.9959, Val Acc=0.3990
Train Loss=2.2507, Train Acc=0.4684 | Val Loss=4.3899, Val Acc=0.3549
Train Loss=2.2036, Train Acc=0.4675 | Val Loss=3.9356, Val Acc=0.4363
Train Loss=2.2371, Train Acc=0.4790 | Val Loss=3.9217, Val Acc=0.4348
Train Loss=2.1990, Train Acc=0.4843 | Val Loss=3.8813, Val Acc=0.3594
Train Loss=2.0926, Train Acc=0.4981 | Val Loss=4.0358, Val Acc=0.4140
Train Loss=2.0918, Train Acc=0.5175 | Val Loss=3.7893, Val Acc=0.4536
Train Loss=2.0797, Train Acc=0.5138 | Val Loss=3.6641, Val Acc=0.4804
Train Loss=1.9652, Train Acc=0.5273 | Val Loss=3.6766, Val Acc=0.4676
Train Loss=1.9992, Train Acc=0.5294 | Val Loss=3.5851, Val Acc=0.5030
Train Loss=1.8795, Train Acc=0.5435 | Val Loss=3.5936, Val Acc=0.4954
Train Loss=1.8795, Train Acc=0.5462 | Val Loss=3.5700, Val Acc=0.4823
Train Loss=1.8690, Train Acc=0.5496 | Val Loss=3.7455, Val Acc=0.4702
Train Loss=1.7918, Train Acc=0.5571 | Val Loss=3.6690, Val Acc=0.5129
Train Loss=1.7193, Train Acc=0.5652 | Val Loss=3.5304, Val Acc=0.4961
Train Loss=1.8147, Train Acc=0.5625 | Val Loss=3.5671, Val Acc=0.5177
Train Loss=1.7174, Train Acc=0.5767 | Val Loss=3.5041, Val Acc=0.4992
Train Loss=1.7291, Train Acc=0.5786 | Val Loss=3.5367, Val Acc=0.5243
Train Loss=1.6714, Train Acc=0.5890 | Val Loss=3.4947, Val Acc=0.5267
Train Loss=1.6703, Train Acc=0.5912 | Val Loss=3.3887, Val Acc=0.5229
Train Loss=1.6575, Train Acc=0.5955 | Val Loss=3.5463, Val Acc=0.5129
Train Loss=1.6431, Train Acc=0.5951 | Val Loss=3.4324, Val Acc=0.5383
Train Loss=1.6102, Train Acc=0.6105 | Val Loss=3.4811, Val Acc=0.5355
Train Loss=1.6321, Train Acc=0.6181 | Val Loss=3.3028, Val Acc=0.5459
Train Loss=1.5265, Train Acc=0.6182 | Val Loss=3.3977, Val Acc=0.4837
Train Loss=1.5206, Train Acc=0.6387 | Val Loss=3.2792, Val Acc=0.5478
Train Loss=1.4742, Train Acc=0.6440 | Val Loss=3.3421, Val Acc=0.5229
Train Loss=1.4249, Train Acc=0.6457 | Val Loss=3.2826, Val Acc=0.5813
Train Loss=1.3949, Train Acc=0.6557 | Val Loss=3.2138, Val Acc=0.5768
Train Loss=1.3620, Train Acc=0.6600 | Val Loss=3.1440, Val Acc=0.5903
Train Loss=1.3494, Train Acc=0.6657 | Val Loss=3.0701, Val Acc=0.5955
Train Loss=1.3719, Train Acc=0.6617 | Val Loss=3.2187, Val Acc=0.5671
Train Loss=1.2966, Train Acc=0.6813 | Val Loss=3.0102, Val Acc=0.5887
Train Loss=1.3081, Train Acc=0.6807 | Val Loss=3.0618, Val Acc=0.5799
