Train Loss=2.2567, Train Acc=0.2993 | Val Loss=2.2457, Val Acc=0.2459
Train Loss=2.1289, Train Acc=0.3814 | Val Loss=2.1757, Val Acc=0.4426
Train Loss=2.0356, Train Acc=0.4745 | Val Loss=2.0693, Val Acc=0.5246
Train Loss=1.9648, Train Acc=0.5100 | Val Loss=1.9676, Val Acc=0.5246
Train Loss=1.8993, Train Acc=0.5299 | Val Loss=1.8837, Val Acc=0.5902
Train Loss=1.8120, Train Acc=0.5654 | Val Loss=1.8086, Val Acc=0.5902
Train Loss=1.7498, Train Acc=0.5876 | Val Loss=1.7436, Val Acc=0.6230
Train Loss=1.6957, Train Acc=0.5965 | Val Loss=1.6851, Val Acc=0.6557
Train Loss=1.6382, Train Acc=0.6075 | Val Loss=1.6441, Val Acc=0.6393
Train Loss=1.6106, Train Acc=0.6098 | Val Loss=1.6213, Val Acc=0.6393
Train Loss=1.5457, Train Acc=0.6053 | Val Loss=1.5911, Val Acc=0.6066
Train Loss=1.5040, Train Acc=0.6851 | Val Loss=1.5665, Val Acc=0.6557
Train Loss=1.4331, Train Acc=0.6785 | Val Loss=1.5133, Val Acc=0.6557
Train Loss=1.4289, Train Acc=0.6608 | Val Loss=1.5037, Val Acc=0.6557
Train Loss=1.3749, Train Acc=0.6918 | Val Loss=1.4619, Val Acc=0.6885
Train Loss=1.3547, Train Acc=0.6807 | Val Loss=1.4111, Val Acc=0.6885
Train Loss=1.3092, Train Acc=0.7627 | Val Loss=1.3859, Val Acc=0.6885
Train Loss=1.2633, Train Acc=0.7672 | Val Loss=1.3470, Val Acc=0.7049
Train Loss=1.2143, Train Acc=0.7871 | Val Loss=1.3329, Val Acc=0.7213
Train Loss=1.2043, Train Acc=0.7384 | Val Loss=1.3206, Val Acc=0.7049
Train Loss=1.1568, Train Acc=0.8115 | Val Loss=1.2770, Val Acc=0.7705
Train Loss=1.1213, Train Acc=0.8160 | Val Loss=1.2773, Val Acc=0.7049
Train Loss=1.1103, Train Acc=0.7982 | Val Loss=1.2489, Val Acc=0.7049
Train Loss=1.0555, Train Acc=0.8470 | Val Loss=1.2191, Val Acc=0.7541
Train Loss=1.0396, Train Acc=0.8426 | Val Loss=1.2140, Val Acc=0.7705
Train Loss=1.0383, Train Acc=0.8271 | Val Loss=1.1977, Val Acc=0.7213
Train Loss=0.9874, Train Acc=0.8559 | Val Loss=1.1753, Val Acc=0.7705
Train Loss=0.9962, Train Acc=0.8736 | Val Loss=1.1721, Val Acc=0.7705
Train Loss=0.9412, Train Acc=0.8914 | Val Loss=1.1731, Val Acc=0.7377
Train Loss=1.0106, Train Acc=0.8581 | Val Loss=1.1608, Val Acc=0.7705
Train Loss=0.9707, Train Acc=0.8537 | Val Loss=1.1536, Val Acc=0.7377
Train Loss=0.8928, Train Acc=0.8980 | Val Loss=1.1083, Val Acc=0.7869
Train Loss=0.8720, Train Acc=0.9069 | Val Loss=1.0830, Val Acc=0.8033
Train Loss=0.8662, Train Acc=0.9135 | Val Loss=1.0797, Val Acc=0.7869
Train Loss=0.8157, Train Acc=0.9246 | Val Loss=1.0810, Val Acc=0.8197
Train Loss=0.8024, Train Acc=0.9157 | Val Loss=1.0665, Val Acc=0.8361
Train Loss=0.8060, Train Acc=0.9335 | Val Loss=1.0731, Val Acc=0.8197
Train Loss=0.7811, Train Acc=0.9180 | Val Loss=1.0809, Val Acc=0.7869
Train Loss=0.8124, Train Acc=0.9290 | Val Loss=1.0583, Val Acc=0.8033
Train Loss=0.7767, Train Acc=0.9180 | Val Loss=1.0771, Val Acc=0.7869
Train Loss=0.7313, Train Acc=0.9446 | Val Loss=1.0331, Val Acc=0.8197
Train Loss=0.7077, Train Acc=0.9534 | Val Loss=1.0276, Val Acc=0.8197
