Train Loss=2.2662, Train Acc=0.2129 | Val Loss=2.2528, Val Acc=0.2459
Train Loss=2.1393, Train Acc=0.2905 | Val Loss=2.1692, Val Acc=0.2787
Train Loss=2.0727, Train Acc=0.4257 | Val Loss=2.0657, Val Acc=0.4098
Train Loss=1.9741, Train Acc=0.4279 | Val Loss=1.9594, Val Acc=0.4262
Train Loss=1.9242, Train Acc=0.4279 | Val Loss=1.8728, Val Acc=0.4754
Train Loss=1.8412, Train Acc=0.4922 | Val Loss=1.8061, Val Acc=0.4918
Train Loss=1.7569, Train Acc=0.5388 | Val Loss=1.7469, Val Acc=0.5082
Train Loss=1.6998, Train Acc=0.5654 | Val Loss=1.7012, Val Acc=0.5082
Train Loss=1.6632, Train Acc=0.5854 | Val Loss=1.6701, Val Acc=0.4754
Train Loss=1.5910, Train Acc=0.5743 | Val Loss=1.6148, Val Acc=0.5410
Train Loss=1.5485, Train Acc=0.6031 | Val Loss=1.5774, Val Acc=0.5902
Train Loss=1.5035, Train Acc=0.6386 | Val Loss=1.5507, Val Acc=0.6230
Train Loss=1.4909, Train Acc=0.6829 | Val Loss=1.5356, Val Acc=0.5738
Train Loss=1.4012, Train Acc=0.7029 | Val Loss=1.4888, Val Acc=0.6393
Train Loss=1.3937, Train Acc=0.6120 | Val Loss=1.4589, Val Acc=0.6230
Train Loss=1.3727, Train Acc=0.6630 | Val Loss=1.4127, Val Acc=0.7049
Train Loss=1.3312, Train Acc=0.7650 | Val Loss=1.4221, Val Acc=0.6885
Train Loss=1.2819, Train Acc=0.7273 | Val Loss=1.3803, Val Acc=0.6230
Train Loss=1.2751, Train Acc=0.7029 | Val Loss=1.3567, Val Acc=0.6557
Train Loss=1.2288, Train Acc=0.7494 | Val Loss=1.3270, Val Acc=0.6885
Train Loss=1.1870, Train Acc=0.7827 | Val Loss=1.3141, Val Acc=0.7213
Train Loss=1.1683, Train Acc=0.7960 | Val Loss=1.2895, Val Acc=0.7049
Train Loss=1.1450, Train Acc=0.7916 | Val Loss=1.2860, Val Acc=0.7541
Train Loss=1.1538, Train Acc=0.8160 | Val Loss=1.2655, Val Acc=0.6885
Train Loss=1.1309, Train Acc=0.7672 | Val Loss=1.2752, Val Acc=0.6885
Train Loss=1.1105, Train Acc=0.7938 | Val Loss=1.2404, Val Acc=0.7213
Train Loss=1.0770, Train Acc=0.7716 | Val Loss=1.2242, Val Acc=0.7213
Train Loss=1.0503, Train Acc=0.8692 | Val Loss=1.2427, Val Acc=0.7869
Train Loss=1.0593, Train Acc=0.8647 | Val Loss=1.2034, Val Acc=0.7049
Train Loss=1.0184, Train Acc=0.8160 | Val Loss=1.2015, Val Acc=0.7213
Train Loss=1.0132, Train Acc=0.8670 | Val Loss=1.1933, Val Acc=0.7705
Train Loss=0.9829, Train Acc=0.8492 | Val Loss=1.1803, Val Acc=0.7377
Train Loss=0.9685, Train Acc=0.8714 | Val Loss=1.1624, Val Acc=0.7705
Train Loss=0.9784, Train Acc=0.8958 | Val Loss=1.1775, Val Acc=0.7213
Train Loss=0.9690, Train Acc=0.8448 | Val Loss=1.1423, Val Acc=0.7049
Train Loss=0.9450, Train Acc=0.8625 | Val Loss=1.1067, Val Acc=0.7705
Train Loss=0.9005, Train Acc=0.9135 | Val Loss=1.1009, Val Acc=0.7705
Train Loss=0.8743, Train Acc=0.9157 | Val Loss=1.0958, Val Acc=0.8197
Train Loss=0.8953, Train Acc=0.8980 | Val Loss=1.0964, Val Acc=0.7541
