Train Loss=1.8230, Train Acc=0.2069 | Val Loss=1.8195, Val Acc=0.2986
Train Loss=1.7381, Train Acc=0.3412 | Val Loss=1.7160, Val Acc=0.3611
Train Loss=1.6585, Train Acc=0.3863 | Val Loss=1.6228, Val Acc=0.4097
Train Loss=1.5634, Train Acc=0.4480 | Val Loss=1.5347, Val Acc=0.3958
Train Loss=1.4702, Train Acc=0.4931 | Val Loss=1.4497, Val Acc=0.4861
Train Loss=1.3532, Train Acc=0.5745 | Val Loss=1.3566, Val Acc=0.5347
Train Loss=1.2471, Train Acc=0.6167 | Val Loss=1.2513, Val Acc=0.5903
Train Loss=1.1558, Train Acc=0.6402 | Val Loss=1.1402, Val Acc=0.6250
Train Loss=1.0397, Train Acc=0.6804 | Val Loss=1.0842, Val Acc=0.6806
Train Loss=0.9510, Train Acc=0.7186 | Val Loss=1.0187, Val Acc=0.6528
Train Loss=0.8736, Train Acc=0.7578 | Val Loss=0.9463, Val Acc=0.6806
Train Loss=0.8093, Train Acc=0.7696 | Val Loss=0.9459, Val Acc=0.6736
Train Loss=0.7599, Train Acc=0.7922 | Val Loss=0.9088, Val Acc=0.7153
Train Loss=0.6993, Train Acc=0.8186 | Val Loss=0.8670, Val Acc=0.7153
Train Loss=0.6412, Train Acc=0.8324 | Val Loss=0.8402, Val Acc=0.7083
Train Loss=0.5851, Train Acc=0.8686 | Val Loss=0.8124, Val Acc=0.7292
Train Loss=0.5569, Train Acc=0.8735 | Val Loss=0.8279, Val Acc=0.7361
Train Loss=0.5258, Train Acc=0.8765 | Val Loss=0.7594, Val Acc=0.7708
Train Loss=0.4767, Train Acc=0.9059 | Val Loss=0.7539, Val Acc=0.7708
Train Loss=0.4498, Train Acc=0.9206 | Val Loss=0.7646, Val Acc=0.7431
Train Loss=0.4155, Train Acc=0.9275 | Val Loss=0.7141, Val Acc=0.7847
Train Loss=0.3872, Train Acc=0.9402 | Val Loss=0.7093, Val Acc=0.7708
Train Loss=0.3695, Train Acc=0.9471 | Val Loss=0.7026, Val Acc=0.7708
Train Loss=0.3548, Train Acc=0.9490 | Val Loss=0.7517, Val Acc=0.7361
Train Loss=0.3222, Train Acc=0.9578 | Val Loss=0.7368, Val Acc=0.7500
Train Loss=0.3189, Train Acc=0.9529 | Val Loss=0.7234, Val Acc=0.7986
Train Loss=0.2957, Train Acc=0.9647 | Val Loss=0.7114, Val Acc=0.7847
Train Loss=0.2712, Train Acc=0.9765 | Val Loss=0.6821, Val Acc=0.7500
Train Loss=0.2496, Train Acc=0.9765 | Val Loss=0.6933, Val Acc=0.7361
Train Loss=0.2308, Train Acc=0.9853 | Val Loss=0.6849, Val Acc=0.7500
Train Loss=0.2197, Train Acc=0.9853 | Val Loss=0.6833, Val Acc=0.7569
Train Loss=0.2050, Train Acc=0.9863 | Val Loss=0.6828, Val Acc=0.7431
Train Loss=0.1884, Train Acc=0.9912 | Val Loss=0.6792, Val Acc=0.7847
Train Loss=0.1808, Train Acc=0.9892 | Val Loss=0.6812, Val Acc=0.7569
Train Loss=0.1691, Train Acc=0.9922 | Val Loss=0.6881, Val Acc=0.7639
Train Loss=0.1804, Train Acc=0.9873 | Val Loss=0.7224, Val Acc=0.7778
Train Loss=0.1646, Train Acc=0.9922 | Val Loss=0.6889, Val Acc=0.7569
Train Loss=0.1444, Train Acc=0.9951 | Val Loss=0.7096, Val Acc=0.7708
Train Loss=0.1409, Train Acc=0.9951 | Val Loss=0.7504, Val Acc=0.7569
Train Loss=0.1376, Train Acc=0.9971 | Val Loss=0.7174, Val Acc=0.7708
