Train Loss=2.5014, Train Acc=0.3433 | Val Loss=3.7059, Val Acc=0.3380
Train Loss=2.4121, Train Acc=0.3527 | Val Loss=3.4330, Val Acc=0.3449
Train Loss=2.2607, Train Acc=0.3741 | Val Loss=3.4186, Val Acc=0.3480
Train Loss=2.2211, Train Acc=0.3885 | Val Loss=3.3218, Val Acc=0.3387
Train Loss=2.1235, Train Acc=0.4062 | Val Loss=3.2220, Val Acc=0.3696
Train Loss=2.0458, Train Acc=0.4262 | Val Loss=3.2188, Val Acc=0.3757
Train Loss=1.9538, Train Acc=0.4445 | Val Loss=3.1413, Val Acc=0.4007
Train Loss=1.9392, Train Acc=0.4519 | Val Loss=3.0767, Val Acc=0.4085
Train Loss=1.9248, Train Acc=0.4530 | Val Loss=3.2106, Val Acc=0.4066
Train Loss=1.9022, Train Acc=0.4609 | Val Loss=3.1026, Val Acc=0.4256
Train Loss=1.9003, Train Acc=0.4708 | Val Loss=3.0887, Val Acc=0.4284
Train Loss=1.8395, Train Acc=0.4796 | Val Loss=3.0178, Val Acc=0.4413
Train Loss=1.7802, Train Acc=0.4860 | Val Loss=2.9912, Val Acc=0.4458
Train Loss=1.8060, Train Acc=0.4915 | Val Loss=2.9814, Val Acc=0.4626
Train Loss=1.7174, Train Acc=0.5028 | Val Loss=2.8848, Val Acc=0.4474
Train Loss=1.7266, Train Acc=0.5091 | Val Loss=2.9148, Val Acc=0.4422
Train Loss=1.7025, Train Acc=0.5105 | Val Loss=2.9105, Val Acc=0.4655
Train Loss=1.6582, Train Acc=0.5266 | Val Loss=2.8525, Val Acc=0.4804
Train Loss=1.5924, Train Acc=0.5321 | Val Loss=2.8788, Val Acc=0.4714
Train Loss=1.5813, Train Acc=0.5404 | Val Loss=2.8236, Val Acc=0.4785
Train Loss=1.6106, Train Acc=0.5380 | Val Loss=2.7605, Val Acc=0.4911
Train Loss=1.5202, Train Acc=0.5525 | Val Loss=2.7688, Val Acc=0.4873
Train Loss=1.5985, Train Acc=0.5542 | Val Loss=2.7418, Val Acc=0.4854
Train Loss=1.4911, Train Acc=0.5709 | Val Loss=2.6523, Val Acc=0.5127
Train Loss=1.4820, Train Acc=0.5722 | Val Loss=2.7151, Val Acc=0.5058
Train Loss=1.4759, Train Acc=0.5797 | Val Loss=2.6604, Val Acc=0.5163
Train Loss=1.4595, Train Acc=0.5828 | Val Loss=2.6534, Val Acc=0.5239
Train Loss=1.3857, Train Acc=0.5954 | Val Loss=2.6391, Val Acc=0.5284
Train Loss=1.4456, Train Acc=0.5981 | Val Loss=2.6414, Val Acc=0.5367
Train Loss=1.3413, Train Acc=0.6063 | Val Loss=2.6399, Val Acc=0.5374
Train Loss=1.3663, Train Acc=0.6101 | Val Loss=2.5867, Val Acc=0.5559
Train Loss=1.3161, Train Acc=0.6251 | Val Loss=2.6019, Val Acc=0.5504
Train Loss=1.3130, Train Acc=0.6247 | Val Loss=2.5418, Val Acc=0.5640
Train Loss=1.3131, Train Acc=0.6400 | Val Loss=2.5320, Val Acc=0.5701
Train Loss=1.2570, Train Acc=0.6369 | Val Loss=2.5038, Val Acc=0.5547
Train Loss=1.2828, Train Acc=0.6447 | Val Loss=2.5050, Val Acc=0.5782
Train Loss=1.2484, Train Acc=0.6595 | Val Loss=2.4842, Val Acc=0.5742
Train Loss=1.2490, Train Acc=0.6564 | Val Loss=2.4135, Val Acc=0.5989
Train Loss=1.2401, Train Acc=0.6627 | Val Loss=2.4825, Val Acc=0.5811
Train Loss=1.2233, Train Acc=0.6735 | Val Loss=2.4798, Val Acc=0.5965
Train Loss=1.1834, Train Acc=0.6772 | Val Loss=2.4259, Val Acc=0.6019
Train Loss=1.1376, Train Acc=0.6854 | Val Loss=2.4316, Val Acc=0.5974
Train Loss=1.1837, Train Acc=0.6897 | Val Loss=2.3436, Val Acc=0.6171
Train Loss=1.1538, Train Acc=0.6873 | Val Loss=2.3468, Val Acc=0.6262
Train Loss=1.1172, Train Acc=0.7046 | Val Loss=2.3307, Val Acc=0.6212
Train Loss=1.0431, Train Acc=0.7185 | Val Loss=2.3321, Val Acc=0.6330
