Train Loss=2.0026, Train Acc=0.2217 | Val Loss=1.9967, Val Acc=0.2459
Train Loss=1.9177, Train Acc=0.2572 | Val Loss=1.9401, Val Acc=0.2459
Train Loss=1.8574, Train Acc=0.3171 | Val Loss=1.8494, Val Acc=0.3115
Train Loss=1.7793, Train Acc=0.3636 | Val Loss=1.7564, Val Acc=0.3934
Train Loss=1.7119, Train Acc=0.3747 | Val Loss=1.6661, Val Acc=0.3934
Train Loss=1.6374, Train Acc=0.4479 | Val Loss=1.5850, Val Acc=0.4262
Train Loss=1.5645, Train Acc=0.4346 | Val Loss=1.5232, Val Acc=0.4098
Train Loss=1.5025, Train Acc=0.4989 | Val Loss=1.4660, Val Acc=0.5902
Train Loss=1.4479, Train Acc=0.5920 | Val Loss=1.4222, Val Acc=0.5738
Train Loss=1.3932, Train Acc=0.5920 | Val Loss=1.3826, Val Acc=0.4918
Train Loss=1.3303, Train Acc=0.5876 | Val Loss=1.3378, Val Acc=0.5410
Train Loss=1.2771, Train Acc=0.6364 | Val Loss=1.2983, Val Acc=0.5410
Train Loss=1.2227, Train Acc=0.6608 | Val Loss=1.2455, Val Acc=0.6230
Train Loss=1.1778, Train Acc=0.6652 | Val Loss=1.2337, Val Acc=0.6557
Train Loss=1.1313, Train Acc=0.7428 | Val Loss=1.1678, Val Acc=0.6393
Train Loss=1.1004, Train Acc=0.6918 | Val Loss=1.1590, Val Acc=0.6393
Train Loss=1.0795, Train Acc=0.7317 | Val Loss=1.1582, Val Acc=0.6230
Train Loss=1.0371, Train Acc=0.7428 | Val Loss=1.1235, Val Acc=0.6066
Train Loss=0.9907, Train Acc=0.7406 | Val Loss=1.1081, Val Acc=0.6066
Train Loss=0.9651, Train Acc=0.7472 | Val Loss=1.0620, Val Acc=0.6557
Train Loss=1.0045, Train Acc=0.6962 | Val Loss=1.0924, Val Acc=0.6557
Train Loss=0.9303, Train Acc=0.7761 | Val Loss=1.0522, Val Acc=0.6393
Train Loss=0.9049, Train Acc=0.7938 | Val Loss=0.9869, Val Acc=0.6885
Train Loss=0.8586, Train Acc=0.8315 | Val Loss=0.9789, Val Acc=0.7213
Train Loss=0.8453, Train Acc=0.8137 | Val Loss=0.9695, Val Acc=0.7049
Train Loss=0.7968, Train Acc=0.8514 | Val Loss=0.9570, Val Acc=0.7377
Train Loss=0.7820, Train Acc=0.8448 | Val Loss=0.9243, Val Acc=0.7705
Train Loss=0.7511, Train Acc=0.8537 | Val Loss=0.9033, Val Acc=0.7049
Train Loss=0.7267, Train Acc=0.8581 | Val Loss=0.9281, Val Acc=0.7541
Train Loss=0.7040, Train Acc=0.8714 | Val Loss=0.8712, Val Acc=0.7869
Train Loss=0.6769, Train Acc=0.8869 | Val Loss=0.8675, Val Acc=0.7541
Train Loss=0.6651, Train Acc=0.8803 | Val Loss=0.8662, Val Acc=0.7541
Train Loss=0.6841, Train Acc=0.8758 | Val Loss=0.8777, Val Acc=0.7541
Train Loss=0.6524, Train Acc=0.8869 | Val Loss=0.8193, Val Acc=0.7541
Train Loss=0.6422, Train Acc=0.8758 | Val Loss=0.8492, Val Acc=0.7541
Train Loss=0.6213, Train Acc=0.8958 | Val Loss=0.8427, Val Acc=0.7705
Train Loss=0.6590, Train Acc=0.8537 | Val Loss=0.8862, Val Acc=0.7377
Train Loss=0.5993, Train Acc=0.9224 | Val Loss=0.8216, Val Acc=0.7541
Train Loss=0.5740, Train Acc=0.8980 | Val Loss=0.8417, Val Acc=0.7377
Train Loss=0.5427, Train Acc=0.9335 | Val Loss=0.7895, Val Acc=0.8197
Train Loss=0.5577, Train Acc=0.9202 | Val Loss=0.7933, Val Acc=0.7541
Train Loss=0.5395, Train Acc=0.9224 | Val Loss=0.8097, Val Acc=0.7705
