Train Loss=1.8020, Train Acc=0.3590 | Val Loss=1.8210, Val Acc=0.4112
Train Loss=1.5998, Train Acc=0.4424 | Val Loss=1.7296, Val Acc=0.4573
Train Loss=1.5295, Train Acc=0.4722 | Val Loss=1.6692, Val Acc=0.4843
Train Loss=1.4768, Train Acc=0.4972 | Val Loss=1.6229, Val Acc=0.5135
Train Loss=1.4180, Train Acc=0.5251 | Val Loss=1.5878, Val Acc=0.5202
Train Loss=1.3956, Train Acc=0.5312 | Val Loss=1.5690, Val Acc=0.5146
Train Loss=1.3352, Train Acc=0.5600 | Val Loss=1.5361, Val Acc=0.5685
Train Loss=1.3087, Train Acc=0.5692 | Val Loss=1.5186, Val Acc=0.5562
Train Loss=1.2699, Train Acc=0.5935 | Val Loss=1.4916, Val Acc=0.5629
Train Loss=1.2450, Train Acc=0.6034 | Val Loss=1.4805, Val Acc=0.5674
Train Loss=1.1971, Train Acc=0.6258 | Val Loss=1.4675, Val Acc=0.5798
Train Loss=1.1567, Train Acc=0.6391 | Val Loss=1.4538, Val Acc=0.5775
Train Loss=1.1253, Train Acc=0.6527 | Val Loss=1.4456, Val Acc=0.5876
Train Loss=1.1081, Train Acc=0.6603 | Val Loss=1.4525, Val Acc=0.5809
Train Loss=1.0579, Train Acc=0.6831 | Val Loss=1.4289, Val Acc=0.6056
Train Loss=1.0433, Train Acc=0.6944 | Val Loss=1.4086, Val Acc=0.5966
Train Loss=0.9890, Train Acc=0.7147 | Val Loss=1.4088, Val Acc=0.6090
Train Loss=0.9501, Train Acc=0.7253 | Val Loss=1.4140, Val Acc=0.6022
Train Loss=0.9239, Train Acc=0.7463 | Val Loss=1.3935, Val Acc=0.6079
Train Loss=0.9031, Train Acc=0.7512 | Val Loss=1.4125, Val Acc=0.5966
Train Loss=0.8561, Train Acc=0.7702 | Val Loss=1.4105, Val Acc=0.6034
Train Loss=0.8266, Train Acc=0.7764 | Val Loss=1.4146, Val Acc=0.6090
Train Loss=0.7854, Train Acc=0.7952 | Val Loss=1.4240, Val Acc=0.6090
Train Loss=0.7616, Train Acc=0.8097 | Val Loss=1.4182, Val Acc=0.6124

Train Loss=0.7340, Train Acc=0.8140 | Val Loss=1.4519, Val Acc=0.6011
Train Loss=0.6910, Train Acc=0.8399 | Val Loss=1.4775, Val Acc=0.5978
Train Loss=0.6749, Train Acc=0.8420 | Val Loss=1.4897, Val Acc=0.5865
Train Loss=0.6565, Train Acc=0.8496 | Val Loss=1.4556, Val Acc=0.6022
Train Loss=0.5901, Train Acc=0.8860 | Val Loss=1.4871, Val Acc=0.6045
Train Loss=0.5713, Train Acc=0.8909 | Val Loss=1.4944, Val Acc=0.5944
Train Loss=0.5635, Train Acc=0.8890 | Val Loss=1.5242, Val Acc=0.6034
Train Loss=0.5251, Train Acc=0.9005 | Val Loss=1.6631, Val Acc=0.5697
Train Loss=0.5019, Train Acc=0.9146 | Val Loss=1.5444, Val Acc=0.6022
Train Loss=0.4797, Train Acc=0.9238 | Val Loss=1.6636, Val Acc=0.5775
Train Loss=0.4558, Train Acc=0.9328 | Val Loss=1.5804, Val Acc=0.5888
Train Loss=0.4301, Train Acc=0.9424 | Val Loss=1.6658, Val Acc=0.5921
Train Loss=0.4457, Train Acc=0.9364 | Val Loss=1.6638, Val Acc=0.5989
Train Loss=0.4237, Train Acc=0.9435 | Val Loss=1.6513, Val Acc=0.5989
Train Loss=0.4017, Train Acc=0.9484 | Val Loss=1.6782, Val Acc=0.6034
Train Loss=0.3683, Train Acc=0.9600 | Val Loss=1.7296, Val Acc=0.5899
Train Loss=0.3597, Train Acc=0.9605 | Val Loss=1.7211, Val Acc=0.5899
Train Loss=0.3935, Train Acc=0.9465 | Val Loss=1.7411, Val Acc=0.5888
Train Loss=0.3283, Train Acc=0.9742 | Val Loss=1.7888, Val Acc=0.5775
Train Loss=0.3153, Train Acc=0.9747 | Val Loss=1.8117, Val Acc=0.5854
Train Loss=0.3096, Train Acc=0.9783 | Val Loss=1.7567, Val Acc=0.6056
Train Loss=0.3104, Train Acc=0.9764 | Val Loss=1.8418, Val Acc=0.5809
Train Loss=0.3403, Train Acc=0.9641 | Val Loss=1.8314, Val Acc=0.5843
Train Loss=0.2881, Train Acc=0.9809 | Val Loss=1.8473, Val Acc=0.5944
Train Loss=0.2760, Train Acc=0.9877 | Val Loss=1.8451, Val Acc=0.5899
Train Loss=0.3065, Train Acc=0.9752 | Val Loss=1.8646, Val Acc=0.5910
Train Loss=0.2678, Train Acc=0.9875 | Val Loss=1.8853, Val Acc=0.5978
Train Loss=0.2762, Train Acc=0.9856 | Val Loss=2.0134, Val Acc=0.5719
Train Loss=0.2532, Train Acc=0.9885 | Val Loss=1.9146, Val Acc=0.5899
Train Loss=0.2508, Train Acc=0.9919 | Val Loss=1.9129, Val Acc=0.6011
Train Loss=0.2436, Train Acc=0.9902 | Val Loss=2.2454, Val Acc=0.5371
Train Loss=0.2711, Train Acc=0.9839 | Val Loss=1.9919, Val Acc=0.5820
Train Loss=0.2518, Train Acc=0.9915 | Val Loss=2.0538, Val Acc=0.5843
Train Loss=0.2404, Train Acc=0.9927 | Val Loss=2.0168, Val Acc=0.5775
Train Loss=0.2436, Train Acc=0.9904 | Val Loss=1.9492, Val Acc=0.6045
Train Loss=0.2468, Train Acc=0.9904 | Val Loss=2.0887, Val Acc=0.6011
Train Loss=0.2260, Train Acc=0.9965 | Val Loss=2.0642, Val Acc=0.5753
Train Loss=0.2211, Train Acc=0.9959 | Val Loss=1.9949, Val Acc=0.5978
Train Loss=0.2209, Train Acc=0.9967 | Val Loss=2.0411, Val Acc=0.6045
Train Loss=0.2243, Train Acc=0.9943 | Val Loss=2.0411, Val Acc=0.5966
Train Loss=0.2333, Train Acc=0.9930 | Val Loss=2.1424, Val Acc=0.5944
Train Loss=0.2622, Train Acc=0.9794 | Val Loss=2.0630, Val Acc=0.5966
Train Loss=0.2193, Train Acc=0.9948 | Val Loss=2.0675, Val Acc=0.5742
